Geneid	0_R1	0_R2	0_R3	15_R1	15_R2	15_R3	30_R1	30_R2	30_R3	45_R1	45_R2	45_R3	60_R1	60_R2	60_R3	75_R1	75_R2	75_R3	90_R1	90_R2	90_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-CCNA_00166	79.38951526676357	70.4314185651159	71.06470341838919	75.14734311516034	66.86485416520236	72.39064331486615	55.28003780187584	59.63947011229578	57.014881392079715	74.36146949144538	72.37187366414712	41.09417534135466	56.90800311417255	62.298836789929105	56.68237747648253	74.82047099956213	81.64362202964583	59.333652922003736	66.53136921686976	71.13104953473737	83.03726423499722	host	hvyA	None	None	1.5360484488274355
gene-CCNA_01204	55.1495860781683	66.5924484596185	57.90287573655932	44.21242938910455	40.91662336995161	44.72642152150148	48.159320878725104	52.993753114837965	46.75857343879828	52.00066485698041	50.32273644914282	52.11285265028847	50.15055880962092	51.655367640058024	53.896646146453755	50.408824717705464	54.279991124945894	52.14060591049162	55.12708622340703	57.897032238695445	61.58194647465454	host	gene-CCNA_01204	None	None	0.6269980019613813
gene-CCNA_02892	15.788093600422066	1.673682789568078	12.073753287944045	10.717216022330884	11.231983735230173	12.547711507910131	9.063934126073336	11.728551606869868	12.707393965357632	13.942836524066301	7.908008506277221	9.521145612262343	11.904892605493568	13.347866364412374	8.394044799907352	10.531361941793673	9.500864905356575	9.918551049679571	12.795429305616862	10.401058662551312	10.118017727787903	host	gene-CCNA_02892	None	None	0.7131003937518519
gene-CbK_gp128	0.043761269603880076	0.03771786846511262	0.04376310092287411	637.7369387625675	681.8321062462279	638.508214553344	1894.0775014343722	2044.8166837975193	1887.2417260611169	2850.304587329984	2553.9768914266374	3504.558642161094	2495.2167599465747	3170.726353919318	2296.0069521863747	2773.9032001425703	2681.103387841416	2284.6814184191644	2726.027856991912	2651.616489296393	2597.4123619385346	phage	gene-CbK_gp128	early	middle	614.2067443703226
gene-CCNA_01330	3657.7996614837293	3618.271005158745	3878.5350274478774	2612.5129145790183	2706.831173642062	2793.253831694508	2706.533509675592	2969.302533387377	2921.0490697660657	1979.1809684242921	1986.4226573990782	2885.6803108931645	2164.114093692285	2188.0957542336596	2264.1518595193043	1704.4589912273252	1770.156521458159	2109.362929160149	1989.479391209074	1887.1938562680493	1886.1788014677195	host	rpoA	None	None	158.54788016647257
gene-CCNA_03723	25.475952808094426	24.523589724573597	17.461777015493368	17.735919666038626	15.399194579102943	9.93635953445149	17.817459549198958	10.54498544014921	10.644106387581997	15.235416910317104	19.777010225928382	13.292010292703068	14.076831293793454	14.129901109030799	15.75744372423848	22.789515987563398	18.31369580456104	14.56329157197316	13.373325664718005	12.609502625147824	14.720847843215292	host	gene-CCNA_03723	None	None	1.0918164301371502
gene-CCNA_01978	89.38193089899261	88.09818317342676	88.4438401062965	50.186876438266154	48.21340854251046	52.5800771232063	46.0537216335346	54.543271334201634	50.174202808950405	48.94408428075566	49.47176107453777	52.77846313607645	48.11878326810733	48.7053756829917	46.60188244787704	43.766418401644614	45.511007285403466	48.541446036272845	49.265383864904315	47.2076218874248	48.65966825951985	host	gene-CCNA_01978	None	None	3.6600018246999637
gene-CCNA_00696	30.865142544207472	17.22233234618728	20.766275186355685	27.86218540420878	24.899186571814425	19.681206151229237	26.578098505100463	14.827658472435136	18.543295789521572	31.458802432036933	31.261346126377138	10.49251248998396	21.357783182867013	17.577591553405007	20.638581531877467	28.473311315183732	27.797035401644543	14.054128006786373	20.487418468779627	21.506355672046208	26.08551445445319	host	gene-CCNA_00696	None	None	1.5189518575380634
gene-CCNA_03394	78.14052752062577	64.80674650969314	56.79034634759202	40.932560354196525	46.209730054666366	36.24398763613214	52.74600321265366	40.438863229400894	47.91811906313925	55.005284880617076	46.72456150910042	39.993047375283865	46.369056492825784	43.898833453673625	50.09585241773987	49.330407663414604	47.91293976277474	39.01627080182133	46.30147403024174	41.56053272305167	47.44043565367602	host	dgcA	None	None	1.7688191235744561
gene-CCNA_01413	161.3589601532548	143.68603132850419	154.34436078130628	122.01550441423711	114.1591771705491	114.79708216871475	126.30592204683194	113.48937486527514	112.52397356324184	149.15593593278786	125.6416738565867	106.36519817369428	128.03711997208333	115.3644566538293	113.14863135993008	115.18516863981193	109.22418472909168	99.0054927001854	111.19757200875645	116.23183055401093	131.2400220816823	host	gene-CCNA_01413	None	None	2.1171370738235273
gene-CCNA_00740	73.86804752164501	68.43907232994684	67.00311936104765	53.142373715825435	48.9318977141727	53.91950209707291	52.33411646678649	51.35910337403206	51.717522273771934	56.475869723622274	55.04003167164325	43.26253031574056	57.04628764143719	54.89090615747797	58.14008643121883	51.30736047870861	56.51052978720658	54.04861667713073	55.11422369096972	54.48962261113665	56.7709579805976	host	gene-CCNA_00740	None	None	0.7758080212244286
gene-CCNA_02441	29.175555876473627	24.874578423793984	28.23050297079515	32.89827559830162	30.169037155790395	35.56702550790782	28.901978628422526	21.908049227926735	24.046733308473655	28.69834889408527	28.74895606086052	31.733629604465943	28.85353902497841	26.009043255211026	29.873463509342567	31.303803822719598	28.91348647792954	26.404771394920257	23.18207230274265	23.353320393275588	24.03747424650693	host	gene-CCNA_02441	None	None	0.42367230427523295
gene-CCNA_00978	75.76925838366114	80.65092220653557	69.65626896890795	53.746938888725055	50.48093811569979	50.63813781147223	56.07848674749439	49.717616323755685	51.54060651372457	55.39662018067355	53.72592718466073	65.66448631010772	57.254350468548886	60.673184448166786	53.55163523309314	57.56623357918309	52.15451491345507	64.68297253581126	60.47617815764961	62.82915923801322	53.05310597831105	host	gene-CCNA_00978	None	None	1.1636569817372497
gene-CCNA_02409	138.08136829698273	130.72212178353337	115.75054782572444	53.36412593367715	50.721607287515084	48.59131141569778	50.6398058782793	44.284761914501175	44.700877001293954	57.4125097034852	51.48054669036796	44.41296931724302	51.61742809384039	48.948653461978104	48.257409359171646	55.80672367989687	48.54738103803759	42.912693525067326	49.19887131767543	47.77877616392719	51.40634395746694	host	gene-CCNA_02409	None	None	12.912134879561378
gene-CCNA_03959	977.2460998520718	988.7398207263698	986.2182651438974	451.9864455866691	545.8097197748473	432.08289185141746	370.1313373948577	355.23051510670246	374.740126470744	446.22308025869455	476.6086487682915	408.88755471838965	350.2529113384627	382.48405121864937	372.5467113205888	390.091933062325	396.5313265509303	305.9879952831306	345.87986670407247	355.2032773389099	437.89526570722774	host	gene-CCNA_03959	None	None	91.91249577971462
gene-CCNA_R0106	500.088613754166	380.4817357290508	445.5080144666252	223.1268529314186	213.4519894689177	204.4918914542848	141.44123011251537	134.63242223563364	170.48283146787438	192.50181400868917	198.16720483459048	110.44619243674148	171.3204816372678	148.81136300296572	153.8568556155514	241.4953549004702	198.15708405132744	176.77102681980676	197.01718049489557	203.07228243578007	160.6991868226984	host	gene-CCNA_R0106	None	None	44.52670316076098
gene-CCNA_00559	106.25864685364697	106.1054849562265	101.72361451616084	69.83733156146326	64.2753913633504	62.032922025950576	67.51802627072384	64.3386081619676	60.734356136993426	66.73181473400763	63.63106145432445	67.51078628187922	64.92730059255298	62.277924641184775	66.62243890206527	60.48031209824044	54.38713492291264	54.12248722384208	62.24442952637354	57.05646018282065	62.540168031904976	host	metX2	None	None	3.3487415654868715
gene-CCNA_01316	4485.472141820916	4809.126050440398	5063.161287344866	4614.817133337971	5181.719824229185	5230.276948262481	5529.515650554187	5973.735928160512	5970.889018416816	3557.606687757811	3819.0579144347184	5022.80728578483	4182.418423231548	4175.629031607912	4269.551688205507	3158.4771768266005	3281.6101945462756	4251.789678668355	3812.012515394281	3581.4311994718355	3310.4031210222133	host	rplN	None	None	157.70607860840335
gene-CCNA_01303	135.01805172108845	119.15088118796385	112.69389229612608	178.415148160765	130.35747796860477	165.39193693352206	220.35071284350428	187.65403319763055	210.87599931041277	290.3551302198832	283.90388280156697	174.19495965022912	285.07966042797995	265.0686659298503	246.5851640962859	320.0019738199981	266.81379564930165	230.82136260413054	293.5221318028631	267.7158206464547	309.1535056764554	host	gene-CCNA_01303	None	None	18.873111142898217
gene-CCNA_01174	40.01028404030988	34.259057160379264	30.212041926451743	35.60948144964969	32.033628921191315	32.21497092469718	47.02448582649333	36.64161295111759	40.75129788890551	43.35355516608975	39.66319283070521	34.82074145823327	43.20570171871205	35.31505700234631	34.96249149870666	38.45289186363464	40.186339469886754	33.47208009678724	40.03838120028258	34.137643948875315	38.930826161856835	host	gene-CCNA_01174	None	None	0.4675093907464331
gene-CCNA_00302	52.424677970320765	54.298906590295644	47.29498671665667	29.109032355465086	31.84327447923947	29.393968192501465	34.548344261939995	30.543330440402045	32.220457886170145	34.45229261979144	31.891283816349926	31.24785285687905	38.66699050701854	31.328069887884574	34.64408252460171	33.58684525287067	34.924802038689776	30.513575022877077	38.784313248808836	39.6449654602828	37.06840538560833	host	gene-CCNA_00302	None	None	1.3427525437200354
gene-CCNA_01866	23.456930136587445	24.959845097965022	21.192228665584118	11.72916254972053	11.259444439806806	13.312029626420111	12.924661149763818	13.879732224277042	13.555470141395396	12.621980564639767	10.2110434289747	14.223976717595953	14.436109760723037	13.206381044664516	13.625065371396973	12.330988587851262	12.900991699966385	13.839369226508643	15.701919328614999	13.582795872005539	13.528506433409062	host	acrB4	None	None	0.9558640620592223
gene-CCNA_02305	28.017866039083444	14.327280665169237	14.745214689598045	15.033743823891983	16.871465768124388	11.74517853333334	15.649713977976809	12.65980738988725	11.856314924716804	17.682745726971937	19.57941504399409	12.390704369163617	12.512905506693444	12.64006583615641	12.154735716767085	16.943814078702136	17.930618541872924	9.527179398953473	12.663551095319889	14.764049562198306	16.57271039410226	host	gene-CCNA_02305	None	None	0.9641101010569655
gene-CCNA_02125	100.78947500099306	103.00773088818232	88.68850492102804	71.9968620974716	71.96668118821202	64.76401061609378	70.27105441947523	51.279232505851624	58.87260874773924	66.954307090825	66.52538570218618	51.42797258040635	55.834778829737246	50.30291543867435	60.17367869176661	67.64727005153487	68.34217654392448	55.08995146432687	57.293033313027536	51.62125422367775	62.948729680128224	host	podJ	None	None	3.1990425802264864
gene-CCNA_03798	62.443290706597764	50.15295698716587	50.924380421863795	32.23520224596093	32.850062511485724	31.71492778740487	44.931799575422104	30.161396902531564	35.01940936319609	44.49454601033053	42.07205310150842	37.255834082958174	40.34354576443982	34.408453294339516	41.51111870429289	41.920636909199736	42.63055105536666	27.322452527094022	33.356911949691586	35.67750527717489	41.68206476563583	host	mtaB	None	None	1.623451689324907
gene-CCNA_01066	155.40347758987357	175.16821281163456	140.57681935147124	95.14686247659833	98.12572061268119	93.522016074408	97.21462295334726	98.06560635455067	97.74237082194414	101.66679438065863	85.71482015022221	84.77251221689751	97.4881208185544	90.91863621624763	91.59570449334862	88.32925080354009	89.83121143660178	90.79259520663516	97.08849660850443	85.46303403940284	83.89993851583262	host	gene-CCNA_01066	None	None	5.509756622413348
gene-CCNA_00225	157.28993784805513	151.2863704135667	202.88971434216467	174.6981157206524	155.6900519211832	150.83577679788473	114.53516759310853	96.17412317633291	106.89160806153772	168.6461564280376	164.53759634028413	119.29435384775758	121.3118395254014	87.28928435432265	108.94586566616594	150.82741841855807	143.15348132677715	110.3536427810806	106.50030256629974	116.30274686307376	105.20773773262957	host	gene-CCNA_00225	None	None	6.64352765129938
gene-CCNA_02388	76.65534919152292	61.3929443846199	55.9816435344855	50.40779641272431	48.592461328605765	36.23342199601984	58.79630952834415	38.289262775059086	48.57725912918061	60.19421202348536	52.09685909419726	41.747128400515614	53.95650488303246	44.40654708228634	57.050439387292755	53.48220821355974	54.92775312299953	45.20380668507612	51.33995116223813	48.49265508022827	61.293627832068246	host	rpiA	None	None	1.4862022924289708
gene-CCNA_01505	681.8304767413492	598.6546472800874	625.0857024025685	308.17097556976586	285.8469645497694	295.7838681502867	264.6489280969334	261.0086583667443	252.61588714010023	265.06513113214396	236.12641559992048	223.06763223324242	237.33705339250858	243.12816746979405	228.90678272114204	271.8941056261395	229.67910204233067	256.9861239185825	273.1904646124345	247.66877310332583	225.21756253621982	host	mbiA	None	None	58.953572240430866
gene-CCNA_00198	1282.946828389534	1306.2579466312704	1345.1135217912972	1034.5531710562054	1063.6960548444742	1041.5424510107205	999.0592432051973	1057.3909075100864	1042.1430418232287	971.2278409095509	860.9494280502417	1005.0272693024152	822.9026042792889	868.1675723745649	849.8210693464096	728.7914654470843	722.7309756087765	775.7870802242126	810.6208336022472	757.8820183993182	748.5548149771384	host	trmD	None	None	35.62627280656447
gene-CCNA_02868	4.318507955409565	1.0806169315254766	2.3683131449428707	2.102223142841827	2.840790046903106	2.1717192994459844	2.87024580658989	0.7167448204198252	1.5074457547139937	3.370258892282268	3.788191171555378	0.9241111917784038	3.409128337027704	0.7922294784633243	1.3121217397749914	4.986370936788394	5.108049277767552	2.4483982315547603	3.0160654791811172	5.3738803089848455	4.700457750239332	host	gene-CCNA_02868	None	None	0.7480742094369327
gene-CCNA_01117	38.86516446021903	36.11758947343287	32.84398621685478	24.856946252259277	21.83541363612873	19.333420295404654	27.374912158544724	21.922255719507383	21.51120939233743	27.0864021645874	26.61512540284699	21.344790490235187	22.46515546766693	22.822610834115164	21.942327634845533	24.39002374345839	24.30371060059378	19.134212654893663	24.083627590271337	24.829463271881757	22.29893227386266	host	fssA	None	None	1.009592688521545
gene-CCNA_R0092	333.4152588208774	92.49348312209585	323.65372161248183	126.57353499124423	107.09709692562073	119.48137027121467	85.03199218273885	118.73667584378596	99.29631126968141	115.11532767670091	131.6235915540428	66.25407358004487	120.59894674085896	113.839347769696	84.28714226690198	132.99550218152098	129.77609708039478	75.28660753050187	122.76812472349185	149.40503756800405	106.06935928506172	host	gene-CCNA_R0092	None	None	34.39938559993127
gene-CCNA_00607	14.32988644069901	15.945776898729308	13.107662637636187	9.508699987132019	9.653643818133371	9.635644346640099	9.490792747241118	9.109410122449964	7.159612101547425	9.100315681086302	9.77624931603804	9.092957818901729	9.12549383086431	10.335498807206896	8.353052892488757	8.929864512412083	8.715205353332932	9.707339892853438	8.331479263764736	8.80650758502591	8.27314345232505	host	gene-CCNA_00607	None	None	0.4267979588388949
gene-CCNA_01327	1213.4049621081735	1115.6244175363538	1388.728327399497	1104.5559575707343	1056.7992616448028	1113.5038266388567	898.3208462762997	988.4359039102152	970.5466800875921	927.5996519152434	901.8437987004927	903.4149515458668	781.3093083119593	821.987598248103	806.8181906137264	790.0281452974114	787.0689291249809	755.7416054537531	745.5336856350824	764.3152951559192	800.6480135563913	host	adk	None	None	31.065342548312838
gene-CCNA_00176	16.13261556703469	18.16520935073292	15.773774456830125	20.543546841812923	13.222110356553626	16.766607064539965	12.816207930953158	10.959259512225715	8.97394393568741	11.958983166162888	9.368644832878893	12.619582941490032	11.67796650011026	13.033452710203077	13.591511928135214	10.28469469855671	8.920619984532877	12.678462828933819	17.359018632298792	8.779388225916968	11.032220081206887	host	gene-CCNA_00176	None	None	0.7897944901227029
gene-CCNA_00043	483.21919265554095	523.3545243476693	456.3513332907275	373.53484696242543	404.2748052696614	373.3141962246201	335.8608596114934	347.5311552212674	337.7187712175444	233.37981866110476	266.821755014107	264.91187497647576	270.5834830497502	259.03739384334136	273.91238407373254	223.25136179646404	223.66845509094094	277.6823004404096	253.55074476981324	214.55735765645468	249.46880157007917	host	nusA	None	None	24.532982161396383
gene-CCNA_03962	48.583214498357606	31.067736781357446	69.4821282964857	59.820614432337294	59.352220622797034	60.26521055962607	37.9552241529321	39.24177891798543	49.848490297928656	76.38032380878836	83.65588837184794	21.94764080473709	28.612327114339656	56.44635034051186	19.135108705051955	61.76300364885626	79.92335723403541	26.578007118851016	38.692945292126176	55.255624144803846	44.37070031475921	host	gene-CCNA_03962	None	None	6.797852127657236
gene-CCNA_03737	160.49821355295373	90.160564185863	136.5262871790596	119.68806984379317	120.60035090893129	111.17447888477018	106.66144703914583	98.43295533765601	91.77562308313846	116.78235687354895	94.64100502673705	64.78112798931437	90.81170144521127	95.16356523117022	76.78342032757357	96.9801069248652	101.5204778089225	90.98513364469844	101.11275338498739	93.81965036018508	87.32929864081015	host	gene-CCNA_03737	None	None	3.9747995374031486
gene-CCNA_00209	44.944324269571254	40.1097560742726	40.838475406914036	31.218896958235945	29.94617861687791	28.14548212081996	35.20259368202578	31.962723306036093	31.777739598074735	33.811442005057884	31.860892520129255	23.058774499613506	35.45493470508812	30.94674694157306	29.241570200699808	30.92845142091088	33.55711584645718	28.52660074900193	32.99983823537114	30.212598972172863	32.39842603022105	host	gene-CCNA_00209	None	None	0.6612978521321181
gene-CCNA_01480	388.6042571449907	335.36204870038193	374.4843942596084	280.47221048485727	260.5052217380684	279.9601673374044	346.22895430111015	321.5865363383657	324.1209902816198	372.4308467731102	324.0389016845164	259.15882981197296	351.0113020960667	336.02180320351766	331.5680180656902	388.84360527121265	377.275546301645	408.8180731372357	411.44082097962223	386.9040865724051	361.7588604228314	host	gene-CCNA_01480	None	None	5.775120308197497
gene-CCNA_01165	49.667210885807904	51.84657372985291	43.747221322908246	21.163687728457553	21.494362927367376	20.48307944422117	24.4492097644266	21.10562238727013	22.17932599857624	26.46245310256605	23.411508101371354	19.346091616320336	27.016638200658836	24.521110204244888	25.446231361770025	27.8005652363043	26.271453341056677	24.03224832448584	29.815057854014153	27.08369149891898	29.103483156463405	host	gene-CCNA_01165	None	None	2.84355339835944
gene-CCNA_02105	46.45716735226794	46.6312732725464	48.40300736723186	37.78825184260138	37.185092308299794	34.545488391187284	37.16915622242477	36.60399129399852	33.71834267415233	41.91525214870768	40.91638009586946	39.973181783903044	30.42920752651527	38.69027685518561	38.85507787550749	40.6921602875332	43.50239240568677	39.25828253778135	35.21819421222504	39.91103905397597	43.80057663013716	host	gene-CCNA_02105	None	None	0.48612440931597195
gene-CCNA_00104	44.5424269677066	30.571299515806214	39.32900109475265	34.40289758647636	31.390903448685112	29.513108428368508	31.336421829031323	26.86874172958422	28.637955479997782	31.974251029344597	29.60761001130177	27.249432578081137	26.348940626844158	28.804651293871636	22.242519520402276	31.421498288542256	22.17552781064428	18.8668743619132	28.36973871780349	23.60240234963567	29.050574424556086	host	gene-CCNA_00104	None	None	1.0435484433108895
gene-CCNA_02977	47.2909614811404	40.53261402809594	38.58224076993618	54.70986916014984	33.961324620871714	48.41791027606942	57.19819482716806	44.49853632459084	54.57097885246927	57.88824541297644	49.57878270140899	47.17830821184483	55.52009006016546	46.88330660969273	49.676468674288266	58.64353953409509	50.338852229179324	52.45404964776875	57.09637530394392	44.06764328080951	53.69270613431281	host	sigU	None	None	0.863500486057316
