Geneid	0	2	5	10	15	21	28	35	42	49	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-Y11_RS20515	0.6996124957835737	0.20984537131538172	0.26460430405070656	0.470280100169564	0.3000415668118447	0.46983146497394723	0.655975030911276	0.7142619057718069	1.0	0.7244135766378037	host	gene-Y11_RS20515	None	None	1.6294217549777252
gene-Y11_RS20385	1.0	0.7422988511185892	0.6780319790162783	0.702851172485342	0.6475837174135086	0.6099274114789222	0.5927150837207311	0.5441372372194905	0.5107676549171691	0.5124602754184889	host	sseB	None	None	2.996995260516316
gene-phiR1-37_gp074	0.00045585364401647013	0.09120269670030391	0.13175181739421	0.2633096388438745	0.2811518774984368	0.40623356456136805	0.6092290280697154	0.6746765929008135	0.8251330961072669	1.0	phage	g074	middle	late	108.24794245874953
gene-Y11_RS01175	1.0	0.5433286909836645	0.7693633511054871	0.5491352804370331	0.45524221637397116	0.4709619807753893	0.40610458217733014	0.39045775899824736	0.4751084465183073	0.4247489395340244	host	katA	None	None	2.9532828302873972
gene-Y11_RS09305	0.6985114716676728	0.8283343115726012	0.8116799145835277	0.7014880943830032	0.8349533022176728	0.8354360526193364	0.8522624067795661	0.8538866962768018	0.9195769745139396	1.0	host	ybbA	None	None	0.274950688284207
gene-Y11_RS10685	1.0	0.7780440633409509	0.7296302058579032	0.6549445347344767	0.6982778154778023	0.630522205451908	0.7738311655156238	0.7297913227736169	0.8441070907133889	0.8459314858470776	host	gene-Y11_RS10685	None	None	0.24291871941929785
gene-Y11_RS07455	1.0	0.8107031008461287	0.8219071845742132	0.7684578336258705	0.668654887634358	0.607414869814093	0.6995044156308621	0.7415259645117153	0.6965115390380703	0.7109946977529292	host	cobU	None	None	0.30637475992700175
gene-Y11_RS01590	1.0	0.9090095858362225	0.7210879655594135	0.5858652435090851	0.4047281014667649	0.4336479967184699	0.35102276503867075	0.34453703380812445	0.3173741829571375	0.3702961190716793	host	gene-Y11_RS01590	None	None	8.21561077538473
gene-Y11_RS00970	1.0	0.7694636774963014	0.7103799593507077	0.8276735357262632	0.8494942948596014	0.8561828980343127	0.9722500684665739	0.9281621360652413	0.9949194554090127	0.964010100671834	host	gene-Y11_RS00970	None	None	0.26456253858213263
gene-Y11_RS09145	0.5182105841797893	0.21333614245534682	0.2600244108298229	0.40003972659848014	0.4923879680697918	0.5014808457988283	0.7258240599795391	0.6537166598396903	1.0	0.6471486798713676	host	gene-Y11_RS09145	None	None	1.8994153592225684
gene-Y11_RS01565	1.0	0.33627242143012587	0.3045661478309911	0.2911437474525746	0.24413437589270262	0.23615888825997244	0.3247885063619418	0.39100190567556653	0.4461360426716046	0.3583250755980807	host	gene-Y11_RS01565	None	None	1.962806009043236
gene-Y11_RS12855	1.0	0.8655047529031883	0.7677548584266451	0.708019354197652	0.6866238012043648	0.7171471736932776	0.7023367738756875	0.711294411485871	0.7506007228016087	0.8348321993589902	host	gene-Y11_RS12855	None	None	0.20325102639463
gene-Y11_RS08995	0.9881903566075679	1.0	0.785752423713602	0.6983168028898574	0.5226471226018026	0.5529344026470397	0.5659133590205041	0.5371285934739723	0.5765441154015846	0.6861217748737134	host	gene-Y11_RS08995	None	None	5.145474778853899
gene-Y11_RS02120	0.9846997056168858	0.8318452261753081	0.9135770334297775	0.9408342797691921	0.8990223628494182	0.7876279791108993	1.0	0.8005671145474524	0.9104275189017431	0.9021163246557772	host	pqiC	None	None	0.3700782575050271
gene-Y11_RS06675	0.671927310430791	0.3497110096673285	0.3056925123271537	0.30687673530638543	0.26530815652108647	0.3373375545173908	0.5977354720828469	0.4582245541484796	1.0	0.7541464311481418	host	fliQ	None	None	1.0631380918007765
gene-Y11_RS14115	0.7979211712656119	0.7633400455113376	0.7137755445287429	0.5012108304552062	0.5193071516877016	0.4736426862055231	0.40844408228133755	0.5727387209502542	0.6933802697623749	1.0	host	gene-Y11_RS14115	None	None	1.9264045117926507
gene-phiR1-37_gp245	0.00024126368785104324	0.0856788757323696	0.12714566988695028	0.2658208919857036	0.26314464111464386	0.40538951137144524	0.4456286866821928	0.4931061336430501	0.5243668494610899	1.0	phage	g245	middle	late	49.512063622981685
gene-Y11_RS11630	0.5584666979273575	0.3491082058046145	0.3318141367313882	0.4123457069900495	0.44011969922607125	0.438853174427902	0.9325425036031842	0.8045004905510265	1.0	0.8894726111082504	host	gene-Y11_RS11630	None	None	1.930847021362706
gene-Y11_RS18750	1.0	0.9315658101929207	0.9044477564841982	0.8256581679301697	0.7379029862591651	0.7528515066731084	0.7268894045882439	0.680252022451586	0.6107167645270168	0.6238431397464875	host	speE	None	None	8.890836206615553
gene-Y11_RS07395	1.0	0.45803203162736805	0.37480504620433586	0.45242491542243285	0.4517209141746042	0.48910737616901634	0.7179083115867867	0.6539632576325713	0.8446600900984199	0.7583672773384381	host	gene-Y11_RS07395	None	None	0.3602793227027081
gene-Y11_RS04075	1.0	0.7632691077375625	0.6667359938579088	0.5582273704164191	0.45439948926896645	0.4577748209190774	0.39612249886129536	0.40811349879951214	0.40239784014452173	0.44383321924454	host	tyrR	None	None	8.442855537534946
gene-Y11_RS12775	1.0	0.8586830154306908	0.6092396558241675	0.3728449939223207	0.3168564255721689	0.3028381416205883	0.2823797309944662	0.26602312613495954	0.2916758175453294	0.3206233444747203	host	gene-Y11_RS12775	None	None	29.20605931526053
gene-Y11_RS05820	0.926832159198316	1.0	0.8669418625996672	0.6679854773883515	0.5324900975002312	0.4799683308087667	0.45697303973631787	0.49483223963348977	0.4661434534827584	0.5991247941824528	host	prfA	None	None	6.807740270329634
gene-Y11_RS12860	1.0	0.39416095149611563	0.49107247296036716	0.40026179942512324	0.4722088425708223	0.410298070449128	0.4397496685878892	0.5066677680924754	0.6225092717417791	0.6473742494722251	host	gene-Y11_RS12860	None	None	1.7747009479949458
gene-Y11_RS00705	0.7946910450779662	0.6875788495168429	0.7342907207468516	0.5845540528871406	0.8257679119348139	0.6232619433316906	0.7945345828635036	0.8994218258534885	0.9037224909274051	1.0	host	sixA	None	None	1.388186347512943
gene-Y11_RS08505	1.0	0.45017091796688685	0.41270826251556414	0.3727082153037346	0.2946223708634919	0.27557547157571377	0.3234543660654669	0.3563215824414064	0.4771385445446343	0.4213149991957972	host	gene-Y11_RS08505	None	None	11.086804579239121
gene-Y11_RS06985	1.0	0.2613792119009501	0.1848181351401288	0.14652356690391682	0.12726360157065092	0.10672758806869456	0.12146967951197452	0.1162887939152866	0.14270125115619475	0.14657230156094853	host	mtfA	None	None	29.76624444731558
gene-Y11_RS10300	0.24205327401050547	0.4902860789033789	0.4647140006507754	0.47191560232166796	0.496981501388476	0.40918148707567387	0.4472250650472348	0.4642904467429989	1.0	0.4199314995479993	host	gene-Y11_RS10300	None	None	10.290526503284863
gene-Y11_RS16635	1.0	0.8035671584819928	0.7148536578821306	0.6523131660732671	0.5719521616759393	0.5829871966683915	0.5916420277504244	0.5321711760843985	0.5392068333550897	0.5018186761791712	host	gene-Y11_RS16635	None	None	7.451639965245857
gene-Y11_RS19205	0.3721074228070478	0.2637621077779766	0.2430196369512629	0.3296136002814063	0.32399598154368653	0.44596443911736855	0.7496553602327001	0.7117294363171572	1.0	0.8040073522157876	host	gene-Y11_RS19205	None	None	2.667452268402806
gene-Y11_RS13840	1.0	0.3593396257378887	0.4032741291049294	0.28850353372732784	0.291396713613963	0.2509411126256263	0.25090685664479145	0.25272719114370146	0.27392525067217144	0.2890474654030853	host	yihX	None	None	24.104074042709303
gene-Y11_RS01820	0.46582954227482015	0.686754963510514	0.906305158575079	0.9348485300746089	1.0	0.9493693856952562	0.9432905845154423	0.7795403023695339	0.7659805698094949	0.7023827813804029	host	cspD	None	None	7.836043760371752
gene-Y11_RS16240	0.9781992430287061	0.5083786400990213	0.49680479664835947	0.47777652115114044	0.5019226658705875	0.5640432189406164	0.6783530670842735	0.9452801667888253	1.0	0.9495314146228466	host	livH	None	None	0.8504024948964882
gene-Y11_RS22520	1.0	0.43438924278885893	0.5393349580179484	0.35214433401216555	0.5015640971519228	0.6965777597730088	0.8665110291741632	0.8423997810413605	0.865079486844866	0.8436714713817641	host	phnF	None	None	0.32043454342203637
gene-Y11_RS20585	1.0	0.7349859108995394	0.5132774042745342	0.428076122569604	0.4009234508600655	0.3819279410240328	0.4291360433640056	0.41339636403757235	0.4049460668129313	0.4815117799107711	host	baeR	None	None	1.430643712779334
gene-phiR1-37_gp173	5.0352646327601934e-05	0.33844672292954125	0.5545096378940253	0.7536594794960579	0.7539588852060232	0.9205283719678087	0.9570032223393214	0.8087592700851985	0.9787057886349169	1.0	phage	g173	early	late	75.7079555675542
gene-Y11_RS09865	1.0	0.45720427536172015	0.4784015251168456	0.450682070704387	0.5444289436681268	0.515370155968963	0.5782479058629295	0.6962725057748622	0.7948707572359643	0.6785841190236918	host	malZ	None	None	0.5601415475178805
gene-Y11_RS17100	1.0	0.6239700069460319	0.5932336369954564	0.5648964043320324	0.4865578271524851	0.48041174477467274	0.44905018181459727	0.4520368163838974	0.4410855035327389	0.458037586763346	host	frdA	None	None	3.6381398436263956
gene-Y11_RS07710	0.80145003374837	1.0	0.9622139024977756	0.7736182473386225	0.6721394673944759	0.6932916245216291	0.5559801914667488	0.5872945943623148	0.5466963348057203	0.5288432943810017	host	gene-Y11_RS07710	None	None	10.599942703801068
gene-Y11_RS04230	1.0	0.5388541289330687	0.6145779102092944	0.5358525660863939	0.5211623378131574	0.5438082598468438	0.547827086995326	0.6136126034445155	0.6059128453399452	0.6473843346393777	host	uspE	None	None	1.1560712097456958
gene-Y11_RS08620	1.0	0.5820925448782478	0.5687424243474246	0.5883680498839644	0.6030854379386195	0.5943006931048661	0.7645890835331177	0.7315088741715133	0.8703834001292314	0.7080659969109596	host	gene-Y11_RS08620	None	None	0.5055211237621615
gene-Y11_RS00010	1.0	0.6656699515930865	0.6428502803413993	0.5649997467969254	0.49874329619085456	0.398858960092841	0.43822752793401176	0.4822623390430382	0.4355594899927458	0.381482078288709	host	arsC	None	None	6.75441693489886
gene-phiR1-37_gp063	3.0819427071753305e-05	0.23225970730310505	0.34079394847981875	0.6876764639795532	0.7262056300311625	0.7858353966423165	1.0	0.7068250540148913	0.8528359118031748	0.6874818947330115	phage	g063	early	late	201.1961563425502
gene-Y11_RS04600	1.0	0.5456668659782083	0.4827267915340988	0.43721265158688627	0.28890956268459556	0.28509229255721724	0.30280308391718	0.23095779373651534	0.2376508721819635	0.2491948882298322	host	gene-Y11_RS04600	None	None	40.21855077482767
gene-Y11_RS18265	0.7625441192773553	1.0	0.8625465167416707	0.9149236566133798	0.9210658906384286	0.8368620876215855	0.7906918438663418	0.8993321796227001	0.9511445720863211	0.8444351977392899	host	satP	None	None	0.3760133159956239
gene-Y11_RS10910	1.0	0.9819711934459892	0.9430136788876752	0.8870508022167192	0.8038912164211882	0.8255070885943391	0.7399991942381412	0.7013702839738328	0.6925984934734991	0.6878798519499753	host	pgk	None	None	15.038498129371508
gene-phiR1-37_gp168	5.725778826844428e-05	0.08348586114432585	0.11093275767015284	0.19661257074540503	0.20272018492747074	0.30977727319278436	0.35603731850188675	0.41003283577464705	0.5411281324027065	1.0	phage	g168	middle	late	67.76526081078974
gene-Y11_RS01335	1.0	0.3701537870773391	0.26040866409928554	0.2688637270074583	0.29381542614079226	0.31879984189368454	0.41759086228643527	0.48133280421653024	0.5654644823379319	0.6250740438441259	host	gene-Y11_RS01335	None	None	1.4110834480074208
gene-Y11_RS07440	1.0	0.6351998236660228	0.6004678006219637	0.4244473439911067	0.33094182181030063	0.36750664148898227	0.3606434164947749	0.43834697560473274	0.4792708700573647	0.44267453535455165	host	cobT	None	None	0.8366536488187838
gene-Y11_RS20160	0.8005171590597518	1.0	0.9175100101650634	0.7171074049934864	0.5670492012660402	0.5756314916025878	0.5006001951266603	0.49006741740419457	0.4712983089257705	0.5241800500125569	host	lepA	None	None	12.75053714558626
gene-Y11_RS00470	1.0	0.7299310768043829	0.5524002420808454	0.4882380609535552	0.46394848876957456	0.4702131477963628	0.5792519321720605	0.6067508576422203	0.7927034228227579	0.6190645268547127	host	gene-Y11_RS00470	None	None	0.49558521627986374
gene-Y11_RS09315	0.8468472550529309	1.0	0.9543618212612295	0.8222302518736395	0.7249113380363976	0.6943131541838439	0.6812245945128867	0.6560117636344568	0.5821235089011931	0.6290226999056767	host	gene-Y11_RS09315	None	None	2.170506511435423
gene-Y11_RS07680	0.9675242420699384	0.4288341007489855	0.47823383846798356	0.5177998785350917	0.4040782275689599	0.6352664982670043	0.7947482698591252	0.7429754079231796	1.0	0.8647388875099601	host	gene-Y11_RS07680	None	None	0.38206020902171745
gene-Y11_RS09790	0.6877770156656137	0.28095130144728053	0.32564292483576934	0.4737821109663155	0.4361448819565834	0.5172057423258414	0.6035370296079787	0.7278293030085419	1.0	0.5835351170421013	host	gene-Y11_RS09790	None	None	0.7814529189791424
gene-Y11_RS02930	1.0	0.702671069658551	0.7188716045360736	0.6820757197449474	0.6396495443892021	0.647386860714212	0.7239052468742283	0.6685368944688781	0.621934145140013	0.621113752998894	host	gene-Y11_RS02930	None	None	10.774647950289825
gene-Y11_RS11600	0.8161699745283859	0.36491791527348383	0.33495343796056976	0.4115879088932715	0.4853251290804546	0.6370206801125998	0.7962717241031996	1.0	0.9176266563359459	0.8801662183876685	host	gene-Y11_RS11600	None	None	2.0778407321118495
gene-Y11_RS14710	1.0	0.9013866131799343	0.661714497051424	0.5207402059269131	0.30820689262125417	0.3392886395645917	0.3446121604888248	0.3993168102474616	0.3109325227309286	0.5279258438457662	host	bcsF	None	None	7.222940921916554
gene-Y11_RS12455	0.3819367977371784	0.49377154846583887	0.7326310944085715	0.6743106830050234	0.8292055988399939	0.8974995235174782	0.8919120634136953	0.9073437206372357	1.0	0.9556848996837269	host	mlaE	None	None	7.333689285550506
gene-Y11_RS08230	1.0	0.48942164534441956	0.5793715769565065	0.42174961363187913	0.6643104585598996	0.636789573071547	0.7698786012041811	0.8865471188253593	0.8751280547446603	0.887328394262418	host	gene-Y11_RS08230	None	None	0.43831916586761416
gene-Y11_RS08190	1.0	0.4955785878504807	0.5201084603961805	0.34877256967019754	0.4406409757134517	0.5314598195114573	0.6311868524942997	0.7367897464943874	0.5414243032859503	0.7157490317992392	host	gene-Y11_RS08190	None	None	0.8771219688197746
