	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
0	NC_017564.1	RefSeq	gene	13.0	720.0	.	+	.	gene-Y11_RS00005	hda	Gene	protein_coding	Y11_RS00005	hda	DnaA inactivator Hda	DnaA inactivator Hda	No_PHROG	protein_coding	None	None
1	NC_017564.1	RefSeq	gene	768.0	1121.0	.	-	.	gene-Y11_RS00010	arsC	Gene	protein_coding	Y11_RS00010	arsC	arsenate reductase (glutaredoxin)	arsenate reductase (glutaredoxin)	No_PHROG	protein_coding	None	None
2	NC_017564.1	RefSeq	gene	1133.0	2659.0	.	-	.	gene-Y11_RS00015	Y11_RS00015	Gene	protein_coding	Y11_RS00015	gene-Y11_RS00015	tetratricopeptide repeat protein	tetratricopeptide repeat protein	No_PHROG	protein_coding	None	None
3	NC_017564.1	RefSeq	gene	3012.0	4076.0	.	+	.	gene-Y11_RS00020	Y11_RS00020	Gene	protein_coding	Y11_RS00020	gene-Y11_RS00020	AI-2E family transporter	AI-2E family transporter	No_PHROG	protein_coding	None	None
4	NC_017564.1	RefSeq	gene	4441.0	4911.0	.	-	.	gene-Y11_RS00025	bcp	Gene	protein_coding	Y11_RS00025	bcp	thioredoxin-dependent thiol peroxidase	thioredoxin-dependent thiol peroxidase	No_PHROG	protein_coding	None	None
5	NC_017564.1	RefSeq	gene	4914.0	5483.0	.	-	.	gene-Y11_RS00030	Y11_RS00030	Gene	protein_coding	Y11_RS00030	gene-Y11_RS00030	glycine cleavage system transcriptional repressor	glycine cleavage system transcriptional repressor	No_PHROG	protein_coding	None	None
6	NC_017564.1	RefSeq	gene	5648.0	6529.0	.	+	.	gene-Y11_RS00035	dapA	Gene	protein_coding	Y11_RS00035	dapA	4-hydroxy-tetrahydrodipicolinate synthase	4-hydroxy-tetrahydrodipicolinate synthase	No_PHROG	protein_coding	None	None
7	NC_017564.1	RefSeq	gene	6546.0	7604.0	.	+	.	gene-Y11_RS00040	bamC	Gene	protein_coding	Y11_RS00040	bamC	outer membrane protein assembly factor BamC	outer membrane protein assembly factor BamC	No_PHROG	protein_coding	None	None
8	NC_017564.1	RefSeq	gene	7817.0	8530.0	.	+	.	gene-Y11_RS00045	purC	Gene	protein_coding	Y11_RS00045	purC	phosphoribosylaminoimidazolesuccinocarboxamide synthase	phosphoribosylaminoimidazolesuccinocarboxamide synthase	No_PHROG	protein_coding	None	None
9	NC_017564.1	RefSeq	gene	8732.0	9601.0	.	+	.	gene-Y11_RS00050	Y11_RS00050	Gene	protein_coding	Y11_RS00050	gene-Y11_RS00050	neutral zinc metallopeptidase	neutral zinc metallopeptidase	No_PHROG	protein_coding	None	None
10	NC_017564.1	RefSeq	gene	9739.0	10191.0	.	+	.	gene-Y11_RS00055	Y11_RS00055	Gene	protein_coding	Y11_RS00055	gene-Y11_RS00055	DUF441 domain-containing protein	DUF441 domain-containing protein	No_PHROG	protein_coding	None	None
11	NC_017564.1	RefSeq	gene	10193.0	12199.0	.	+	.	gene-Y11_RS00060	Y11_RS00060	Gene	protein_coding	Y11_RS00060	gene-Y11_RS00060	tRNA(Met) cytidine acetyltransferase TmcA	tRNA(Met) cytidine acetyltransferase TmcA	No_PHROG	protein_coding	None	None
12	NC_017564.1	RefSeq	gene	12323.0	12499.0	.	-	.	gene-Y11_RS22610	Y11_RS22610	Gene	protein_coding	Y11_RS22610	gene-Y11_RS22610	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
13	NC_017564.1	RefSeq	gene	12645.0	13055.0	.	-	.	gene-Y11_RS00070	Y11_RS00070	Gene	protein_coding	Y11_RS00070	gene-Y11_RS00070	pathogenicity island 1 protein SopD2	pathogenicity island 1 protein SopD2	No_PHROG	protein_coding	None	None
14	NC_017564.1	RefSeq	gene	13328.0	13963.0	.	+	.	gene-Y11_RS00075	ypfH	Gene	protein_coding	Y11_RS00075	ypfH	esterase	esterase	No_PHROG	protein_coding	None	None
15	NC_017564.1	RefSeq	gene	14065.0	14214.0	.	+	.	gene-Y11_RS23425	Y11_RS23425	Gene	protein_coding	Y11_RS23425	gene-Y11_RS23425	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
16	NC_017564.1	RefSeq	gene	14216.0	14665.0	.	+	.	gene-Y11_RS23900	Y11_RS23900	Gene	protein_coding	Y11_RS23900	gene-Y11_RS23900	lysis protein	lysis protein	No_PHROG	protein_coding	None	None
17	NC_017564.1	RefSeq	gene	14786.0	14968.0	.	+	.	gene-Y11_RS21270	Y11_RS21270	Gene	protein_coding	Y11_RS21270	gene-Y11_RS21270	DUF4222 domain-containing protein	DUF4222 domain-containing protein	No_PHROG	protein_coding	None	None
18	NC_017564.1	RefSeq	gene	17349.0	17885.0	.	+	.	gene-Y11_RS00110	ail	Gene	protein_coding	Y11_RS00110	ail	attachment invasion locus protein Ail	attachment invasion locus protein Ail	No_PHROG	protein_coding	None	None
19	NC_017564.1	RefSeq	gene	19322.0	19513.0	.	-	.	gene-Y11_RS00125	Y11_RS00125	Gene	protein_coding	Y11_RS00125	gene-Y11_RS00125	YpfN family protein	YpfN family protein	No_PHROG	protein_coding	None	None
20	NC_017564.1	RefSeq	gene	19548.0	20252.0	.	-	.	gene-Y11_RS00130	Y11_RS00130	Gene	protein_coding	Y11_RS00130	gene-Y11_RS00130	M15 family metallopeptidase	M15 family metallopeptidase	No_PHROG	protein_coding	None	None
21	NC_017564.1	RefSeq	gene	20255.0	21382.0	.	-	.	gene-Y11_RS00135	dapE	Gene	protein_coding	Y11_RS00135	dapE	succinyl-diaminopimelate desuccinylase	succinyl-diaminopimelate desuccinylase	No_PHROG	protein_coding	None	None
