Geneid	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R2	20_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-AUO97_RS19195	82.00218249727052	93.05001916747138	74.81904883451804	69.28471596132856	84.00280146496563	77.90447290372042	53.70016532891936	44.262565561668275	host	csuD	None	None	3.178616424262467
gene-AUO97_RS10905	0.44281922782522426	0.16537019898552122	0.1522666626252804	0.11682793545836458	0.11268915954636666	0.1177308574387241	0.4782321127435568	0.13788084631416056	host	gene-AUO97_RS10905	None	None	0.09461759892613436
gene-AUO97_RS12300	21.575801716108902	18.272662077093855	14.561356970877043	13.835164068470293	11.893274811582751	9.625293074382173	8.925563305409026	10.452858754357308	host	gene-AUO97_RS12300	None	None	1.2541291986468786
gene-AUO97_RS11260	114.63603293197389	127.15223189333972	114.72030516285575	91.37823193012284	92.75053991004721	96.11925833200756	72.69608748991254	66.84103137651793	host	scpB	None	None	3.9738394711021465
gene-AUO97_RS16080	33.30027927765923	28.549327408194845	25.51171537226342	23.14383036233065	24.619451106449272	17.926703246109426	22.649604228549013	18.88839927053709	host	gene-AUO97_RS16080	None	None	0.8972358348510259
gene-AUO97_RS15360	98.99355425141934	100.33099708218465	98.35364080039915	92.69708010729386	87.01088167919264	92.00803405182148	98.3465185857777	89.06140712501883	host	gene-AUO97_RS15360	None	None	0.23636824344441373
gene-AUO97_RS09485	86.10759773488577	81.20433365870726	73.01833357396617	75.71213798979531	67.55310023054678	62.48353650809983	89.83053659373417	93.79682513771542	host	ptsP	None	None	1.3361488206838696
gene-AUO97_RS05425	89.59602081830897	87.32864674688304	74.21896421369193	91.49405162799096	94.18118997304491	89.10434351585174	133.48336180696066	123.36838767131141	host	gene-AUO97_RS05425	None	None	3.5623547985871755
gene-AUO97_RS07485	8.096231658602875	9.169709943747568	6.8914148942940265	5.007366280000204	5.505494906447831	4.340322891405823	9.699294348377498	7.9760500470017135	host	gene-AUO97_RS07485	None	None	0.4829991040487561
gene-AUO97_RS13265	0.04950214945200679	0.055459517952461394	0.05106503929506356	0.03918010030615886	0.037792096189330285	0.03948290950688919	0.05346090691238949	0.04624052772730995	host	gene-AUO97_RS13265	None	None	0.0009062494945549026
gene-AUO97_RS17610	53.94400994552839	48.60414945828035	36.258226353793496	47.07764098334413	39.33626607947312	34.12002170670415	45.64672988254762	41.393884448613676	host	gene-AUO97_RS17610	None	None	0.9076990986412208
gene-AUO97_RS18735	34.430276769342356	36.55920327409552	29.843273909326136	27.167251831832726	26.124063468778225	26.44917666954007	23.132725974729052	23.170269906669525	host	gene-AUO97_RS18735	None	None	0.7519795422190235
gene-AUO97_RS19090	461.07466756056806	447.54526057802167	421.4427731280004	397.43832808211	357.4732147903934	284.7182280264438	576.34002410786	644.8159990642089	host	gene-AUO97_RS19090	None	None	26.03585064817539
gene-AUO97_RS07715	26.536107458481727	23.485036467869172	15.541047680386207	17.93395994312358	18.100345850519638	15.237653016260733	24.73245180084216	20.411167075014166	host	hutI	None	None	0.7864153483718274
gene-AUO97_RS11135	9.989024341322175	10.702818471255323	10.079576167968787	10.723602218918789	8.513451717854144	9.937327183809979	8.434145761659298	9.3987234612807	host	gene-AUO97_RS11135	None	None	0.0698701167799105
gene-AUO97_RS00175	93.53196655090856	90.42703591368804	85.73013807547039	86.13600704571054	78.64813685076815	80.5310046685462	81.90773685366621	71.7234391866319	host	gspL	None	None	0.49963539872574875
gene-AUO97_RS06135	54.36062456468005	46.10604352847897	48.56253120583629	16.676759172662567	41.189423410710745	41.4575516226048	32.90143361258083	41.17636594853705	host	gene-AUO97_RS06135	None	None	2.838984697813516
gene-AUO97_RS16060	3.660297663526421	3.9606003340848344	4.356762890145307	3.243719749431664	2.5555903812345577	4.616229188589664	4.0205898239005515	8.913106731869146	host	gene-AUO97_RS16060	None	None	0.7370519625193278
gene-AUO97_RS05440	173.1656243548114	152.227620013514	136.15845252650075	159.439387707126	134.21872002811986	147.16357179840514	186.67832471130072	196.44392156443826	host	ycaC	None	None	2.8534073888252123
gene-AUO97_RS18400	57.59757465081075	53.55093215569738	41.78517783832695	52.5315786982085	49.36575989250483	38.57854307439454	48.175592831114095	47.62936603378634	host	gene-AUO97_RS18400	None	None	0.6923789671457953
gene-AUO97_RS11825	11.566371890835633	10.750921026182311	7.56542901268528	6.208945333910837	7.660330508488969	8.119460707403242	6.50180737550229	6.237171766975399	host	gene-AUO97_RS11825	None	None	0.45067819178638674
gene-AUO97_RS19005	44.88971387953744	42.8526529640072	47.15148334236625	41.79298497867714	34.13187345027627	46.17885705082503	29.32353206710493	38.533255004940614	host	alr	None	None	0.8379488749053199
gene-AUO97_RS04945	91.35282982450549	84.92194902640688	84.18743636203004	76.49770237039546	74.30960420823304	79.8153249825371	85.36862714325774	86.29163913272016	host	aroK	None	None	0.33054503677591546
gene-AUO97_RS06695	160.30363560625779	188.6908422549586	156.99010138880215	89.77009882314293	105.49348717116636	94.13317870084984	137.68767473774392	120.10283469252849	host	gene-AUO97_RS06695	None	None	8.291335207266965
gene-AUO97_RS15435	65.15587636884739	67.84436618466084	67.35675929951782	59.732669318261685	66.12870723079277	61.86175483357507	54.86328057354195	56.04590109190621	host	pyrF	None	None	0.36129876460511545
gene-AUO97_RS03830	0.044241703052474726	0.04956599969593279	0.045638509233735275	0.03501654741258884	0.03377604237084559	0.03528717797890913	0.047779775115160086	0.04132668418135603	host	gene-AUO97_RS03830	None	None	0.0008099450523542452
gene-AUO97_RS10180	20.252790232275384	18.982462437690458	18.296245798891178	16.95741360426984	16.040859239461046	14.998811253950402	15.133863355504703	13.444114367256528	host	gene-AUO97_RS10180	None	None	0.2743805006076595
gene-AUO97_RS03565	2.7994319000445214	1.8817988160421382	4.042942421429859	5.760825782946943	3.8469747569276893	1.339695963957895	3.0233064598730603	6.798952076870677	host	gene-AUO97_RS03565	None	None	0.8182748379308881
gene-AUO97_RS11560	117.6564176284153	113.22386822453537	94.03026221017777	119.39213683588824	101.94640253520015	127.1709677355571	122.29496932132109	140.57256430654363	host	gene-AUO97_RS11560	None	None	1.561243336500722
gene-AUO97_RS16245	22.090464461772374	25.32339968149337	16.528946929717943	30.808756348112407	24.563271276909344	19.187031582053113	28.10242915148322	21.672691974591608	host	gene-AUO97_RS16245	None	None	0.8050327155301553
gene-AUO97_RS17310	24.211369875340804	22.295707801278017	18.898583569199626	20.86877767457601	19.032500972941662	22.634538742090985	19.474909487978767	19.663272905776083	host	gene-AUO97_RS17310	None	None	0.1614472825011647
gene-AUO97_RS19460	471.23346161067616	435.3370488293846	365.05932364410984	266.0756230064253	294.96387511261474	322.8768765257008	249.87627890850845	278.86401167038974	host	gene-AUO97_RS19460	None	None	17.29549877090971
gene-AUO97_RS11190	24.844958112895128	21.875911236489856	23.60789592513507	26.08989369007702	20.57062890857167	22.049162740140353	21.238727880608252	24.123204965050764	host	gene-AUO97_RS11190	None	None	0.13955498290206472
gene-AUO97_RS12885	0.04803758881733203	0.05381870381185602	0.049554239315919665	0.03802092574088788	0.03667398683461637	0.0383147760895256	0.05187922327592826	0.04487246477679782	host	gene-AUO97_RS12885	None	None	0.0008794373793313847
gene-AUO97_RS11405	109.40116060658319	103.59901155249648	95.77182651790073	95.669098258683	99.48430162003599	87.99626908561045	90.17377586441901	90.95814804570905	host	rluD	None	None	0.4784539157585688
gene-AUO97_RS11425	157.7138481540936	143.1964753532553	127.15194784470825	130.1562932170597	128.71987962085893	119.47528416784667	140.3883415519348	145.65766234102634	host	coaD	None	None	0.9811122382862151
gene-AUO97_RS02665	805.173180293259	837.7858862295973	834.1167778612862	828.0065506499542	826.123066890501	842.3096675659808	988.4416840773684	1041.8873757347992	host	adeK	None	None	7.755265929268273
gene-AUO97_RS16215	53.425319801506234	50.391974524199114	41.06970261365203	43.25878832388888	39.15948294236241	34.95952405611002	35.203197188067385	31.674294417169666	host	gene-AUO97_RS16215	None	None	1.2395496396216674
gene-AUO97_RS19960	0.06909236178833288	0.07740732718471208	0.07127375697353552	0.054685416597532364	0.1582443517034085	0.055108060928764475	0.0746177764564415	0.064539970615139	host	gene-AUO97_RS19960	None	None	0.012519341682380674
gene-AUO97_RS10200	61.12462021750695	70.53615135260019	69.74157253690105	54.18748064791076	62.4459231572851	61.6302192885916	53.59622039429203	49.785112361231654	host	gene-AUO97_RS10200	None	None	0.8152216062643564
gene-AUO97_RS03005	8611.568783406827	9769.835112923187	10978.208851478968	8783.624878911814	8966.998394131671	9422.673268577882	7114.044271426654	4008.1962023526476	host	gene-AUO97_RS03005	None	None	458.1855777053381
gene-AUO97_RS18515	66.32615181819075	58.94323718695096	48.74381100400057	74.39273996966492	71.99797928978178	58.43393941175896	90.27211506812237	84.33823320298933	host	gene-AUO97_RS18515	None	None	2.4497584288561174
gene-AUO97_RS16210	142.64288389276152	132.52325206730555	118.12997808530997	126.3839669396949	120.24806267790991	103.55755456608334	112.06460247564686	94.47265452208629	host	gene-AUO97_RS16210	None	None	1.7750863913864745
gene-AUO97_RS02825	34.48019380706521	34.81445275271966	30.550281336465442	29.697048612581288	28.737845968210134	32.44874081990901	27.911799339277504	30.3905910321661	host	gene-AUO97_RS02825	None	None	0.18292273516693658
gene-AUO97_RS11055	603.488408239544	399.57759225000655	286.9559232126192	542.1129697044838	446.0494970845585	290.3066032238134	892.2237078736725	668.4557158687247	host	gene-AUO97_RS11055	None	None	71.4353925168155
gene-AUO97_RS01425	96.06717136986117	73.06606625176946	60.0184428514647	48.19152337657539	42.76553604784614	39.93038248130059	41.207667048069816	47.270150144704715	host	gene-AUO97_RS01425	None	None	6.024572147133314
gene-AUO97_RS17070	8.20204686590364	8.063928259809437	7.770309072114826	8.346573120891408	9.58438728100541	11.882320560052671	7.773326093735477	11.414259751574322	host	catC	None	None	0.2642527091409141
gene-AUO97_RS01935	232.2501549757037	218.33436799226592	179.4871979162068	203.712107861182	192.82021241877175	176.06679310578636	228.61818059706437	199.57039983969466	host	cxpE	None	None	1.9224655024789215
gene-AUO97_RS05515	17.68107448525052	16.795727878560147	12.484932183968546	17.30558589964548	15.095507967453473	12.116166463402434	25.980032873277274	20.144983772832724	host	gene-AUO97_RS05515	None	None	1.0077761162170364
gene-AUO97_RS06105	89.46926632296929	89.54711032695363	90.3945955389358	77.04019475870403	81.467291888546	81.3738694533944	94.09340073928642	79.5089189544595	host	gene-AUO97_RS06105	None	None	0.396157883394574
gene-AUO97_RS17220	20.590024482211515	22.5406771225917	13.472289497497638	15.551660683841721	12.126333472924237	13.982672126236869	18.678775997737475	17.694708610317274	host	gene-AUO97_RS17220	None	None	0.6985846149645376
gene-AUO97_RS05820	7.968012648830425	8.25319789381444	7.289061534932405	4.4026823825513315	6.312679770884428	3.9570649305793375	5.357970892775035	7.443012351958853	host	uraH	None	None	0.3690616316850667
gene-AUO97_RS13075	0.06627226538880908	0.07424784444247891	0.06836462403584018	0.15736007633167476	0.05059513285755237	0.052858752319427146	0.07157215292760714	0.06190568610023535	host	gene-AUO97_RS13075	None	None	0.013547827701634343
gene-AUO97_RS05950	0.2577254765120353	0.28874161727630687	0.26586242680604516	0.20398528413365244	0.19675885000159257	0.20556181457555	0.2783361502740278	0.2407443348342486	host	gene-AUO97_RS05950	None	None	0.004718251336730285
gene-AUO97_RS10970	807.9193398021431	717.0354551424562	724.2608592084	855.2011042497214	830.4461893417217	847.0319672042885	908.0127484960166	958.2799925214345	host	nuoE	None	None	7.203174859936754
