	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
0	NZ_CP018664.1	RefSeq	gene	1277.0	2113.0	.	+	.	gene-AUO97_RS00010	AUO97_RS00010	Gene	protein_coding	AUO97_RS00010	gene-AUO97_RS00010	AraC family transcriptional regulator	AraC family transcriptional regulator	No_PHROG	protein_coding	None	None
1	NZ_CP018664.1	RefSeq	gene	2164.0	2769.0	.	+	.	gene-AUO97_RS00015	AUO97_RS00015	Gene	protein_coding	AUO97_RS00015	gene-AUO97_RS00015	LysE family translocator	LysE family translocator	No_PHROG	protein_coding	None	None
2	NZ_CP018664.1	RefSeq	gene	3336.0	3662.0	.	+	.	gene-AUO97_RS00020	AUO97_RS00020	Gene	protein_coding	AUO97_RS00020	gene-AUO97_RS00020	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
3	NZ_CP018664.1	RefSeq	gene	3659.0	4129.0	.	-	.	gene-AUO97_RS00025	AUO97_RS00025	Gene	protein_coding	AUO97_RS00025	gene-AUO97_RS00025	AnBLUF65 family BLUF photoreceptors	AnBLUF65 family BLUF photoreceptors	No_PHROG	protein_coding	None	None
4	NZ_CP018664.1	RefSeq	gene	4293.0	4655.0	.	-	.	gene-AUO97_RS00030	AUO97_RS00030	Gene	protein_coding	AUO97_RS00030	gene-AUO97_RS00030	NirD/YgiW/YdeI family stress tolerance protein	NirD/YgiW/YdeI family stress tolerance protein	No_PHROG	protein_coding	None	None
5	NZ_CP018664.1	RefSeq	gene	4942.0	5586.0	.	-	.	gene-AUO97_RS00035	AUO97_RS00035	Gene	protein_coding	AUO97_RS00035	gene-AUO97_RS00035	glycosyltransferase	glycosyltransferase	No_PHROG	protein_coding	None	None
6	NZ_CP018664.1	RefSeq	gene	5583.0	6182.0	.	-	.	gene-AUO97_RS00040	AUO97_RS00040	Gene	protein_coding	AUO97_RS00040	gene-AUO97_RS00040	class I SAM-dependent methyltransferase	class I SAM-dependent methyltransferase	No_PHROG	protein_coding	None	None
7	NZ_CP018664.1	RefSeq	gene	6157.0	6951.0	.	-	.	gene-AUO97_RS00045	AUO97_RS00045	Gene	protein_coding	AUO97_RS00045	gene-AUO97_RS00045	PIG-L deacetylase family protein	PIG-L deacetylase family protein	No_PHROG	protein_coding	None	None
8	NZ_CP018664.1	RefSeq	gene	6939.0	7913.0	.	-	.	gene-AUO97_RS00050	AUO97_RS00050	Gene	protein_coding	AUO97_RS00050	gene-AUO97_RS00050	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
9	NZ_CP018664.1	RefSeq	gene	8212.0	8445.0	.	+	.	gene-AUO97_RS00055	AUO97_RS00055	Gene	protein_coding	AUO97_RS00055	gene-AUO97_RS00055	DUF2171 domain-containing protein	DUF2171 domain-containing protein	No_PHROG	protein_coding	None	None
10	NZ_CP018664.1	RefSeq	gene	8594.0	9991.0	.	-	.	gene-AUO97_RS00060	AUO97_RS00060	Gene	protein_coding	AUO97_RS00060	gene-AUO97_RS00060	amino acid permease	amino acid permease	No_PHROG	protein_coding	None	None
11	NZ_CP018664.1	RefSeq	gene	10094.0	11662.0	.	-	.	gene-AUO97_RS00065	AUO97_RS00065	Gene	protein_coding	AUO97_RS00065	gene-AUO97_RS00065	CoA-acylating methylmalonate-semialdehyde dehydrogenase	CoA-acylating methylmalonate-semialdehyde dehydrogenase	No_PHROG	protein_coding	None	None
