	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
4506	NC_000866.4	RefSeq	gene	12.0	2189.0	.	-	.	gene-T4p001	rIIA	Gene	protein_coding	T4p001	rIIA	RIIA lysis inhibitor	RIIA lysis inhibitor	612	lysis	early	middle
4507	NC_000866.4	RefSeq	gene	2200.0	2403.0	.	-	.	gene-T4p002	rIIA.1	Gene	protein_coding	T4p002	rIIA.1	rIIA.1 hypothetical protein	hypothetical protein	1683	unknown function	early	middle
4508	NC_000866.4	RefSeq	gene	2458.0	2990.0	.	-	.	gene-T4p003	60	Gene	protein_coding	T4p003	60	DNA topoisomerase II	DNA topoisomerase II	7229	DNA, RNA and nucleotide metabolism	early	middle
4509	NC_000866.4	RefSeq	gene	2971.0	3351.0	.	-	.	gene-T4p004	60.1	Gene	protein_coding	T4p004	60.1	gp60.1 hypothetical protein	hypothetical protein	No_PHROG	unknown function	early	middle
4510	NC_000866.4	RefSeq	gene	3654.0	3767.0	.	-	.	gene-T4p005	mobA	Gene	protein_coding	T4p005	mobA	homing endonuclease	homing endonuclease	655	DNA, RNA and nucleotide metabolism	early	middle
4511	NC_000866.4	RefSeq	gene	3778.0	5328.0	.	-	.	gene-T4p006	39	Gene	protein_coding	T4p006	39	DNA topoisomerase II large subunit	DNA topoisomerase II large subunit	543	DNA, RNA and nucleotide metabolism	early	middle
4512	NC_000866.4	RefSeq	gene	5398.0	5595.0	.	-	.	gene-T4p007	39.1	Gene	protein_coding	T4p007	39.1	gp39.1 hypothetical protein	hypothetical protein	902	unknown function	early	middle
4513	NC_000866.4	RefSeq	gene	5702.0	5839.0	.	-	.	gene-T4p008	39.2	Gene	protein_coding	T4p008	39.2	FmdB-like transcriptional regulator	FmdB-like transcriptional regulator	1076	transcription regulation	early	middle
4514	NC_000866.4	RefSeq	gene	5842.0	6267.0	.	-	.	gene-T4p009	goF	Gene	protein_coding	T4p009	goF	hypothetical protein	unknown function	622	unknown function	early	middle
4515	NC_000866.4	RefSeq	gene	6267.0	6482.0	.	-	.	gene-T4p010	cef	Gene	protein_coding	T4p010	cef	cef modifier of supressor tRNAs	cef modifier of supressor tRNAs	1354	moron, auxiliary metabolic gene and host takeover	early	early
4516	NC_000866.4	RefSeq	gene	6653.0	7141.0	.	-	.	gene-T4p011	motB	Gene	protein_coding	T4p011	motB	MotB-like transcriptional regulator	MotB-like transcriptional regulator	1671	transcription regulation	early	middle
4517	NC_000866.4	RefSeq	gene	7291.0	7650.0	.	-	.	gene-T4p012	motB.1	Gene	protein_coding	T4p012	motB.1	hypothetical protein	unknown function	2333	unknown function	early	middle
4518	NC_000866.4	RefSeq	gene	7661.0	8161.0	.	-	.	gene-T4p013	motB.2	Gene	protein_coding	T4p013	motB.2	hypothetical protein	unknown function	1106	unknown function	early	early
4519	NC_000866.4	RefSeq	gene	8225.0	8908.0	.	-	.	gene-T4p014	dexA	Gene	protein_coding	T4p014	dexA	exonuclease	exonuclease	255	DNA, RNA and nucleotide metabolism	middle	middle
4520	NC_000866.4	RefSeq	gene	8908.0	9150.0	.	-	.	gene-T4p015	dexA.1	Gene	protein_coding	T4p015	dexA.1	DexA.1 hypothetical protein	hypothetical protein	No_PHROG	unknown function	early	middle
4521	NC_000866.4	RefSeq	gene	9143.0	9388.0	.	-	.	gene-T4p016	dexA.2	Gene	protein_coding	T4p016	dexA.2	dextranase	hypothetical protein	1700	unknown function	early	middle
4522	NC_000866.4	RefSeq	gene	9410.0	10729.0	.	-	.	gene-T4p017	dda	Gene	protein_coding	T4p017	dda	Dda-like helicase	Dda-like helicase	325	DNA, RNA and nucleotide metabolism	early	middle
4523	NC_000866.4	RefSeq	gene	10726.0	11037.0	.	-	.	gene-T4p018	dda.1	Gene	protein_coding	T4p018	dda.1	Dda.1 hypothetical protein	hypothetical protein	1079	unknown function	early	middle
4524	NC_000866.4	RefSeq	gene	11039.0	11785.0	.	-	.	gene-T4p019	srd	Gene	protein_coding	T4p019	srd	Srd anti-sigma factor	Srd anti-sigma factor	1400	moron, auxiliary metabolic gene and host takeover	early	early
4525	NC_000866.4	RefSeq	gene	11908.0	12510.0	.	-	.	gene-T4p020	modA	Gene	protein_coding	T4p020	modA	RNA polymerase ADP-ribosylase	RNA polymerase ADP-ribosylase	832	DNA, RNA and nucleotide metabolism	early	early
4526	NC_000866.4	RefSeq	gene	12507.0	13130.0	.	-	.	gene-T4p021	modB	Gene	protein_coding	T4p021	modB	RNA polymerase ADP-ribosylase	RNA polymerase ADP-ribosylase	832	DNA, RNA and nucleotide metabolism	early	early
4527	NC_000866.4	RefSeq	gene	13198.0	13380.0	.	-	.	gene-T4p022	modA.2	Gene	protein_coding	T4p022	modA.2	hypothetical protein	hypothetical protein	1647	unknown function	early	middle
4528	NC_000866.4	RefSeq	gene	13389.0	13859.0	.	-	.	gene-T4p023	modA.3	Gene	protein_coding	T4p023	modA.3	Mrh transcription modulator under heat shock	Mrh transcription modulator under heat shock	1234	transcription regulation	early	middle
4529	NC_000866.4	RefSeq	gene	13852.0	14016.0	.	-	.	gene-T4p024	modA.4	Gene	protein_coding	T4p024	modA.4	ModA.4 hypothetical protein	hypothetical protein	2681	unknown function	early	middle
4530	NC_000866.4	RefSeq	gene	14013.0	14216.0	.	-	.	gene-T4p025	srh	Gene	protein_coding	T4p025	srh	decoy of host sigma32	decoy of host sigma32	2441	moron, auxiliary metabolic gene and host takeover	early	middle
4531	NC_000866.4	RefSeq	gene	14191.0	14676.0	.	-	.	gene-T4p026	mrh	Gene	protein_coding	T4p026	mrh	Mrh transcription modulator under heat shock	Mrh transcription modulator under heat shock	1234	transcription regulation	early	middle
4532	NC_000866.4	RefSeq	gene	14685.0	15026.0	.	-	.	gene-T4p027	mrh.1	Gene	protein_coding	T4p027	mrh.1	Mrh.1 hypothetical protein	hypothetical protein	2031	unknown function	early	middle
