	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
0	NC_005070.1	RefSeq	gene	174.0	1331.0	.	+	.	gene-TX72_RS00005	dnaN	Gene	protein_coding	TX72_RS00005	dnaN	DNA polymerase III subunit beta	DNA polymerase III subunit beta	No_PHROG	protein_coding	None	None
1	NC_005070.1	RefSeq	gene	1333.0	2058.0	.	+	.	gene-TX72_RS00010	TX72_RS00010	Gene	protein_coding	TX72_RS00010	gene-TX72_RS00010	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
2	NC_005070.1	RefSeq	gene	2103.0	4409.0	.	+	.	gene-TX72_RS00015	purL	Gene	protein_coding	TX72_RS00015	purL	phosphoribosylformylglycinamidine synthase subunit PurL	phosphoribosylformylglycinamidine synthase subunit PurL	No_PHROG	protein_coding	None	None
3	NC_005070.1	RefSeq	gene	4468.0	5898.0	.	+	.	gene-TX72_RS00020	purF	Gene	protein_coding	TX72_RS00020	purF	amidophosphoribosyltransferase	amidophosphoribosyltransferase	No_PHROG	protein_coding	None	None
4	NC_005070.1	RefSeq	gene	5899.0	8373.0	.	-	.	gene-TX72_RS00025	TX72_RS00025	Gene	protein_coding	TX72_RS00025	gene-TX72_RS00025	DNA gyrase/topoisomerase IV subunit A	DNA gyrase/topoisomerase IV subunit A	No_PHROG	protein_coding	None	None
5	NC_005070.1	RefSeq	gene	8419.0	9300.0	.	-	.	gene-TX72_RS00030	TX72_RS00030	Gene	protein_coding	TX72_RS00030	gene-TX72_RS00030	tetratricopeptide repeat protein	tetratricopeptide repeat protein	No_PHROG	protein_coding	None	None
6	NC_005070.1	RefSeq	gene	9319.0	10284.0	.	-	.	gene-TX72_RS00035	queG	Gene	protein_coding	TX72_RS00035	queG	tRNA epoxyqueuosine(34) reductase QueG	tRNA epoxyqueuosine(34) reductase QueG	No_PHROG	protein_coding	None	None
7	NC_005070.1	RefSeq	gene	10334.0	10978.0	.	+	.	gene-TX72_RS00040	TX72_RS00040	Gene	protein_coding	TX72_RS00040	gene-TX72_RS00040	HpsJ family protein	HpsJ family protein	No_PHROG	protein_coding	None	None
8	NC_005070.1	RefSeq	gene	11028.0	11762.0	.	+	.	gene-TX72_RS00045	TX72_RS00045	Gene	protein_coding	TX72_RS00045	gene-TX72_RS00045	DUF502 domain-containing protein	DUF502 domain-containing protein	No_PHROG	protein_coding	None	None
9	NC_005070.1	RefSeq	gene	11766.0	12401.0	.	+	.	gene-TX72_RS00050	nusB	Gene	protein_coding	TX72_RS00050	nusB	transcription antitermination factor NusB	transcription antitermination factor NusB	No_PHROG	protein_coding	None	None
