Geneid	-1_R1	-1_R2	-1_R3	0_R1	0_R2	0_R3	2_R1	2_R2	2_R3	5_R1	5_R2	5_R3	10_R1	10_R2	10_R3	20_R1	20_R2	20_R3	30_R1	30_R2	30_R3	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-NWMN_RS03055	169.84738581835623	130.31498796787756	136.00878697405534	144.6359747282502	170.83506117250263	158.81799951678286	135.44593553304682	141.6085511216869	129.64794575586188	97.34301451099508	119.31340589368033	78.17836375141748	69.42843044747723	103.44054918301373	47.36189541168285	47.75910092978684	47.461661777133436	41.05862897605081	48.08094654098243	51.26409837442321	32.35099436660297	host	folE2	None	None	21.24299808137972
gene-NWMN_RS14210	18.997283571834775	9.247162390520161	21.64816437341769	18.9029367333208	14.994026176461185	20.405375435452537	18.288322171051945	19.701474586255586	20.31339230785191	14.575620142924189	12.435350428243403	15.631434014611663	8.234629842210166	10.49144953038195	13.86500158066627	15.18922264621107	8.974914971671089	9.016045069167388	12.68319935279385	9.334067128825502	11.599169541623434	host	gene-NWMN_RS14210	None	None	1.2786095051114865
gene-CPT_phageK_gt003	0.936852340528838	0.78496011309603	0.9113493855832371	0.8818104510916034	0.853190109092628	1.1611067160320727	8.903271699711272	5.605266742138048	55.19578210979318	175.49922295872113	66.50245566992778	362.5706573109569	887.6787402258985	488.93029181314233	1881.5477280734506	3819.172089172967	2113.886544682667	3123.161812189328	2312.7580135743005	3649.799256877352	2616.963319870383	phage	tRNA-Phe	early	middle	1710.4676754854747
gene-NWMN_RS05825	2.236389078709663	1.5111310194095515	3.579065150344295	2.5124156417704864	2.168074865827153	3.308174303800241	2.6800316326614584	2.848752654390413	3.929530145026873	2.170671506720371	2.032130828437784	3.500606386313675	0.6964848025344618	2.2057397344082648	2.399138678097137	1.8090731229952193	1.450785947353606	2.6732090784434956	2.256300410667416	0.5316873680976553	1.9821365672394478	host	gene-NWMN_RS05825	None	None	0.3071665957237238
gene-NWMN_RS12715	281.06879191191234	149.71743218985497	318.0354687194516	311.58182655587046	222.15469644958566	260.7113329472973	242.5919400653864	212.18787599070848	282.0944527086846	201.52653473132165	176.41913365962435	185.6308119130005	178.29295990422818	127.37088047173557	170.3369723057834	252.86706966054814	126.82822875811235	183.3193281636052	312.55001938955775	183.30542847722228	192.2822811917983	host	gene-NWMN_RS12715	None	None	15.453569624321277
gene-NWMN_RS10595	25.95473028255868	19.266070077417567	53.472406013275624	36.13386923470168	42.330787187491815	50.024766552048476	38.96393115231113	40.03276654190196	41.577546451894904	27.490928681396994	39.47436126998279	18.337248868946688	17.830355526107965	21.329723838627764	15.553535220850328	15.8168764745669	18.920091021360676	7.1876163488467295	13.516920149411067	19.63790746584067	7.411417421400947	host	gene-NWMN_RS10595	None	None	6.691666123698578
gene-NWMN_RS05140	5.885211883974927	1.8703945721546353	6.646270049362223	4.266008819276985	3.634708011732887	4.44344400032452	6.370230457207319	3.9663776729234024	6.99334051365892	4.924372040707646	4.192098967151179	4.723551094045897	4.758181041816611	2.6388528573315697	2.249637454832924	5.384040614276057	2.811453835860717	1.9880163288782693	5.909369212262681	3.489888600094995	3.097701064528514	host	sspA	None	None	0.5232369955685117
gene-NWMN_RS04240	187.52157332198195	107.58004956450945	293.1546388115782	216.92726733509593	190.5990007364153	286.7284367639718	207.7517094269871	223.68751145625572	230.6890300123768	140.89803903725908	159.91689672872718	208.35741413625811	124.75101983829244	118.003886178323	175.01800777990638	156.3465439536682	109.04169579705287	158.79872928275464	167.0254614124052	129.8579506877375	136.58583385400706	host	smpB	None	None	15.114658491778327
gene-NWMN_RS05305	501.581056528582	257.81518257777424	230.5397504766707	263.598046811612	309.0595587846855	244.79910338108604	275.68603603221425	253.5301937942826	278.5800744595383	189.76842791502955	172.01385349887786	180.8053711792839	165.43080229722975	266.5543506821359	133.45064021391286	161.1553508789288	132.93587457476335	133.5742489040002	116.38461457387434	122.35406328035431	79.16433212157993	host	gene-NWMN_RS05305	None	None	38.90341435136816
gene-NWMN_RS07565	62.181746908320456	19.58837343219639	38.029769609181926	37.16236923742216	30.12547714275573	35.94819332032915	38.3007153029101	36.101098112556066	43.673579501566586	23.821667209235443	24.1558959208138	21.239797544773996	26.089600931412484	22.807640147363408	18.09407753449615	33.739464771583734	15.216583842711351	15.246117455750811	36.303426651577915	17.87374556583607	13.68208424228943	host	gene-NWMN_RS07565	None	None	4.642725451676056
gene-NWMN_RS00820	15.709670767175284	11.38124378141826	12.294559673213584	15.231409881463083	9.358567155176651	11.272160364104113	7.041259153940286	6.077696823340704	8.797294303744206	5.846990139111732	5.190462244490622	4.613209073231266	6.679242858354172	3.113336412689886	5.9775791348849605	7.598188624717925	3.0088147937516583	4.3768604600422	5.477686256949947	7.48659891990771	4.110793765010586	host	gene-NWMN_RS00820	None	None	1.6838496908874123
gene-NWMN_RS03005	146.1673347762346	68.71064881376788	74.95745602600226	98.35445105244793	78.44072865722646	78.62426246796366	93.12849055429514	92.20536974827449	87.49110298339082	53.76522979395609	64.50590130161422	28.933607050414277	30.587703609690585	50.35377891430869	16.25731509509695	23.73042682447949	24.75482845433163	17.793587031736546	21.248442438171722	31.47396753122518	15.682497099715304	host	gene-NWMN_RS03005	None	None	20.96552601680291
gene-NWMN_RS01080	25.83630565769529	35.73952467523006	23.161775866193235	22.411049316261415	39.953312827124265	24.73759360482554	21.270725478946567	26.06656637566124	21.512083576711287	27.830653978923202	19.978103966686124	23.382912251994433	37.03088086618148	69.32749849676392	15.382303640437296	33.91339165372217	49.0369948830548	15.66480035607134	20.215068506914506	33.005261367526984	14.290176875280071	host	scdA	None	None	5.4940078875033915
gene-NWMN_RS09725	32.745606711682825	26.442871170162697	54.543119345459964	37.519420590039175	47.462193130381145	55.93558895489769	39.333310067309135	51.640814889273756	45.482793295947474	40.48061534087846	51.89192900678052	28.929725807547584	28.442575907959764	41.331790398987636	22.197007111200804	23.05920348129468	20.228260943024342	14.396006155349086	24.372721637574237	23.988012979629012	12.189185102122199	host	hemE	None	None	4.978527644881068
gene-NWMN_RS01720	12.638269185384736	5.157916977242648	36.078594553631554	15.540226356117197	14.24344441982976	35.07436009596503	15.1659911838333	12.259916437336676	31.942813242316515	15.096082252782583	11.102880298824882	33.59663148361649	14.850620612382839	8.095744139700352	27.01758211655324	18.095834821570335	10.178020191981238	25.042951960322394	21.888014526067813	9.330504507783967	24.584041398715623	host	gene-NWMN_RS01720	None	None	4.492502487035818
gene-NWMN_RS01690	27.47821373783244	9.038722254668274	92.46670209499446	26.24698309930692	24.653639193989065	78.95871236493105	29.71852352795941	24.112656396090284	72.1779075691124	30.621973041233804	24.08075031698774	72.99130232507879	26.668971648067018	19.957598311203846	60.33237716115394	42.83064892283868	21.557988327223462	59.037756654836464	48.07420370068592	20.701627453573707	65.24532867163182	host	gene-NWMN_RS01690	None	None	12.939374195806376
gene-NWMN_RS09205	322.88075424591483	272.7359008338947	184.87248065047646	184.24468428272607	285.66281527610005	161.09983535356537	196.761785724942	200.65777000942265	163.0138129472647	114.25111331215669	96.07601921341775	109.21826247880539	99.46338737732526	155.99611583199035	75.11550747493762	90.09970706047929	70.82439397862899	52.93592141941622	60.755526840557756	81.09868324621851	27.704170328262126	host	gene-NWMN_RS09205	None	None	43.51692977658456
gene-NWMN_RS10720	128.41355299514697	92.15069866702348	98.7311326392223	77.9542327676884	90.44268980907971	93.92818070738177	96.48511705136816	95.91167947105932	91.7953939523668	89.0958600661622	83.75319117340985	64.43695336218597	100.84634206180594	141.01360472276815	38.74797611553924	54.33746089780923	63.89014369856369	33.00226644385084	35.96340896680089	51.65512468526625	30.42931073366318	host	gene-NWMN_RS10720	None	None	11.073117272841998
gene-NWMN_RS13560	19.908465498809655	24.63211938606773	31.006497874209774	16.020221543587276	24.894362987023968	48.1973121145078	10.070353524052967	14.935541820001623	25.112125233764864	44.95454036775844	12.436272863554453	75.32504451521355	49.08259416438722	170.41980898212034	43.40255681351571	26.429622292666732	38.307751295250625	23.32936966383236	13.906048716080969	12.619996642955025	17.571954581608715	host	gene-NWMN_RS13560	None	None	32.88444810162737
gene-NWMN_RS13740	17.89806967962798	9.910738534844528	24.430977956010725	18.286012739984475	21.000341451792515	25.97317018416818	27.72593399936451	26.106598399493976	22.39292509034824	14.77442378206387	23.88218088739972	14.055766073102607	11.304371784532082	21.691926696264844	8.119589747310792	8.936369412779412	8.810153656535874	6.137191781479689	7.6540991159530956	10.461199763249716	4.15819285454425	host	gene-NWMN_RS13740	None	None	3.4314213948219634
gene-NWMN_RS11720	2570.153747179893	2415.9385665289497	1939.526141358087	2087.796341244496	2588.0308070958276	2240.303489177883	1690.4174110301033	2333.7296969429112	2271.2835126847967	1748.6375340317202	1884.2166278226912	1653.8819696435464	1490.8879493033903	1927.4025707101243	878.491094169026	815.5414551373625	981.1114366592641	699.8007214098591	593.7450599834353	736.5652219748728	484.9342003346037	host	fdaB	None	None	290.61338156786434
gene-NWMN_RS14685	10.839626508635135	7.396838189909813	20.11074093513336	8.099112002591344	11.296404336564649	22.021185707490638	9.944102779282392	7.889504528885156	12.049615646795088	12.690396417847175	8.939781817025514	20.235212525764418	12.792299300331836	43.47499594167365	13.411042039456886	8.163191849969051	12.734676648992764	7.282190248173659	8.074778954471016	7.412347425832018	3.8891333168972695	host	gene-NWMN_RS14685	None	None	5.29471108607916
gene-NWMN_RS09090	121.17684763781986	68.5214291605041	87.9511144103072	75.10085675130156	71.85710677696149	85.72086394654258	91.30502891223468	87.53104728426771	108.62382973118271	84.74796472620572	91.39774748143438	56.972928470598845	50.21452566622245	89.48937912755272	31.201968202690082	31.491159749293733	31.305049781795802	25.028110173334714	28.04701514833651	35.07071824131524	18.04065010260266	host	gene-NWMN_RS09090	None	None	13.721048300535752
gene-NWMN_RS05760	3.089919617105656	1.323240993863689	6.879955853614819	4.200994568704476	3.1891835101926245	6.042184848588588	3.6186809856530027	2.875794483165204	4.656111573367224	1.932766584491399	3.0173470276707532	5.119752566759671	3.125190843730365	3.402539108374693	3.673484733409079	5.4651255632862386	1.933215973220588	3.0708031166997363	2.7399942253347973	2.3278938502010593	2.89280493387476	host	gene-NWMN_RS05760	None	None	0.5280455931362601
gene-NWMN_RS15625	17.609458065389358	13.61067565362318	13.146351316586935	12.977222466863058	13.301932020204626	16.07240534068348	15.21359274109618	16.17136237342582	11.077404544235598	11.792150947460636	7.536649999408539	10.824425063682362	8.472210343917919	14.24826798497381	6.118709318052475	8.483474379429808	8.235599270007295	5.407135274093017	8.68603445312478	6.237616117227103	9.751637147568445	host	gene-NWMN_RS15625	None	None	1.1152936351195173
gene-NWMN_RS07230	2.4849527326191456	3.168361909889979	3.2581100467217468	2.1355693862929352	5.01805177907086	4.151002367109922	1.7734938744075162	6.076357090766396	2.041728981437698	1.782731590598048	2.5564398440783194	4.219665171249451	2.831208364534129	2.1642852370301067	3.2805860844534522	1.7669496400159364	1.883042234353432	1.5185609996191518	1.2817290778689228	1.4332880330518782	1.7811047068653993	host	gene-NWMN_RS07230	None	None	0.5701117534748809
gene-NWMN_RS06585	1098.5082300497274	642.3421163119873	1947.9576478868007	1552.8872002890605	1453.1965369798809	1788.9139579165574	1193.8321956421858	1439.0117866165049	1470.5804221963	1152.0259080606227	1222.1881766325314	1033.0511900341498	934.3631289790939	786.2047023403886	746.5798829567927	774.3121904451606	763.9766423954924	659.3602190693294	817.2719160979403	797.6627080662023	565.4240074922802	host	tsf	None	None	137.2160910963619
gene-NWMN_RS05325	1171.5455692980493	1016.4703764924483	1676.9130887372507	1391.509716291007	1572.5067984323607	1657.692267654802	1188.1345220586031	1431.026881808111	1371.1366063062555	1300.0004156112282	1349.2616708151513	1398.784080285942	1113.8346103466629	1319.405891392946	938.2975118892026	782.7401884365885	1016.2672008094621	679.620254295523	591.1341421107142	702.4887338400044	552.6062992720241	host	ptsP	None	None	97.51850014000652
gene-NWMN_RS15260	1.3101574877127429	1.9759340777934546	2.803883358710113	4.686096151969555	3.5794757450437844	2.27327789997084	2.490187103750663	3.4490645164267075	1.4564057305049165	1.7803208649853393	2.657186241874509	2.170827397400014	3.2525497182397527	3.591430372155827	1.1366234217071893	1.9998349565544355	0.3513014247998003	2.3436934132053158	1.4129824212661581	1.1587117815093728	1.4398969086153228	host	gene-NWMN_RS15260	None	None	0.45971897922967364
gene-NWMN_RS10655	26.209687968205056	22.18027088604361	26.688018379737905	25.740628170860145	24.34730546120185	27.81976033825022	31.03587406379316	26.022352229239992	26.99522099709401	30.19613593238227	32.68696089092847	34.748119270090655	24.682336665413757	71.55128305442062	18.53721538242992	13.31011623264212	21.059879847931217	9.560495450577319	10.617708597422284	12.57680446148849	8.736111570312929	host	gene-NWMN_RS10655	None	None	6.603635098621764
gene-NWMN_RS14800	2.8839249759652787	2.876610856225411	7.614708420505722	1.6803978274817903	5.377838860324818	4.595464532729348	2.254260286144494	3.779615606445696	3.8164848962026428	3.0657676857449774	2.3210361751313484	2.4379774127427005	5.11394865337696	4.488455845090021	2.581367650503677	2.545400947284002	2.393505490654061	1.9302191019255486	1.9254013475325602	1.8218299697225682	1.7608377858368105	host	gene-NWMN_RS14800	None	None	0.678919775742738
gene-NWMN_RS15000	9.294808271198129	8.607609823864191	7.899665131972581	5.801782924993254	6.148095249641727	8.124424818473345	4.818118551501964	5.502623803226222	6.634459409261452	5.602935009178263	3.417468428390821	14.705991363502607	9.041064524377452	46.728908021470225	14.00534696876112	6.507126986164555	11.14967397594216	6.125790938377842	3.693160062451032	4.4707377320898125	3.763507370586831	host	gene-NWMN_RS15000	None	None	8.719063241996764
