	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
0	NC_009641.1	RefSeq	gene	517.0	1878.0	.	+	.	gene-NWMN_RS00005	dnaA	Gene	protein_coding	NWMN_RS00005	dnaA	chromosomal replication initiator protein DnaA	chromosomal replication initiator protein DnaA	No_PHROG	protein_coding	None	None
1	NC_009641.1	RefSeq	gene	2163.0	3296.0	.	+	.	gene-NWMN_RS00010	dnaN	Gene	protein_coding	NWMN_RS00010	dnaN	DNA polymerase III subunit beta	DNA polymerase III subunit beta	No_PHROG	protein_coding	None	None
2	NC_009641.1	RefSeq	gene	3677.0	3922.0	.	+	.	gene-NWMN_RS00015	yaaA	Gene	protein_coding	NWMN_RS00015	yaaA	S4 domain-containing protein YaaA	S4 domain-containing protein YaaA	No_PHROG	protein_coding	None	None
3	NC_009641.1	RefSeq	gene	3919.0	5031.0	.	+	.	gene-NWMN_RS00020	recF	Gene	protein_coding	NWMN_RS00020	recF	DNA replication/repair protein RecF	DNA replication/repair protein RecF	No_PHROG	protein_coding	None	None
4	NC_009641.1	RefSeq	gene	5041.0	6975.0	.	+	.	gene-NWMN_RS00025	gyrB	Gene	protein_coding	NWMN_RS00025	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	DNA topoisomerase (ATP-hydrolyzing) subunit B	No_PHROG	protein_coding	None	None
5	NC_009641.1	RefSeq	gene	7012.0	9675.0	.	+	.	gene-NWMN_RS00030	gyrA	Gene	protein_coding	NWMN_RS00030	gyrA	DNA gyrase subunit A	DNA gyrase subunit A	No_PHROG	protein_coding	None	None
6	NC_009641.1	RefSeq	gene	9762.0	10574.0	.	-	.	gene-NWMN_RS00035	NWMN_RS00035	Gene	protein_coding	NWMN_RS00035	gene-NWMN_RS00035	NAD(P)H-hydrate dehydratase	NAD(P)H-hydrate dehydratase	No_PHROG	protein_coding	None	None
7	NC_009641.1	RefSeq	gene	10900.0	12414.0	.	+	.	gene-NWMN_RS00040	hutH	Gene	protein_coding	NWMN_RS00040	hutH	histidine ammonia-lyase	histidine ammonia-lyase	No_PHROG	protein_coding	None	None
8	NC_009641.1	RefSeq	gene	12793.0	14079.0	.	+	.	gene-NWMN_RS00045	serS	Gene	protein_coding	NWMN_RS00045	serS	serine--tRNA ligase	serine--tRNA ligase	No_PHROG	protein_coding	None	None
9	NC_009641.1	RefSeq	gene	14729.0	15424.0	.	+	.	gene-NWMN_RS00050	NWMN_RS00050	Gene	protein_coding	NWMN_RS00050	gene-NWMN_RS00050	AzlC family ABC transporter permease	AzlC family ABC transporter permease	No_PHROG	protein_coding	None	None
10	NC_009641.1	RefSeq	gene	15421.0	15750.0	.	+	.	gene-NWMN_RS00055	NWMN_RS00055	Gene	protein_coding	NWMN_RS00055	gene-NWMN_RS00055	AzlD domain-containing protein	AzlD domain-containing protein	No_PHROG	protein_coding	None	None
11	NC_009641.1	RefSeq	gene	16113.0	17081.0	.	+	.	gene-NWMN_RS00060	NWMN_RS00060	Gene	protein_coding	NWMN_RS00060	gene-NWMN_RS00060	homoserine O-acetyltransferase MetX	homoserine O-acetyltransferase MetX	No_PHROG	protein_coding	None	None
12	NC_009641.1	RefSeq	gene	17372.0	18310.0	.	+	.	gene-NWMN_RS00065	NWMN_RS00065	Gene	protein_coding	NWMN_RS00065	gene-NWMN_RS00065	YybS family protein	YybS family protein	No_PHROG	protein_coding	None	None
13	NC_009641.1	RefSeq	gene	18325.0	20292.0	.	+	.	gene-NWMN_RS00070	gdpP	Gene	protein_coding	NWMN_RS00070	gdpP	cyclic-di-AMP phosphodiesterase GdpP	cyclic-di-AMP phosphodiesterase GdpP	No_PHROG	protein_coding	None	None
14	NC_009641.1	RefSeq	gene	20289.0	20735.0	.	+	.	gene-NWMN_RS00075	rplI	Gene	protein_coding	NWMN_RS00075	rplI	50S ribosomal protein L9	50S ribosomal protein L9	No_PHROG	protein_coding	None	None
15	NC_009641.1	RefSeq	gene	20767.0	22167.0	.	+	.	gene-NWMN_RS00080	dnaB	Gene	protein_coding	NWMN_RS00080	dnaB	replicative DNA helicase	replicative DNA helicase	No_PHROG	protein_coding	None	None
16	NC_009641.1	RefSeq	gene	22445.0	23728.0	.	+	.	gene-NWMN_RS00085	NWMN_RS00085	Gene	protein_coding	NWMN_RS00085	gene-NWMN_RS00085	adenylosuccinate synthase	adenylosuccinate synthase	No_PHROG	protein_coding	None	None
17	NC_009641.1	RefSeq	gene	24158.0	24232.0	.	+	.	gene-NWMN_RS00090	NWMN_RS00090	Gene	tRNA	NWMN_RS00090	gene-NWMN_RS00090	tRNA-Glu	tRNA-Glu	No_PHROG	tRNA	None	None
18	NC_009641.1	RefSeq	gene	24240.0	24312.0	.	+	.	gene-NWMN_RS00095	NWMN_RS00095	Gene	tRNA	NWMN_RS00095	gene-NWMN_RS00095	tRNA-Asp	tRNA-Asp	No_PHROG	tRNA	None	None
19	NC_009641.1	RefSeq	gene	24932.0	25633.0	.	+	.	gene-NWMN_RS00100	yycF	Gene	protein_coding	NWMN_RS00100	yycF	response regulator YycF	response regulator YycF	No_PHROG	protein_coding	None	None
20	NC_009641.1	RefSeq	gene	25646.0	27472.0	.	+	.	gene-NWMN_RS00105	walK	Gene	protein_coding	NWMN_RS00105	walK	cell wall metabolism sensor histidine kinase WalK	cell wall metabolism sensor histidine kinase WalK	No_PHROG	protein_coding	None	None
21	NC_009641.1	RefSeq	gene	27465.0	28799.0	.	+	.	gene-NWMN_RS00110	yycH	Gene	protein_coding	NWMN_RS00110	yycH	two-component system activity regulator YycH	two-component system activity regulator YycH	No_PHROG	protein_coding	None	None
22	NC_009641.1	RefSeq	gene	28800.0	29588.0	.	+	.	gene-NWMN_RS00115	yycI	Gene	protein_coding	NWMN_RS00115	yycI	two-component system regulatory protein YycI	two-component system regulatory protein YycI	No_PHROG	protein_coding	None	None
23	NC_009641.1	RefSeq	gene	29978.0	30778.0	.	+	.	gene-NWMN_RS00120	NWMN_RS00120	Gene	protein_coding	NWMN_RS00120	gene-NWMN_RS00120	MBL fold metallo-hydrolase	MBL fold metallo-hydrolase	No_PHROG	protein_coding	None	None
24	NC_009641.1	RefSeq	gene	31006.0	33324.0	.	+	.	gene-NWMN_RS00125	adsA	Gene	protein_coding	NWMN_RS00125	adsA	LPXTG-anchored adenosine synthase AdsA	LPXTG-anchored adenosine synthase AdsA	No_PHROG	protein_coding	None	None
25	NC_009641.1	RefSeq	gene	33692.0	34171.0	.	+	.	gene-NWMN_RS00130	rlmH	Gene	protein_coding	NWMN_RS00130	rlmH	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH	No_PHROG	protein_coding	None	None
26	NC_009641.1	RefSeq	gene	34376.0	34510.0	.	-	.	gene-NWMN_RS00135	NWMN_RS00135	Gene	protein_coding	NWMN_RS00135	gene-NWMN_RS00135	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
27	NC_009641.1	RefSeq	gene	34474.0	34566.0	.	+	.	gene-NWMN_RS00140	NWMN_RS00140	Gene	protein_coding	NWMN_RS00140	gene-NWMN_RS00140	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
28	NC_009641.1	RefSeq	gene	34713.0	36458.0	.	+	.	gene-NWMN_RS00145	NWMN_RS00145	Gene	protein_coding	NWMN_RS00145	gene-NWMN_RS00145	DUF6119 family protein	DUF6119 family protein	No_PHROG	protein_coding	None	None
29	NC_009641.1	RefSeq	gene	37020.0	37121.0	.	-	.	gene-NWMN_RS00155	NWMN_RS00155	Gene	protein_coding	NWMN_RS00155	gene-NWMN_RS00155	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
30	NC_009641.1	RefSeq	gene	37219.0	37974.0	.	-	.	gene-NWMN_RS00160	NWMN_RS00160	Gene	protein_coding	NWMN_RS00160	gene-NWMN_RS00160	sulfite exporter TauE/SafE family protein	sulfite exporter TauE/SafE family protein	No_PHROG	protein_coding	None	None
31	NC_009641.1	RefSeq	gene	37974.0	38234.0	.	-	.	gene-NWMN_RS00165	cstR	Gene	protein_coding	NWMN_RS00165	cstR	persulfide-sensing transcriptional repressor CstR	persulfide-sensing transcriptional repressor CstR	No_PHROG	protein_coding	None	None
32	NC_009641.1	RefSeq	gene	38371.0	39438.0	.	+	.	gene-NWMN_RS00170	cstA	Gene	protein_coding	NWMN_RS00170	cstA	persulfide response sulfurtransferase CstA	persulfide response sulfurtransferase CstA	No_PHROG	protein_coding	None	None
33	NC_009641.1	RefSeq	gene	39469.0	40803.0	.	+	.	gene-NWMN_RS00175	cstB	Gene	protein_coding	NWMN_RS00175	cstB	persulfide dioxygenase-sulfurtransferase CstB	persulfide dioxygenase-sulfurtransferase CstB	No_PHROG	protein_coding	None	None
34	NC_009641.1	RefSeq	gene	40822.0	42015.0	.	+	.	gene-NWMN_RS00180	sqr	Gene	protein_coding	NWMN_RS00180	sqr	type II sulfide:quinone oxidoreductase Sqr	type II sulfide:quinone oxidoreductase Sqr	No_PHROG	protein_coding	None	None
35	NC_009641.1	RefSeq	gene	42682.0	43668.0	.	-	.	gene-NWMN_RS00190	NWMN_RS00190	Gene	protein_coding	NWMN_RS00190	gene-NWMN_RS00190	tRNA dihydrouridine synthase	tRNA dihydrouridine synthase	No_PHROG	protein_coding	None	None
36	NC_009641.1	RefSeq	gene	43977.0	44180.0	.	+	.	gene-NWMN_RS00195	NWMN_RS00195	Gene	protein_coding	NWMN_RS00195	gene-NWMN_RS00195	DUF6007 family protein	DUF6007 family protein	No_PHROG	protein_coding	None	None
37	NC_009641.1	RefSeq	gene	44229.0	44525.0	.	+	.	gene-NWMN_RS00200	NWMN_RS00200	Gene	protein_coding	NWMN_RS00200	gene-NWMN_RS00200	TfoX/Sxy family protein	TfoX/Sxy family protein	No_PHROG	protein_coding	None	None
