	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
0	NC_018289.1	RefSeq	gene	1.0	1515.0	.	+	.	gene-MSMEI_RS00005	dnaA	Gene	protein_coding	MSMEI_RS00005	dnaA	chromosomal replication initiator protein DnaA	chromosomal replication initiator protein DnaA	No_PHROG	protein_coding	None	None
1	NC_018289.1	RefSeq	gene	2109.0	3302.0	.	+	.	gene-MSMEI_RS00010	dnaN	Gene	protein_coding	MSMEI_RS00010	dnaN	DNA polymerase III subunit beta	DNA polymerase III subunit beta	No_PHROG	protein_coding	None	None
2	NC_018289.1	RefSeq	gene	3331.0	4224.0	.	+	.	gene-MSMEI_RS00015	gnd	Gene	protein_coding	MSMEI_RS00015	gnd	phosphogluconate dehydrogenase (NAD(+)-dependent%2C decarboxylating)	phosphogluconate dehydrogenase (NAD(+)-dependent%2C decarboxylating)	No_PHROG	protein_coding	None	None
3	NC_018289.1	RefSeq	gene	4234.0	5388.0	.	+	.	gene-MSMEI_RS00020	recF	Gene	protein_coding	MSMEI_RS00020	recF	DNA replication/repair protein RecF	DNA replication/repair protein RecF	No_PHROG	protein_coding	None	None
4	NC_018289.1	RefSeq	gene	5385.0	5969.0	.	+	.	gene-MSMEI_RS00025	MSMEI_RS00025	Gene	protein_coding	MSMEI_RS00025	gene-MSMEI_RS00025	DNA replication protein DciA	DNA replication protein DciA	No_PHROG	protein_coding	None	None
5	NC_018289.1	RefSeq	gene	6201.0	8228.0	.	+	.	gene-MSMEI_RS00030	gyrB	Gene	protein_coding	MSMEI_RS00030	gyrB	DNA topoisomerase (ATP-hydrolyzing) subunit B	DNA topoisomerase (ATP-hydrolyzing) subunit B	No_PHROG	protein_coding	None	None
6	NC_018289.1	RefSeq	gene	8258.0	10786.0	.	+	.	gene-MSMEI_RS00035	gyrA	Gene	protein_coding	MSMEI_RS00035	gyrA	DNA gyrase subunit A	DNA gyrase subunit A	No_PHROG	protein_coding	None	None
7	NC_018289.1	RefSeq	gene	10839.0	11621.0	.	+	.	gene-MSMEI_RS00040	MSMEI_RS00040	Gene	protein_coding	MSMEI_RS00040	gene-MSMEI_RS00040	DUF3566 domain-containing protein	DUF3566 domain-containing protein	No_PHROG	protein_coding	None	None
8	NC_018289.1	RefSeq	gene	11682.0	11755.0	.	+	.	gene-MSMEI_RS00045	MSMEI_RS00045	Gene	tRNA	MSMEI_RS00045	gene-MSMEI_RS00045	tRNA-Ile	tRNA-Ile	No_PHROG	tRNA	None	None
9	NC_018289.1	RefSeq	gene	11903.0	11975.0	.	+	.	gene-MSMEI_RS00055	MSMEI_RS00055	Gene	tRNA	MSMEI_RS00055	gene-MSMEI_RS00055	tRNA-Ala	tRNA-Ala	No_PHROG	tRNA	None	None
10	NC_018289.1	RefSeq	gene	12021.0	12821.0	.	+	.	gene-MSMEI_RS00060	MSMEI_RS00060	Gene	protein_coding	MSMEI_RS00060	gene-MSMEI_RS00060	siderophore-interacting protein	siderophore-interacting protein	No_PHROG	protein_coding	None	None
11	NC_018289.1	RefSeq	gene	12825.0	13856.0	.	+	.	gene-MSMEI_RS00065	MSMEI_RS00065	Gene	protein_coding	MSMEI_RS00065	gene-MSMEI_RS00065	FecCD family ABC transporter permease	FecCD family ABC transporter permease	No_PHROG	protein_coding	None	None
12	NC_018289.1	RefSeq	gene	13853.0	14911.0	.	+	.	gene-MSMEI_RS00070	MSMEI_RS00070	Gene	protein_coding	MSMEI_RS00070	gene-MSMEI_RS00070	FecCD family ABC transporter permease	FecCD family ABC transporter permease	No_PHROG	protein_coding	None	None
13	NC_018289.1	RefSeq	gene	14920.0	15750.0	.	+	.	gene-MSMEI_RS00075	MSMEI_RS00075	Gene	protein_coding	MSMEI_RS00075	gene-MSMEI_RS00075	ABC transporter ATP-binding protein	ABC transporter ATP-binding protein	No_PHROG	protein_coding	None	None
14	NC_018289.1	RefSeq	gene	15740.0	16699.0	.	-	.	gene-MSMEI_RS00080	MSMEI_RS00080	Gene	protein_coding	MSMEI_RS00080	gene-MSMEI_RS00080	methionyl-tRNA formyltransferase	methionyl-tRNA formyltransferase	No_PHROG	protein_coding	None	None
15	NC_018289.1	RefSeq	gene	16896.0	17132.0	.	+	.	gene-MSMEI_RS00085	MSMEI_RS00085	Gene	protein_coding	MSMEI_RS00085	gene-MSMEI_RS00085	MbtH family protein	MbtH family protein	No_PHROG	protein_coding	None	None
16	NC_018289.1	RefSeq	gene	17135.0	18862.0	.	+	.	gene-MSMEI_RS00090	MSMEI_RS00090	Gene	protein_coding	MSMEI_RS00090	gene-MSMEI_RS00090	ABC transporter ATP-binding protein	ABC transporter ATP-binding protein	No_PHROG	protein_coding	None	None
17	NC_018289.1	RefSeq	gene	18859.0	20628.0	.	+	.	gene-MSMEI_RS00095	MSMEI_RS00095	Gene	protein_coding	MSMEI_RS00095	gene-MSMEI_RS00095	ABC transporter ATP-binding protein	ABC transporter ATP-binding protein	No_PHROG	protein_coding	None	None
18	NC_018289.1	RefSeq	gene	20662.0	43233.0	.	+	.	gene-MSMEI_RS00100	MSMEI_RS00100	Gene	protein_coding	MSMEI_RS00100	gene-MSMEI_RS00100	non-ribosomal peptide synthetase	non-ribosomal peptide synthetase	No_PHROG	protein_coding	None	None
19	NC_018289.1	RefSeq	gene	43299.0	44246.0	.	-	.	gene-MSMEI_RS00105	MSMEI_RS00105	Gene	protein_coding	MSMEI_RS00105	gene-MSMEI_RS00105	iron-siderophore ABC transporter substrate-binding protein	iron-siderophore ABC transporter substrate-binding protein	No_PHROG	protein_coding	None	None
20	NC_018289.1	RefSeq	gene	44554.0	44964.0	.	+	.	gene-MSMEI_RS00110	panD	Gene	protein_coding	MSMEI_RS00110	panD	aspartate 1-decarboxylase	aspartate 1-decarboxylase	No_PHROG	protein_coding	None	None
