	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
2586	MT424636.1	Genbank	gene	649.0	924.0	.	+	.	gene-SSBP1_gp01	SSBP1_gp01	Gene	protein_coding	SSBP1_gp01	gene-SSBP1_gp01	hypothetical protein	hypothetical protein	7365	unknown function	early	middle
2587	MT424636.1	Genbank	gene	1019.0	1330.0	.	+	.	gene-SSBP1_gp02	SSBP1_gp02	Gene	protein_coding	SSBP1_gp02	gene-SSBP1_gp02	hypothetical protein	hypothetical protein	2543	unknown function	early	middle
2588	MT424636.1	Genbank	gene	1405.0	1566.0	.	+	.	gene-SSBP1_gp03	SSBP1_gp03	Gene	protein_coding	SSBP1_gp03	gene-SSBP1_gp03	hypothetical protein	hypothetical protein	No_PHROG	unknown function	early	middle
2589	MT424636.1	Genbank	gene	1566.0	1910.0	.	+	.	gene-SSBP1_gp04	SSBP1_gp04	Gene	protein_coding	SSBP1_gp04	gene-SSBP1_gp04	hypothetical protein	hypothetical protein	554	unknown function	early	middle
2590	MT424636.1	Genbank	gene	1907.0	2095.0	.	+	.	gene-SSBP1_gp05	SSBP1_gp05	Gene	protein_coding	SSBP1_gp05	gene-SSBP1_gp05	hypothetical protein	hypothetical protein	No_PHROG	unknown function	early	middle
2591	MT424636.1	Genbank	gene	2092.0	2226.0	.	+	.	gene-SSBP1_gp06	SSBP1_gp06	Gene	protein_coding	SSBP1_gp06	gene-SSBP1_gp06	hypothetical protein	hypothetical protein	1792	unknown function	early	middle
2592	MT424636.1	Genbank	gene	2223.0	2450.0	.	+	.	gene-SSBP1_gp07	SSBP1_gp07	Gene	protein_coding	SSBP1_gp07	gene-SSBP1_gp07	hypothetical protein	hypothetical protein	No_PHROG	unknown function	early	middle
2593	MT424636.1	Genbank	gene	2677.0	2898.0	.	+	.	gene-SSBP1_gp08	SSBP1_gp08	Gene	protein_coding	SSBP1_gp08	gene-SSBP1_gp08	hypothetical protein	hypothetical protein	29942	unknown function	early	middle
2594	MT424636.1	Genbank	gene	2888.0	3196.0	.	+	.	gene-SSBP1_gp09	SSBP1_gp09	Gene	protein_coding	SSBP1_gp09	gene-SSBP1_gp09	hypothetical protein	hypothetical protein	9569	unknown function	early	middle
2595	MT424636.1	Genbank	gene	3189.0	3323.0	.	+	.	gene-SSBP1_gp10	SSBP1_gp10	Gene	protein_coding	SSBP1_gp10	gene-SSBP1_gp10	hypothetical protein	hypothetical protein	38794	unknown function	early	middle
2596	MT424636.1	Genbank	gene	3324.0	5663.0	.	+	.	gene-SSBP1_gp11	SSBP1_gp11	Gene	protein_coding	SSBP1_gp11	gene-SSBP1_gp11	RNA polymerase	RNA polymerase	414	DNA, RNA and nucleotide metabolism	early	late
2597	MT424636.1	Genbank	gene	5664.0	6230.0	.	+	.	gene-SSBP1_gp12	SSBP1_gp12	Gene	protein_coding	SSBP1_gp12	gene-SSBP1_gp12	single stranded DNA-binding protein	Gp2.5-like ssDNA binding protein and ssDNA annealing protein	112	DNA, RNA and nucleotide metabolism	early	middle
2598	MT424636.1	Genbank	gene	6271.0	6624.0	.	+	.	gene-SSBP1_gp13	SSBP1_gp13	Gene	protein_coding	SSBP1_gp13	gene-SSBP1_gp13	endonuclease	endonuclease	945	DNA, RNA and nucleotide metabolism	early	middle
2599	MT424636.1	Genbank	gene	6621.0	8204.0	.	+	.	gene-SSBP1_gp14	SSBP1_gp14	Gene	protein_coding	SSBP1_gp14	gene-SSBP1_gp14	primase/helicase protein	DNA primase/helicase	239	DNA, RNA and nucleotide metabolism	early	late
2600	MT424636.1	Genbank	gene	8273.0	8788.0	.	+	.	gene-SSBP1_gp15	SSBP1_gp15	Gene	protein_coding	SSBP1_gp15	gene-SSBP1_gp15	DnaQ-like exonuclease	DNA polymerase	17	DNA, RNA and nucleotide metabolism	middle	late
2601	MT424636.1	Genbank	gene	8749.0	10014.0	.	+	.	gene-SSBP1_gp16	SSBP1_gp16	Gene	protein_coding	SSBP1_gp16	gene-SSBP1_gp16	DNA polymerase	DNA polymerase I	15971	DNA, RNA and nucleotide metabolism	middle	late
2602	MT424636.1	Genbank	gene	10014.0	10799.0	.	+	.	gene-SSBP1_gp17	SSBP1_gp17	Gene	protein_coding	SSBP1_gp17	gene-SSBP1_gp17	exonuclease	exonuclease	107	DNA, RNA and nucleotide metabolism	early	late
2603	MT424636.1	Genbank	gene	10981.0	11439.0	.	+	.	gene-SSBP1_gp18	SSBP1_gp18	Gene	protein_coding	SSBP1_gp18	gene-SSBP1_gp18	nucleotide pyrophosphohydrolase	nucleotide pyrophosphohydrolase	4159	other	early	late
2604	MT424636.1	Genbank	gene	11436.0	12803.0	.	+	.	gene-SSBP1_gp19	SSBP1_gp19	Gene	protein_coding	SSBP1_gp19	gene-SSBP1_gp19	ribonucleotide reductase alpha subunit	ribonucleotide reductase	367	DNA, RNA and nucleotide metabolism	middle	late
2605	MT424636.1	Genbank	gene	12800.0	13513.0	.	+	.	gene-SSBP1_gp20	SSBP1_gp20	Gene	protein_coding	SSBP1_gp20	gene-SSBP1_gp20	ribonucleotide reductase beta subunit	ribonucleotide reductase class Ia beta subunit	6799	DNA, RNA and nucleotide metabolism	middle	late
2606	MT424636.1	Genbank	gene	13482.0	13673.0	.	+	.	gene-SSBP1_gp21	SSBP1_gp21	Gene	protein_coding	SSBP1_gp21	gene-SSBP1_gp21	hypothetical protein	hypothetical protein	4970	unknown function	middle	late
2607	MT424636.1	Genbank	gene	13676.0	13999.0	.	+	.	gene-SSBP1_gp22	SSBP1_gp22	Gene	protein_coding	SSBP1_gp22	gene-SSBP1_gp22	hypothetical protein	hypothetical protein	31108	unknown function	middle	late
2608	MT424636.1	Genbank	gene	13999.0	14286.0	.	+	.	gene-SSBP1_gp23	SSBP1_gp23	Gene	protein_coding	SSBP1_gp23	gene-SSBP1_gp23	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
2609	MT424636.1	Genbank	gene	14286.0	15851.0	.	+	.	gene-SSBP1_gp24	SSBP1_gp24	Gene	protein_coding	SSBP1_gp24	gene-SSBP1_gp24	tail-to-head connector	head-tail adaptor	449	connector	middle	late
2610	MT424636.1	Genbank	gene	15855.0	16628.0	.	+	.	gene-SSBP1_gp25	SSBP1_gp25	Gene	protein_coding	SSBP1_gp25	gene-SSBP1_gp25	capsid assembly protein	head assembly	1052	head and packaging	middle	late
2611	MT424636.1	Genbank	gene	16628.0	16819.0	.	+	.	gene-SSBP1_gp26	SSBP1_gp26	Gene	protein_coding	SSBP1_gp26	gene-SSBP1_gp26	high light inducible protein	high light inducible protein	178	other	middle	late
2612	MT424636.1	Genbank	gene	16883.0	17137.0	.	+	.	gene-SSBP1_gp27	SSBP1_gp27	Gene	protein_coding	SSBP1_gp27	gene-SSBP1_gp27	hypothetical protein	hypothetical protein	10346	unknown function	middle	late
2613	MT424636.1	Genbank	gene	17138.0	17293.0	.	+	.	gene-SSBP1_gp28	SSBP1_gp28	Gene	protein_coding	SSBP1_gp28	gene-SSBP1_gp28	hypothetical protein	hypothetical protein	16028	unknown function	middle	late
2614	MT424636.1	Genbank	gene	17307.0	17660.0	.	+	.	gene-SSBP1_gp29	SSBP1_gp29	Gene	protein_coding	SSBP1_gp29	gene-SSBP1_gp29	hypothetical protein	hypothetical protein	417	unknown function	middle	late
2615	MT424636.1	Genbank	gene	17753.0	18829.0	.	+	.	gene-SSBP1_gp30	SSBP1_gp30	Gene	protein_coding	SSBP1_gp30	gene-SSBP1_gp30	photosystem II protein D1	photosystem II D1	182	moron, auxiliary metabolic gene and host takeover	middle	late
2616	MT424636.1	Genbank	gene	18829.0	18969.0	.	+	.	gene-SSBP1_gp31	SSBP1_gp31	Gene	protein_coding	SSBP1_gp31	gene-SSBP1_gp31	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	middle
2617	MT424636.1	Genbank	gene	18987.0	19151.0	.	+	.	gene-SSBP1_gp32	SSBP1_gp32	Gene	protein_coding	SSBP1_gp32	gene-SSBP1_gp32	hypothetical protein	hypothetical protein	628	unknown function	middle	late
2618	MT424636.1	Genbank	gene	19466.0	20659.0	.	+	.	gene-SSBP1_gp33	SSBP1_gp33	Gene	protein_coding	SSBP1_gp33	gene-SSBP1_gp33	major capsid protein	major head protein	267	head and packaging	middle	late
2619	MT424636.1	Genbank	gene	20721.0	21335.0	.	+	.	gene-SSBP1_gp34	SSBP1_gp34	Gene	protein_coding	SSBP1_gp34	gene-SSBP1_gp34	tail tubular protein A	tail protein	446	tail	middle	late
2620	MT424636.1	Genbank	gene	21332.0	24292.0	.	+	.	gene-SSBP1_gp35	SSBP1_gp35	Gene	protein_coding	SSBP1_gp35	gene-SSBP1_gp35	tail tubular protein B	tail protein	457	tail	middle	late
2621	MT424636.1	Genbank	gene	24289.0	24708.0	.	+	.	gene-SSBP1_gp36	SSBP1_gp36	Gene	protein_coding	SSBP1_gp36	gene-SSBP1_gp36	hypothetical protein	hypothetical protein	38455	unknown function	middle	late
2622	MT424636.1	Genbank	gene	24708.0	25481.0	.	+	.	gene-SSBP1_gp37	SSBP1_gp37	Gene	protein_coding	SSBP1_gp37	gene-SSBP1_gp37	hypothetical protein	hypothetical protein	29086	unknown function	middle	late
2623	MT424636.1	Genbank	gene	25501.0	28203.0	.	+	.	gene-SSBP1_gp38	SSBP1_gp38	Gene	protein_coding	SSBP1_gp38	gene-SSBP1_gp38	hypothetical protein	hypothetical protein	37911	unknown function	middle	late
2624	MT424636.1	Genbank	gene	28200.0	32177.0	.	+	.	gene-SSBP1_gp39	SSBP1_gp39	Gene	protein_coding	SSBP1_gp39	gene-SSBP1_gp39	internal core protein	internal virion protein	6651	head and packaging	middle	late
2625	MT424636.1	Genbank	gene	32210.0	35710.0	.	+	.	gene-SSBP1_gp40	SSBP1_gp40	Gene	protein_coding	SSBP1_gp40	gene-SSBP1_gp40	tail fibers protein	hypothetical protein	29288	unknown function	middle	late
2626	MT424636.1	Genbank	gene	35713.0	36717.0	.	+	.	gene-SSBP1_gp41	SSBP1_gp41	Gene	protein_coding	SSBP1_gp41	gene-SSBP1_gp41	tail fibers protein	tail fiber protein	18345	tail	middle	late
2627	MT424636.1	Genbank	gene	36745.0	36999.0	.	+	.	gene-SSBP1_gp42	SSBP1_gp42	Gene	protein_coding	SSBP1_gp42	gene-SSBP1_gp42	hypothetical protein	hypothetical protein	6228	unknown function	middle	late
2628	MT424636.1	Genbank	gene	36999.0	38075.0	.	+	.	gene-SSBP1_gp43	SSBP1_gp43	Gene	protein_coding	SSBP1_gp43	gene-SSBP1_gp43	tail fibers protein	tail fiber protein	9942	tail	middle	late
2629	MT424636.1	Genbank	gene	38072.0	39229.0	.	+	.	gene-SSBP1_gp44	SSBP1_gp44	Gene	protein_coding	SSBP1_gp44	gene-SSBP1_gp44	tail fiber protein	tail fiber protein	4492	tail	middle	late
2630	MT424636.1	Genbank	gene	39226.0	39387.0	.	+	.	gene-SSBP1_gp45	SSBP1_gp45	Gene	protein_coding	SSBP1_gp45	gene-SSBP1_gp45	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
2631	MT424636.1	Genbank	gene	39384.0	39545.0	.	+	.	gene-SSBP1_gp46	SSBP1_gp46	Gene	protein_coding	SSBP1_gp46	gene-SSBP1_gp46	hypothetical protein	hypothetical protein	2738	unknown function	middle	late
2632	MT424636.1	Genbank	gene	39943.0	40119.0	.	+	.	gene-SSBP1_gp47	SSBP1_gp47	Gene	protein_coding	SSBP1_gp47	gene-SSBP1_gp47	hypothetical protein	hypothetical protein	21865	unknown function	middle	late
2633	MT424636.1	Genbank	gene	40116.0	40466.0	.	+	.	gene-SSBP1_gp48	SSBP1_gp48	Gene	protein_coding	SSBP1_gp48	gene-SSBP1_gp48	hypothetical protein	hypothetical protein	650	unknown function	middle	late
2634	MT424636.1	Genbank	gene	40619.0	40918.0	.	+	.	gene-SSBP1_gp49	SSBP1_gp49	Gene	protein_coding	SSBP1_gp49	gene-SSBP1_gp49	hypothetical protein	hypothetical protein	1755	unknown function	middle	late
2635	MT424636.1	Genbank	gene	40911.0	41165.0	.	+	.	gene-SSBP1_gp50	SSBP1_gp50	Gene	protein_coding	SSBP1_gp50	gene-SSBP1_gp50	hypothetical protein	hypothetical protein	12220	unknown function	middle	late
2636	MT424636.1	Genbank	gene	41158.0	41403.0	.	+	.	gene-SSBP1_gp51	SSBP1_gp51	Gene	protein_coding	SSBP1_gp51	gene-SSBP1_gp51	hypothetical protein	terminase small subunit	891	head and packaging	middle	late
2637	MT424636.1	Genbank	gene	41390.0	41647.0	.	+	.	gene-SSBP1_gp52	SSBP1_gp52	Gene	protein_coding	SSBP1_gp52	gene-SSBP1_gp52	hypothetical protein	hypothetical protein	6437	unknown function	middle	late
2638	MT424636.1	Genbank	gene	41974.0	42744.0	.	+	.	gene-SSBP1_gp53	SSBP1_gp53	Gene	protein_coding	SSBP1_gp53	gene-SSBP1_gp53	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
