Geneid	0	2.5	5	10	20	30	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-b4834	1.0	0.7991118098419406	0.5655136042354713	0.5141032004931183	0.3552852409125798	0.4598804456265542	host	xylZ	None	None	1.968872571189647
gene-b2755	1.0	0.6342981723653947	0.584535602080632	0.5302284814099141	0.41080807779425055	0.4852958662152698	host	cas1	None	None	0.3627298017845841
gene-b1515	1.0	0.5220274405951354	0.3224777673718825	0.6020301585708745	0.5945172132412369	0.9739971838398396	host	lsrD	None	None	0.08650945625475424
gene-b1119	1.0	0.6421937083357224	0.6453963230369923	0.47173403513312295	0.33422043558290415	0.32175702652092575	host	nagK	None	None	4.405537154288292
gene-b1926	1.0	0.8008693931433531	0.7979087233622515	0.7594197506514275	0.3108140729238473	0.8941261845997761	host	fliT	None	None	0.08198448046752463
gene-b1789	1.0	0.764827534094414	0.708460148445677	0.6056350437430836	0.5312713391178014	0.6483817541038004	host	yeaL	None	None	0.08138219614405678
gene-b0170	0.9942333171466342	0.6512239950328855	1.0	0.6698639380406103	0.5588688738331263	0.28430916547729884	host	tsf	None	None	117.45903041570904
gene-b2828	1.0	0.8412748607054948	0.8221045991120486	0.6059708898166617	0.36595183309990964	0.37004738068848037	host	lgt	None	None	1.7206692959662027
gene-b4170	1.0	0.6215462596635973	0.7647850740238571	0.462191162301749	0.4017049302209837	0.33529819766521435	host	mutL	None	None	3.5978144034146182
gene-b4315	1.0	0.768681028272417	0.9225770723501852	0.6371858414299031	0.3170855653658551	0.27218914483782575	host	fimI	None	None	6.551950934676772
gene-b2526	1.0	0.4928711472612374	0.6889220595797133	0.39594355805476383	0.3847941182585901	0.32055234238872865	host	hscA	None	None	13.533774179522448
gene-b3728	1.0	0.3545069747869771	0.37231002787119083	0.20335197707502478	0.25072820014973074	0.29522464523163783	host	pstS	None	None	6.1435357569432645
gene-b1638	1.0	0.5748133030357767	0.5510158749269389	0.4186529971048902	0.4454474045911354	0.371713549852814	host	pdxH	None	None	3.7016605099890985
gene-b0424	1.0	0.5439700987226275	0.5370374483930285	0.3388057864042978	0.37522940590917253	0.42299929603508707	host	yajL	None	None	4.478836880417576
gene-b3365	1.0	0.5862552182423405	0.4004219706609711	0.6553664705738528	0.384225996988318	0.34003778254970496	host	nirB	None	None	0.3159480840477897
gene-b3273	0.48341408151377124	0.5536990061226572	0.7039763149009592	0.5217052744523303	0.3479787687717482	1.0	host	thrV	None	None	11.697450202763411
gene-b0995	1.0	0.535847239130034	0.5438318159336459	0.43919664239449413	0.4644313392546878	0.4409829593448654	host	torR	None	None	0.31095724036441014
gene-b3962	1.0	0.46806003574068367	0.4987785896870074	0.5835686907723342	0.5291481497555528	0.4298216991454247	host	sthA	None	None	3.6339814738776606
gene-b1093	1.0	0.6770616813460199	0.9176086770488805	0.7454107050326988	0.47013440217388863	0.2951493487964693	host	fabG	None	None	89.43401344180046
gene-b3700	0.7394704760128488	0.6426602285327478	1.0	0.46970637683248334	0.20733054952170582	0.2118072157618902	host	recF	None	None	6.2195366199947015
gene-b2161	1.0	0.7920377100036295	0.5907718808697179	0.6069783297306407	0.5984047162070394	0.5867621359477907	host	nupX	None	None	0.04264102135181591
gene-b3222	1.0	0.4904490108808546	0.5232278779125739	0.23441259593039093	0.2881087370381612	0.43955732952711524	host	nanK	None	None	1.4386170655151804
gene-b4012	1.0	0.6292892370681058	0.4796323829325315	0.48428619413011775	0.49953982068023084	0.6494487084579247	host	yjaB	None	None	0.30260527878625276
gene-b4054	1.0	0.5069026463738169	0.4301221418210857	0.20081800559672863	0.30537671197103894	0.5510297524640554	host	tyrB	None	None	7.172784997385983
gene-b1301	1.0	0.41916680649984756	0.51903729242575	0.11877102704444806	0.11178019407385158	0.30702607096366835	host	puuB	None	None	6.345523539284206
gene-b2779	1.0	0.5844184694762355	0.706271571111995	0.4095563053126139	0.33543885066277446	0.28068826652339135	host	eno	None	None	75.38641637780631
gene-b4719	0.774088013532654	1.0	0.47583436686671604	0.7935097874355026	0.26264372824954535	0.25417515446622785	host	sdsN	None	None	5.1070735526433655
gene-b0292	0.5878050799050258	0.4691495403873368	0.4886398442482565	0.5021998264835897	0.7812157974811358	1.0	host	ecpB	None	None	0.07909260829696514
gene-b1929	0.7921362486078553	0.8627983423424169	1.0	0.7722715603280821	0.7128882172480006	0.6390091579235994	host	yedE	None	None	0.12891577151582684
gene-b4047	0.49932381129561093	0.2819097410476752	0.22805481150512352	1.0	0.7207732438321565	0.9015007554828743	host	yjbL	None	None	0.10967391886149852
gene-b4354	1.0	0.5193596360071351	0.581620128608263	0.29848802860687895	0.30635266268584466	0.3481967380383685	host	btsT	None	None	22.529757525413373
gene-b0945	1.0	0.4971727417598006	0.35362220847660963	0.7155049676346266	0.6615316502536157	0.44484176758055816	host	pyrD	None	None	1.66934557726372
gene-b0968	1.0	0.831789111329892	0.6315601061374795	0.5193957228577701	0.3101420820236423	0.3586577147597813	host	yccX	None	None	3.360670503706439
gene-b1061	0.9963538042274651	1.0	0.53111457219056	0.8540426655905125	0.45788061416188675	0.4293977214777647	host	dinI	None	None	11.308059533163103
gene-b0107	1.0	0.8009747470491566	0.7677255656619449	0.5788789491318338	0.6389798382426386	0.6794635565292212	host	hofB	None	None	0.06379051771628778
gene-b1900	1.0	0.6918082179699853	0.7245274879551903	0.6037217735519709	0.4650828470550495	0.5681050852695391	host	araG	None	None	0.07155629638575452
gene-b0840	1.0	0.6587786630936454	0.772115845840789	0.7686574596310097	0.5156275631433009	0.43846208282584365	host	deoR	None	None	1.1097484720020707
gene-b0744	0.7880361882877721	0.9796199940764628	1.0	0.6683193287412773	0.27597568491345	0.1807068956654411	host	valT	None	None	1482.8281703281655
gene-b2193	1.0	0.6865838332381062	0.805929943209402	0.6418990968311322	0.5820055008236311	0.44412525499535094	host	narP	None	None	1.4999597705282848
gene-b3073	1.0	0.45348163685046733	0.4333022636172377	0.1828662166838453	0.1376221459300816	0.2880422979992358	host	patA	None	None	16.472669159137055
gene-b4625	0.6158423716756689	1.0	0.5312478147900681	0.9324258712086567	0.25766948799473216	0.21631480100252806	host	symR	None	None	5.191433611420614
gene-b0246	0.7156262284640337	0.750408764281492	1.0	0.6172047381626419	0.4217998593366362	0.7070684052178083	host	yafW	None	None	0.21644004835665753
gene-b4807	1.0	0.6840427637114521	0.5281571847826119	0.5753437706540346	0.6656195025015194	0.8919588869526596	host	malH	None	None	0.17143082871669216
gene-b3905	1.0	0.6213291422807453	0.7409928208166945	0.7538747318983369	0.6705330251449815	0.7180400990374223	host	rhaS	None	None	0.03455438688963346
gene-b4594	0.6231261473766154	1.0	0.7326568744720745	0.622278492381101	0.2805325960223617	0.5289042419181517	host	ymgJ	None	None	0.11229768159034757
gene-b2245	1.0	0.49610640746275425	0.5468337272585797	0.349601821456782	0.34190160195744457	0.3917664889558107	host	yfaU	None	None	0.40546535262723366
gene-b1471	0.28065785104941643	1.0	0.32339442769612964	0.6335693407986168	0.5663775257727477	0.5758697926846018	host	yddK	None	None	0.019847630327271364
gene-b1430	1.0	0.8209973185463504	0.8046010537591358	0.5820536240316916	0.35286561994880267	0.46103665135784	host	tehB	None	None	0.8744105768254595
gene-b0095	1.0	0.5707898390304341	0.7006604825050622	0.39860752020614293	0.3713994451817691	0.3586897426278449	host	ftsZ	None	None	30.2332445597853
gene-b0238	0.6800261747522578	0.7441468662389987	1.0	0.6249346319250862	0.37784791581271016	0.2233662808035742	host	gpt	None	None	15.5295827500997
gene-b4437	1.0	0.5017711555674166	0.41358815465451404	0.47730417273769704	0.2851743956596104	0.48032852602405013	host	sibB	None	None	7.737278185077168
gene-b2918	0.9603417109194776	0.8740419869743086	0.5712193635844931	1.0	0.46693638439065427	0.8712714188364874	host	argK	None	None	0.09656126637642745
gene-b3375	1.0	0.676119300119598	0.6068126729087868	0.5539756257558349	0.3759543523082252	0.36453118139058216	host	frlR	None	None	0.42416584434871907
gene-b1092	0.9636720758152872	0.589123093932703	1.0	0.5409085421022743	0.32822673317613144	0.2362110092576593	host	fabD	None	None	73.32910394636856
gene-b1675	1.0	0.9190856661095562	0.7224023318937043	0.6836569621306599	0.2252889215601119	0.38019075973401145	host	fumD	None	None	4.6701697435456575
gene-b1189	1.0	0.39258907099519286	0.33327899570403596	0.17898068333040917	0.237448331615739	0.35671365868056665	host	dadA	None	None	27.31346471769634
gene-b0782	1.0	0.555504911072249	0.505696394601283	0.26295170319602507	0.38943066124109804	0.4705934971526256	host	moaB	None	None	10.380899799005565
gene-b0493	1.0	0.6519845136207063	0.5317490759507383	0.3580635567554698	0.46624621755969087	0.5362634659008383	host	ybbO	None	None	0.8371830941437497
gene-b0422	1.0	0.8542882839666022	0.7153917249611224	0.6945573828101522	0.4330996481499403	0.3804012677766374	host	xseB	None	None	3.175308053464525
gene-b1123	0.997155115357779	0.6602519964448017	1.0	0.6736581405475972	0.2981905536855406	0.2623021761793773	host	potD	None	None	7.510361810243306
gene-b4078	1.0	0.618004674182199	0.4940602246965094	0.5128514514603923	0.3699642927559489	0.44015826416869064	host	yjcO	None	None	0.5191569686932797
gene-b4133	0.656965423417096	1.0	0.8773205126529585	0.5565946040431978	0.377813574542655	0.4842451107116037	host	cadC	None	None	0.10972895999815689
gene-b0044	1.0	0.35746244777504055	0.5808107532936682	0.9100766322088983	0.6098339735279045	0.8064454833999358	host	fixX	None	None	0.13300177864659665
gene-b1689	1.0	0.6635962442364498	0.3050816817280052	0.6724257392851712	0.6581918513759416	0.6117981914728317	host	ydiL	None	None	0.049402924194298724
gene-b2735	1.0	0.5939616256543191	0.6883599814410931	0.6398417308792184	0.5160894159376763	0.45882966875750675	host	ygbI	None	None	0.5043634686843128
gene-b1480	0.9655952176074706	1.0	0.42439827924927725	0.4024300930992058	0.21877896354374257	0.4632084321262055	host	sra	None	None	54.217572492256124
gene-b0914	0.8914964801615399	0.7210009978715745	1.0	0.49535197098308403	0.28949077697814457	0.27760548101634114	host	msbA	None	None	3.7418106832185476
gene-b4819	1.0	0.8293347073741579	0.39323035391066435	0.4562200797019653	0.23116543356747574	0.4352279555772864	host	ypeD	None	None	4.768447755003169
gene-b1921	1.0	0.680614667415785	0.32017792755323427	0.6874942716430671	0.4301158086415321	0.429084721137009	host	fliZ	None	None	0.20372927802386043
gene-b4592	1.0	0.7481179361750699	0.6858299224511907	0.6086607065492672	0.26222896316153016	0.30406577521885975	host	appX	None	None	2.102740225375827
gene-T7p16	0.00019714863781978556	9.269465596229551e-05	0.00017934022623015652	0.18300824422340065	1.0	0.7251619734900672	phage	gene-T7p16	late	late	1395.3802982815241
gene-b4132	0.5503044485189945	0.3550128514251811	0.261978721281592	0.48617410445489756	0.33749960591768424	1.0	host	cadB	None	None	0.12455521007478389
gene-b4506	0.9416975168423343	1.0	0.7094727414505195	0.9798098921465127	0.5829801332834348	0.3630262209004715	host	ykgO	None	None	0.2494128341343702
gene-b2015	1.0	0.7766161099513743	0.5647840837467909	0.42156965126295565	0.3365864653413443	0.5596737057822969	host	yeeY	None	None	0.4736320999341981
gene-b2342	1.0	0.8136308538788428	0.7299024915088803	0.3575976421494368	0.3744566560042505	0.6305923398498483	host	fadI	None	None	0.2742903018544374
gene-b3687	0.6925155693198347	0.6462032257571021	0.3455727867789057	0.4327388766312584	0.5374560251353917	1.0	host	ibpA	None	None	0.4762109035294813
gene-b3479	0.9881945483184821	0.5832208649676326	1.0	0.5855340337378324	0.41365772388952954	0.574383046998786	host	nikD	None	None	0.19071822442291572
gene-b2235	1.0	0.5026066879817915	0.8161000720365699	0.5082297501664647	0.3142919143727746	0.32175758797482035	host	nrdB	None	None	6.863345469441457
gene-b2468	1.0	0.5930669595944317	0.5498001321819034	0.4404854185369558	0.4355867137483778	0.47018622717077807	host	aegA	None	None	0.14659225154308284
gene-b3825	1.0	0.538133360850948	0.5315416263878097	0.441471751982023	0.34476093625132037	0.37215383132280117	host	pldB	None	None	2.7313058800741143
gene-b4690	1.0	0.6533296176549713	0.6572892326381116	0.2677545163688189	0.27051760959319837	0.3761032184310707	host	eyeA	None	None	3.8310034918887492
gene-b1570	0.74828383460889	0.768993571252208	0.5731529668085653	1.0	0.39331010727251997	0.46513557550284923	host	dicA	None	None	0.3865344851499924
gene-b3411	1.0	0.6859412528620771	0.5296046160287342	0.5558291900815866	0.37681317986151375	0.4346124974719863	host	rpnA	None	None	0.2667416575204892
gene-b3760	0.6338554265077027	0.782390487110206	1.0	0.6290900003992573	0.21899889452170676	0.23748155001435123	host	aspT	None	None	723.8992204287358
gene-b2573	1.0	0.5550232744772915	0.5321491743342958	0.4969641659760775	0.4301973681317432	0.501739348380829	host	rpoE	None	None	10.954598873307194
gene-b0666	0.7525538931311494	0.8742014514334163	1.0	0.675033109680418	0.47671759790330054	0.46595305974229523	host	metU	None	None	217.978210596733
gene-b2969	0.8357811871225339	0.9140936531225813	0.750430102828142	1.0	0.3993516924457858	0.4123245564667923	host	yghE	None	None	0.7617341332191231
gene-b0652	1.0	0.5697413502723518	0.5710847963415862	0.29619779797191775	0.23150579707379917	0.3010582880575261	host	gltL	None	None	11.27757330286973
gene-b0488	1.0	0.6534718826084155	0.5448126076240973	0.3910191464572748	0.3948290295766255	0.46278401806248665	host	ybbJ	None	None	1.6865415063122293
gene-b2243	1.0	0.45530522385439537	0.5041094177820312	0.4114203430688648	0.4750296907244223	0.8429044946980631	host	glpC	None	None	0.07017146089076573
gene-b4789	1.0	0.708932027628653	0.5314523343476218	0.31646799584881163	0.2991140379624512	0.5845482572326077	host	yhgP	None	None	16.75696541686725
gene-b0049	1.0	0.6498805152388268	0.6088093805280195	0.46635511636703403	0.35403703936413816	0.3833887414891969	host	apaH	None	None	2.643386286773085
