	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
2322	PQ109076.1	Genbank	gene	27	404	.	-	.	gene-Lalka27a_1	Lalka27a_1	Gene	protein_coding	Lalka27a_1	gene-Lalka27a_1	Ulx-like anti-restriction protein	Ulx-like anti-restriction	1629	moron, auxiliary metabolic gene and host takeover	middle	late
2323	PQ109076.1	Genbank	gene	397	6621	.	-	.	gene-Lalka27a_2	Lalka27a_2	Gene	protein_coding	Lalka27a_2	gene-Lalka27a_2	DarB-like anti-restriction protein	DNA methyltransferase	11801	other	late	late
2324	PQ109076.1	Genbank	gene	6747	7469	.	+	.	gene-Lalka27a_3	Lalka27a_3	Gene	protein_coding	Lalka27a_3	gene-Lalka27a_3	ssDNA binding protein	single strand DNA binding protein	44	DNA, RNA and nucleotide metabolism	middle	late
2325	PQ109076.1	Genbank	gene	7659	8942	.	-	.	gene-Lalka27a_4	Lalka27a_4	Gene	protein_coding	Lalka27a_4	gene-Lalka27a_4	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
2326	PQ109076.1	Genbank	gene	9045	9293	.	+	.	gene-Lalka27a_5	Lalka27a_5	Gene	protein_coding	Lalka27a_5	gene-Lalka27a_5	hypothetical protein	hypothetical protein	No_PHROG	unknown function	early	late
2327	PQ109076.1	Genbank	gene	9299	9967	.	+	.	gene-Lalka27a_6	Lalka27a_6	Gene	protein_coding	Lalka27a_6	gene-Lalka27a_6	hypothetical protein	hypothetical protein	No_PHROG	unknown function	early	late
2328	PQ109076.1	Genbank	gene	10005	10778	.	-	.	gene-Lalka27a_7	Lalka27a_7	Gene	protein_coding	Lalka27a_7	gene-Lalka27a_7	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
2329	PQ109076.1	Genbank	gene	10789	11217	.	-	.	gene-Lalka27a_8	Lalka27a_8	Gene	protein_coding	Lalka27a_8	gene-Lalka27a_8	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
2330	PQ109076.1	Genbank	gene	11214	11843	.	-	.	gene-Lalka27a_9	Lalka27a_9	Gene	protein_coding	Lalka27a_9	gene-Lalka27a_9	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
2331	PQ109076.1	Genbank	gene	11895	13658	.	+	.	gene-Lalka27a_10	Lalka27a_10	Gene	protein_coding	Lalka27a_10	gene-Lalka27a_10	portal protein	portal protein	11117	head and packaging	middle	late
2332	PQ109076.1	Genbank	gene	13645	14595	.	+	.	gene-Lalka27a_11	Lalka27a_11	Gene	protein_coding	Lalka27a_11	gene-Lalka27a_11	minor head protein	hypothetical protein	6577	unknown function	middle	late
2333	PQ109076.1	Genbank	gene	14659	15639	.	+	.	gene-Lalka27a_12	Lalka27a_12	Gene	protein_coding	Lalka27a_12	gene-Lalka27a_12	vWA domain-containing protein	hypothetical protein	19072	unknown function	middle	late
2334	PQ109076.1	Genbank	gene	15636	16982	.	+	.	gene-Lalka27a_13	Lalka27a_13	Gene	protein_coding	Lalka27a_13	gene-Lalka27a_13	hypothetical protein	hypothetical protein	35217	unknown function	middle	middle
2335	PQ109076.1	Genbank	gene	16979	18877	.	+	.	gene-Lalka27a_14	Lalka27a_14	Gene	protein_coding	Lalka27a_14	gene-Lalka27a_14	AAA family ATPase	hypothetical protein	22605	unknown function	middle	late
2336	PQ109076.1	Genbank	gene	18880	19038	.	+	.	gene-Lalka27a_15	Lalka27a_15	Gene	protein_coding	Lalka27a_15	gene-Lalka27a_15	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	middle
2337	PQ109076.1	Genbank	gene	19071	19295	.	+	.	gene-Lalka27a_16	Lalka27a_16	Gene	protein_coding	Lalka27a_16	gene-Lalka27a_16	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
2338	PQ109076.1	Genbank	gene	19360	21381	.	+	.	gene-Lalka27a_17	Lalka27a_17	Gene	protein_coding	Lalka27a_17	gene-Lalka27a_17	TerL	terminase large subunit	675	head and packaging	middle	late
2339	PQ109076.1	Genbank	gene	21378	21986	.	-	.	gene-Lalka27a_18	Lalka27a_18	Gene	protein_coding	Lalka27a_18	gene-Lalka27a_18	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	middle
2340	PQ109076.1	Genbank	gene	21983	22372	.	-	.	gene-Lalka27a_19	Lalka27a_19	Gene	protein_coding	Lalka27a_19	gene-Lalka27a_19	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	middle
2341	PQ109076.1	Genbank	gene	22314	23120	.	-	.	gene-Lalka27a_20	Lalka27a_20	Gene	protein_coding	Lalka27a_20	gene-Lalka27a_20	dNMP kinase	deoxynucleoside monophosphate kinase	139	other	middle	late
2342	PQ109076.1	Genbank	gene	23113	23745	.	-	.	gene-Lalka27a_21	Lalka27a_21	Gene	protein_coding	Lalka27a_21	gene-Lalka27a_21	nucleotidase	hypothetical protein	37590	unknown function	middle	middle
2343	PQ109076.1	Genbank	gene	23732	25003	.	-	.	gene-Lalka27a_22	Lalka27a_22	Gene	protein_coding	Lalka27a_22	gene-Lalka27a_22	exonuclease	DNA repair exonuclease	704	DNA, RNA and nucleotide metabolism	middle	middle
2344	PQ109076.1	Genbank	gene	25143	25457	.	-	.	gene-Lalka27a_23	Lalka27a_23	Gene	protein_coding	Lalka27a_23	gene-Lalka27a_23	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
2345	PQ109076.1	Genbank	gene	25457	25876	.	-	.	gene-Lalka27a_24	Lalka27a_24	Gene	protein_coding	Lalka27a_24	gene-Lalka27a_24	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
