	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
3612	NC_009016.1	RefSeq	gene	132.0	353.0	.	-	.	gene-VPVV882_gp01	VPVV882_gp01	Gene	protein_coding	VPVV882_gp01	gene-VPVV882_gp01	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	middle
3613	NC_009016.1	RefSeq	gene	208.0	774.0	.	+	.	gene-VPVV882_gp02	VPVV882_gp02	Gene	protein_coding	VPVV882_gp02	gene-VPVV882_gp02	terminase small subunit	terminase small subunit	57	head and packaging	middle	late
3614	NC_009016.1	RefSeq	gene	353.0	604.0	.	-	.	gene-VPVV882_gp03	VPVV882_gp03	Gene	protein_coding	VPVV882_gp03	gene-VPVV882_gp03	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3615	NC_009016.1	RefSeq	gene	608.0	2677.0	.	+	.	gene-VPVV882_gp04	VPVV882_gp04	Gene	protein_coding	VPVV882_gp04	gene-VPVV882_gp04	terminase large subunit	terminase large subunit	15	head and packaging	middle	late
3616	NC_009016.1	RefSeq	gene	2674.0	3204.0	.	+	.	gene-VPVV882_gp05	VPVV882_gp05	Gene	protein_coding	VPVV882_gp05	gene-VPVV882_gp05	head-tail joining	head-tail joining	5774	connector	middle	late
3617	NC_009016.1	RefSeq	gene	3204.0	4721.0	.	+	.	gene-VPVV882_gp06	VPVV882_gp06	Gene	protein_coding	VPVV882_gp06	gene-VPVV882_gp06	portal protein	portal protein	21	head and packaging	middle	late
3618	NC_009016.1	RefSeq	gene	4678.0	6576.0	.	+	.	gene-VPVV882_gp07	VPVV882_gp07	Gene	protein_coding	VPVV882_gp07	gene-VPVV882_gp07	major head protein	major head protein	617	head and packaging	middle	late
3619	NC_009016.1	RefSeq	gene	4852.0	5049.0	.	-	.	gene-VPVV882_gp08	VPVV882_gp08	Gene	protein_coding	VPVV882_gp08	gene-VPVV882_gp08	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3620	NC_009016.1	RefSeq	gene	5641.0	6048.0	.	-	.	gene-VPVV882_gp09	VPVV882_gp09	Gene	protein_coding	VPVV882_gp09	gene-VPVV882_gp09	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3621	NC_009016.1	RefSeq	gene	6639.0	6803.0	.	+	.	gene-VPVV882_gp10	VPVV882_gp10	Gene	protein_coding	VPVV882_gp10	gene-VPVV882_gp10	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3622	NC_009016.1	RefSeq	gene	6803.0	7165.0	.	+	.	gene-VPVV882_gp11	VPVV882_gp11	Gene	protein_coding	VPVV882_gp11	gene-VPVV882_gp11	head closure Hc1	head closure Hc1	82	connector	middle	late
3623	NC_009016.1	RefSeq	gene	7116.0	7697.0	.	-	.	gene-VPVV882_gp12	VPVV882_gp12	Gene	protein_coding	VPVV882_gp12	gene-VPVV882_gp12	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	middle
3624	NC_009016.1	RefSeq	gene	7137.0	7670.0	.	+	.	gene-VPVV882_gp13	VPVV882_gp13	Gene	protein_coding	VPVV882_gp13	gene-VPVV882_gp13	tail completion or Neck1 protein	tail completion or Neck1 protein	27	connector	middle	middle
3625	NC_009016.1	RefSeq	gene	7657.0	8190.0	.	+	.	gene-VPVV882_gp14	VPVV882_gp14	Gene	protein_coding	VPVV882_gp14	gene-VPVV882_gp14	putative phage-related protein	hypothetical protein	1072	unknown function	middle	late
3626	NC_009016.1	RefSeq	gene	8018.0	8761.0	.	-	.	gene-VPVV882_gp15	VPVV882_gp15	Gene	protein_coding	VPVV882_gp15	gene-VPVV882_gp15	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3627	NC_009016.1	RefSeq	gene	8147.0	8824.0	.	+	.	gene-VPVV882_gp16	VPVV882_gp16	Gene	protein_coding	VPVV882_gp16	gene-VPVV882_gp16	baseplate assembly protein	baseplate assembly protein	9992	tail	middle	late
3628	NC_009016.1	RefSeq	gene	8824.0	9021.0	.	+	.	gene-VPVV882_gp17	VPVV882_gp17	Gene	protein_coding	VPVV882_gp17	gene-VPVV882_gp17	putative phage-related protein	hypothetical protein	5576	unknown function	middle	late
3629	NC_009016.1	RefSeq	gene	9021.0	9353.0	.	+	.	gene-VPVV882_gp18	VPVV882_gp18	Gene	protein_coding	VPVV882_gp18	gene-VPVV882_gp18	baseplate protein	baseplate wedge subunit	43	tail	middle	late
3630	NC_009016.1	RefSeq	gene	9353.0	10345.0	.	+	.	gene-VPVV882_gp19	J	Gene	protein_coding	VPVV882_gp19	J	baseplate protein	baseplate protein	4226	tail	middle	late
3631	NC_009016.1	RefSeq	gene	10342.0	11073.0	.	+	.	gene-VPVV882_gp20	VPVV882_gp20	Gene	protein_coding	VPVV882_gp20	gene-VPVV882_gp20	tail protein	tail protein	48	tail	middle	late
3632	NC_009016.1	RefSeq	gene	11070.0	11594.0	.	+	.	gene-VPVV882_gp21	VPVV882_gp21	Gene	protein_coding	VPVV882_gp21	gene-VPVV882_gp21	tail fiber protein	tail fiber protein	3737	tail	middle	late
3633	NC_009016.1	RefSeq	gene	11604.0	11963.0	.	+	.	gene-VPVV882_gp22	VPVV882_gp22	Gene	protein_coding	VPVV882_gp22	gene-VPVV882_gp22	hypothetical protein	unknown function	1084	unknown function	middle	late
3634	NC_009016.1	RefSeq	gene	11956.0	12288.0	.	+	.	gene-VPVV882_gp23	VPVV882_gp23	Gene	protein_coding	VPVV882_gp23	gene-VPVV882_gp23	hypothetical protein	hypothetical protein	24308	unknown function	middle	late
3635	NC_009016.1	RefSeq	gene	12291.0	12965.0	.	+	.	gene-VPVV882_gp24	VPVV882_gp24	Gene	protein_coding	VPVV882_gp24	gene-VPVV882_gp24	tail fiber protein	tail fiber protein	23820	tail	middle	late
3636	NC_009016.1	RefSeq	gene	12973.0	13716.0	.	+	.	gene-VPVV882_gp25	VPVV882_gp25	Gene	protein_coding	VPVV882_gp25	gene-VPVV882_gp25	hypothetical protein	hypothetical protein	8748	unknown function	middle	middle
3637	NC_009016.1	RefSeq	gene	13727.0	13933.0	.	+	.	gene-VPVV882_gp26	VPVV882_gp26	Gene	protein_coding	VPVV882_gp26	gene-VPVV882_gp26	hypothetical protein	hypothetical protein	27919	unknown function	middle	middle
3638	NC_009016.1	RefSeq	gene	14008.0	14163.0	.	+	.	gene-VPVV882_gp27	VPVV882_gp27	Gene	protein_coding	VPVV882_gp27	gene-VPVV882_gp27	hypothetical protein	hypothetical protein	6423	unknown function	middle	late
3639	NC_009016.1	RefSeq	gene	14166.0	15332.0	.	+	.	gene-VPVV882_gp28	FI	Gene	protein_coding	VPVV882_gp28	FI	tail sheath protein	tail sheath	23	tail	middle	late
3640	NC_009016.1	RefSeq	gene	15332.0	15838.0	.	+	.	gene-VPVV882_gp29	VPVV882_gp29	Gene	protein_coding	VPVV882_gp29	gene-VPVV882_gp29	head closure	head closure	55	connector	middle	late
3641	NC_009016.1	RefSeq	gene	15915.0	16502.0	.	+	.	gene-VPVV882_gp30	VPVV882_gp30	Gene	protein_coding	VPVV882_gp30	gene-VPVV882_gp30	tail protein	hypothetical protein	17026	unknown function	middle	late
3642	NC_009016.1	RefSeq	gene	16619.0	19264.0	.	+	.	gene-VPVV882_gp31	VPVV882_gp31	Gene	protein_coding	VPVV882_gp31	gene-VPVV882_gp31	tail length tape measure protein	tail length tape measure protein	28	tail	middle	late
3643	NC_009016.1	RefSeq	gene	19264.0	19653.0	.	+	.	gene-VPVV882_gp32	VPVV882_gp32	Gene	protein_coding	VPVV882_gp32	gene-VPVV882_gp32	tail protein	tail protein	76	tail	middle	late
3644	NC_009016.1	RefSeq	gene	19616.0	19849.0	.	+	.	gene-VPVV882_gp33	VPVV882_gp33	Gene	protein_coding	VPVV882_gp33	gene-VPVV882_gp33	baseplate hub	baseplate hub	46	tail	middle	late
3645	NC_009016.1	RefSeq	gene	19646.0	19762.0	.	-	.	gene-VPVV882_gp34	VPVV882_gp34	Gene	protein_coding	VPVV882_gp34	gene-VPVV882_gp34	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3646	NC_009016.1	RefSeq	gene	19840.0	20850.0	.	+	.	gene-VPVV882_gp35	D	Gene	protein_coding	VPVV882_gp35	D	tail protein	tail protein	52	tail	middle	late
3647	NC_009016.1	RefSeq	gene	20588.0	20920.0	.	-	.	gene-VPVV882_gp36	VPVV882_gp36	Gene	protein_coding	VPVV882_gp36	gene-VPVV882_gp36	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3648	NC_009016.1	RefSeq	gene	21005.0	21766.0	.	+	.	gene-VPVV882_gp37	VPVV882_gp37	Gene	protein_coding	VPVV882_gp37	gene-VPVV882_gp37	DNA methyltransferase	DNA methyltransferase	56	other	middle	late
3649	NC_009016.1	RefSeq	gene	21779.0	22132.0	.	+	.	gene-VPVV882_gp38	VPVV882_gp38	Gene	protein_coding	VPVV882_gp38	gene-VPVV882_gp38	p26	hypothetical protein	717	unknown function	middle	late
3650	NC_009016.1	RefSeq	gene	22206.0	22421.0	.	-	.	gene-VPVV882_gp39	VPVV882_gp39	Gene	protein_coding	VPVV882_gp39	gene-VPVV882_gp39	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	middle
3651	NC_009016.1	RefSeq	gene	22415.0	22660.0	.	+	.	gene-VPVV882_gp40	VPVV882_gp40	Gene	protein_coding	VPVV882_gp40	gene-VPVV882_gp40	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3652	NC_009016.1	RefSeq	gene	22469.0	22681.0	.	-	.	gene-VPVV882_gp41	VPVV882_gp41	Gene	protein_coding	VPVV882_gp41	gene-VPVV882_gp41	hypothetical protein	hypothetical protein	27479	unknown function	middle	late
3653	NC_009016.1	RefSeq	gene	22680.0	22874.0	.	+	.	gene-VPVV882_gp42	VPVV882_gp42	Gene	protein_coding	VPVV882_gp42	gene-VPVV882_gp42	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3654	NC_009016.1	RefSeq	gene	22819.0	23103.0	.	-	.	gene-VPVV882_gp43	VPVV882_gp43	Gene	protein_coding	VPVV882_gp43	gene-VPVV882_gp43	hypothetical protein	hypothetical protein	19384	unknown function	middle	late
3655	NC_009016.1	RefSeq	gene	22901.0	23197.0	.	+	.	gene-VPVV882_gp44	VPVV882_gp44	Gene	protein_coding	VPVV882_gp44	gene-VPVV882_gp44	hypothetical protein	hypothetical protein	No_PHROG	unknown function	middle	late
3656	NC_009016.1	RefSeq	gene	23097.0	23399.0	.	-	.	gene-VPVV882_gp45	VPVV882_gp45	Gene	protein_coding	VPVV882_gp45	gene-VPVV882_gp45	putative phage-related protein	hypothetical protein	10957	unknown function	middle	late
3657	NC_009016.1	RefSeq	gene	23413.0	24033.0	.	-	.	gene-VPVV882_gp46	VPVV882_gp46	Gene	protein_coding	VPVV882_gp46	gene-VPVV882_gp46	DNA polymerase exonuclease subunit	DNA polymerase exonuclease subunit	192	DNA, RNA and nucleotide metabolism	middle	late
3658	NC_009016.1	RefSeq	gene	24038.0	24262.0	.	-	.	gene-VPVV882_gp47	VPVV882_gp47	Gene	protein_coding	VPVV882_gp47	gene-VPVV882_gp47	hypothetical protein	hypothetical protein	32786	unknown function	middle	late
