Geneid	8	24	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-PA1129	1.7160627828997872	1.457766349266341	host	gene-PA1129			0.7279199708908466
gene-PA0746	0.2130665843718358	0.886812447729274	host	gene-PA0746			0.1519305338496582
gene-PA4188	0.1502316176480326	0.19064980794577174	host	gene-PA4188			0.0316072931387795
gene-F358_gp32	6.656601968995318	243.03341681468385	phage	gene-F358_gp32			476.041214868263
gene-PA1455	26.523066440299896	14.421864576179843	host	fliA			12.384124299517914
gene-PA4690.3	251.9125415435126	39.31128146222886	host	gene-PA4690.3			93.80631432210438
gene-PA5558	172.09296980329435	32.26946024052313	host	atpF			25.240521122077467
gene-PA5487	12.725157703310112	5.405117658400126	host	gene-PA5487			2.138259416057805
gene-PA4479	26.32844891235262	19.26577524174637	host	mreD			5.363431475733422
gene-PA1830	12.539252576435352	3.4058612771695636	host	gene-PA1830			2.0343751367735567
gene-PA1994	3.447110390977439	0.13403247025422438	host	gene-PA1994			1.4595098976306107
gene-PA5239	70.39918492261558	7.742408286020307	host	rho			28.602377514848907
gene-PA0223	1.2322047188647915	0.34939727516313823	host	gene-PA0223			0.2170607258412072
gene-PA0063	7.50443052548205	5.05207394926515	host	gene-PA0063			3.1381302404183304
gene-PA2313	1.6304727752804598	0.24136134567005207	host	gene-PA2313			1.1508951204620632
gene-PA5552	4.512076747126748	0.7294740781060014	host	glmU			0.2511321227465632
gene-PA1902	0.08485165072715117	0.17103323545332022	host	phzD2			0.06815393679331155
gene-PA1577	24.903577676918548	2.9272493083549307	host	gene-PA1577			5.269210830373124
gene-PA2136	3.3444605757606447	1.7615487079599994	host	gene-PA2136			3.4878117994840014
gene-PA0427	7.741876499844526	0.44757614530107404	host	oprM			1.3067605006720142
gene-PA1738	6.802243004901521	1.8167474768598044	host	gene-PA1738			2.236565246109702
gene-PA0864	2.7963950651163803	1.6809589735247465	host	gene-PA0864			1.3396728623660328
gene-PA0295	6.886448790891528	0.08324682411812212	host	gene-PA0295			1.595598606497369
gene-PA4937.1	96.12416923887577	786.8253611697583	host	gene-PA4937.1			860.3755302691299
gene-PA0430	28.974372304549703	5.236013050051227	host	metF			6.1876196803088845
gene-PA0750	5.003462965436581	1.3398672707237154	host	ung			1.0857457216687687
gene-PA0120	0.997170562554627	2.0673706992782623	host	gene-PA0120			0.40679671765912845
gene-PA1032	9.82895784195012	1.3397646250247064	host	quiP			2.0356768365697375
