	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
0	AE004091.2	Genbank	gene	483.0	2027.0	.	+	.	gene-PA0001	dnaA	Gene	protein_coding	PA0001	dnaA	chromosomal replication initiator protein DnaA	chromosomal replication initiator protein DnaA	No_PHROG	protein_coding		
1	AE004091.2	Genbank	gene	2056.0	3159.0	.	+	.	gene-PA0002	dnaN	Gene	protein_coding	PA0002	dnaN	DNA polymerase III%2C beta chain	DNA polymerase III%2C beta chain	No_PHROG	protein_coding		
2	AE004091.2	Genbank	gene	3169.0	4278.0	.	+	.	gene-PA0003	recF	Gene	protein_coding	PA0003	recF	RecF protein	RecF protein	No_PHROG	protein_coding		
3	AE004091.2	Genbank	gene	4275.0	6695.0	.	+	.	gene-PA0004	gyrB	Gene	protein_coding	PA0004	gyrB	DNA gyrase subunit B	DNA gyrase subunit B	No_PHROG	protein_coding		
4	AE004091.2	Genbank	gene	7018.0	7791.0	.	-	.	gene-PA0005	lptA	Gene	protein_coding	PA0005	lptA	lysophosphatidic acid acyltransferase%2C LptA	lysophosphatidic acid acyltransferase%2C LptA	No_PHROG	protein_coding		
5	AE004091.2	Genbank	gene	7803.0	8339.0	.	-	.	gene-PA0006	PA0006	Gene	protein_coding	PA0006	gene-PA0006	conserved hypothetical protein	conserved hypothetical protein	No_PHROG	protein_coding		
6	AE004091.2	Genbank	gene	8671.0	10377.0	.	+	.	gene-PA0007	PA0007	Gene	protein_coding	PA0007	gene-PA0007	hypothetical protein	hypothetical protein	No_PHROG	protein_coding		
7	AE004091.2	Genbank	gene	10434.0	12488.0	.	-	.	gene-PA0008	glyS	Gene	protein_coding	PA0008	glyS	glycyl-tRNA synthetase beta chain	glycyl-tRNA synthetase beta chain	No_PHROG	protein_coding		
8	AE004091.2	Genbank	gene	12488.0	13435.0	.	-	.	gene-PA0009	glyQ	Gene	protein_coding	PA0009	glyQ	glycyl-tRNA synthetase alpha chain	glycyl-tRNA synthetase alpha chain	No_PHROG	protein_coding		
9	AE004091.2	Genbank	gene	13540.0	14091.0	.	+	.	gene-PA0010	tag	Gene	protein_coding	PA0010	tag	DNA-3-methyladenine glycosidase I	DNA-3-methyladenine glycosidase I	No_PHROG	protein_coding		
10	AE004091.2	Genbank	gene	14235.0	15122.0	.	+	.	gene-PA0011	PA0011	Gene	protein_coding	PA0011	gene-PA0011	probable 2-OH-lauroyltransferase	probable 2-OH-lauroyltransferase	No_PHROG	protein_coding		
11	AE004091.2	Genbank	gene	15207.0	15473.0	.	+	.	gene-PA0012	PA0012	Gene	protein_coding	PA0012	gene-PA0012	hypothetical protein	hypothetical protein	No_PHROG	protein_coding		
12	AE004091.2	Genbank	gene	15620.0	16273.0	.	+	.	gene-PA0013	PA0013	Gene	protein_coding	PA0013	gene-PA0013	conserved hypothetical protein	conserved hypothetical protein	No_PHROG	protein_coding		
13	AE004091.2	Genbank	gene	16335.0	16607.0	.	-	.	gene-PA0014	PA0014	Gene	protein_coding	PA0014	gene-PA0014	hypothetical protein	hypothetical protein	No_PHROG	protein_coding		
14	AE004091.2	Genbank	gene	16900.0	17217.0	.	-	.	gene-PA0015	PA0015	Gene	protein_coding	PA0015	gene-PA0015	hypothetical protein	hypothetical protein	No_PHROG	protein_coding		
15	AE004091.2	Genbank	gene	17366.0	18739.0	.	-	.	gene-PA0016	trkA	Gene	protein_coding	PA0016	trkA	potassium uptake protein TrkA	potassium uptake protein TrkA	No_PHROG	protein_coding		
16	AE004091.2	Genbank	gene	18767.0	20071.0	.	-	.	gene-PA0017	PA0017	Gene	protein_coding	PA0017	gene-PA0017	conserved hypothetical protein	conserved hypothetical protein	No_PHROG	protein_coding		
17	AE004091.2	Genbank	gene	20068.0	21012.0	.	-	.	gene-PA0018	fmt	Gene	protein_coding	PA0018	fmt	methionyl-tRNA formyltransferase	methionyl-tRNA formyltransferase	No_PHROG	protein_coding		
18	AE004091.2	Genbank	gene	21067.0	21573.0	.	-	.	gene-PA0019	def	Gene	protein_coding	PA0019	def	polypeptide deformylase	polypeptide deformylase	No_PHROG	protein_coding		
19	AE004091.2	Genbank	gene	21712.0	22737.0	.	+	.	gene-PA0020	PA0020	Gene	protein_coding	PA0020	gene-PA0020	hypothetical protein	hypothetical protein	No_PHROG	protein_coding		
20	AE004091.2	Genbank	gene	22872.0	23960.0	.	+	.	gene-PA0021	PA0021	Gene	protein_coding	PA0021	gene-PA0021	conserved hypothetical protein	conserved hypothetical protein	No_PHROG	protein_coding		
21	AE004091.2	Genbank	gene	24001.0	24558.0	.	+	.	gene-PA0022	PA0022	Gene	protein_coding	PA0022	gene-PA0022	conserved hypothetical protein	conserved hypothetical protein	No_PHROG	protein_coding		
