	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
0	NZ_VIQP01000010.1	RefSeq	gene	4	165	.	+	.	gene-FLV31_RS20270	FLV31_RS20270	Gene	protein_coding	FLV31_RS20270	gene-FLV31_RS20270	integrase core domain-containing protein	integrase core domain-containing protein	No_PHROG	protein_coding	None	None
1	NZ_VIQP01000010.1	RefSeq	gene	238	322	.	-	.	gene-FLV31_RS17065	FLV31_RS17065	Gene	tRNA	FLV31_RS17065	gene-FLV31_RS17065	tRNA-Ser	tRNA-Ser	No_PHROG	tRNA	None	None
2	NZ_VIQP01000010.1	RefSeq	gene	546	1181	.	+	.	gene-FLV31_RS17070	FLV31_RS17070	Gene	protein_coding	FLV31_RS17070	gene-FLV31_RS17070	NAD(P)H-dependent oxidoreductase	NAD(P)H-dependent oxidoreductase	No_PHROG	protein_coding	None	None
3	NZ_VIQP01000010.1	RefSeq	gene	1262	2455	.	+	.	gene-FLV31_RS17075	FLV31_RS17075	Gene	protein_coding	FLV31_RS17075	gene-FLV31_RS17075	DegT/DnrJ/EryC1/StrS family aminotransferase	DegT/DnrJ/EryC1/StrS family aminotransferase	No_PHROG	protein_coding	None	None
4	NZ_VIQP01000010.1	RefSeq	gene	2452	3573	.	-	.	gene-FLV31_RS17080	ribB	Gene	protein_coding	FLV31_RS17080	ribB	3%2C4-dihydroxy-2-butanone-4-phosphate synthase	3%2C4-dihydroxy-2-butanone-4-phosphate synthase	No_PHROG	protein_coding	None	None
5	NZ_VIQP01000010.1	RefSeq	gene	3588	5000	.	-	.	gene-FLV31_RS17085	FLV31_RS17085	Gene	protein_coding	FLV31_RS17085	gene-FLV31_RS17085	LptF/LptG family permease	LptF/LptG family permease	No_PHROG	protein_coding	None	None
6	NZ_VIQP01000010.1	RefSeq	gene	5073	5714	.	-	.	gene-FLV31_RS17090	FLV31_RS17090	Gene	protein_coding	FLV31_RS17090	gene-FLV31_RS17090	LolA family protein	LolA family protein	No_PHROG	protein_coding	None	None
7	NZ_VIQP01000010.1	RefSeq	gene	5724	8120	.	-	.	gene-FLV31_RS17095	FLV31_RS17095	Gene	protein_coding	FLV31_RS17095	gene-FLV31_RS17095	FtsK/SpoIIIE family DNA translocase	FtsK/SpoIIIE family DNA translocase	No_PHROG	protein_coding	None	None
8	NZ_VIQP01000010.1	RefSeq	gene	8184	8552	.	-	.	gene-FLV31_RS17100	FLV31_RS17100	Gene	protein_coding	FLV31_RS17100	gene-FLV31_RS17100	diacylglycerol kinase	diacylglycerol kinase	No_PHROG	protein_coding	None	None
9	NZ_VIQP01000010.1	RefSeq	gene	8545	9051	.	-	.	gene-FLV31_RS17105	tpx	Gene	protein_coding	FLV31_RS17105	tpx	thiol peroxidase	thiol peroxidase	No_PHROG	protein_coding	None	None
10	NZ_VIQP01000010.1	RefSeq	gene	9186	9443	.	-	.	gene-FLV31_RS17110	FLV31_RS17110	Gene	protein_coding	FLV31_RS17110	gene-FLV31_RS17110	DUF6952 family protein	DUF6952 family protein	No_PHROG	protein_coding	None	None
11	NZ_VIQP01000010.1	RefSeq	gene	9424	9738	.	-	.	gene-FLV31_RS17115	FLV31_RS17115	Gene	protein_coding	FLV31_RS17115	gene-FLV31_RS17115	thioredoxin family protein	thioredoxin family protein	No_PHROG	protein_coding	None	None
12	NZ_VIQP01000010.1	RefSeq	gene	9793	10437	.	-	.	gene-FLV31_RS17120	FLV31_RS17120	Gene	protein_coding	FLV31_RS17120	gene-FLV31_RS17120	peroxiredoxin	peroxiredoxin	No_PHROG	protein_coding	None	None
13	NZ_VIQP01000010.1	RefSeq	gene	10678	12183	.	-	.	gene-FLV31_RS17125	nhaC	Gene	protein_coding	FLV31_RS17125	nhaC	Na+/H+ antiporter NhaC	Na+/H+ antiporter NhaC	No_PHROG	protein_coding	None	None
14	NZ_VIQP01000010.1	RefSeq	gene	12255	13475	.	-	.	gene-FLV31_RS17130	FLV31_RS17130	Gene	protein_coding	FLV31_RS17130	gene-FLV31_RS17130	trans-sulfuration enzyme family protein	trans-sulfuration enzyme family protein	No_PHROG	protein_coding	None	None
15	NZ_VIQP01000010.1	RefSeq	gene	13716	14174	.	+	.	gene-FLV31_RS17135	FLV31_RS17135	Gene	protein_coding	FLV31_RS17135	gene-FLV31_RS17135	Lrp/AsnC family transcriptional regulator	Lrp/AsnC family transcriptional regulator	No_PHROG	protein_coding	None	None
16	NZ_VIQP01000010.1	RefSeq	gene	14268	15674	.	+	.	gene-FLV31_RS17140	lpdA	Gene	protein_coding	FLV31_RS17140	lpdA	dihydrolipoyl dehydrogenase	dihydrolipoyl dehydrogenase	No_PHROG	protein_coding	None	None
17	NZ_VIQP01000010.1	RefSeq	gene	15840	16850	.	+	.	gene-FLV31_RS17145	mgrA	Gene	protein_coding	FLV31_RS17145	mgrA	L-glyceraldehyde 3-phosphate reductase	L-glyceraldehyde 3-phosphate reductase	No_PHROG	protein_coding	None	None
18	NZ_VIQP01000010.1	RefSeq	gene	16915	17148	.	-	.	gene-FLV31_RS17150	FLV31_RS17150	Gene	protein_coding	FLV31_RS17150	gene-FLV31_RS17150	CDGSH iron-sulfur domain-containing protein	CDGSH iron-sulfur domain-containing protein	No_PHROG	protein_coding	None	None
19	NZ_VIQP01000010.1	RefSeq	gene	17208	18401	.	-	.	gene-FLV31_RS17155	FLV31_RS17155	Gene	protein_coding	FLV31_RS17155	gene-FLV31_RS17155	heparan-alpha-glucosaminide N-acetyltransferase domain-containing protein	heparan-alpha-glucosaminide N-acetyltransferase domain-containing protein	No_PHROG	protein_coding	None	None
20	NZ_VIQP01000010.1	RefSeq	gene	18534	19070	.	+	.	gene-FLV31_RS17160	FLV31_RS17160	Gene	protein_coding	FLV31_RS17160	gene-FLV31_RS17160	NADPH-dependent FMN reductase	NADPH-dependent FMN reductase	No_PHROG	protein_coding	None	None
21	NZ_VIQP01000010.1	RefSeq	gene	19074	20378	.	+	.	gene-FLV31_RS17165	FLV31_RS17165	Gene	protein_coding	FLV31_RS17165	gene-FLV31_RS17165	anthranilate synthase component I family protein	anthranilate synthase component I family protein	No_PHROG	protein_coding	None	None
22	NZ_VIQP01000010.1	RefSeq	gene	20426	21730	.	+	.	gene-FLV31_RS17170	tilS	Gene	protein_coding	FLV31_RS17170	tilS	tRNA lysidine(34) synthetase TilS	tRNA lysidine(34) synthetase TilS	No_PHROG	protein_coding	None	None
23	NZ_VIQP01000010.1	RefSeq	gene	21730	23694	.	+	.	gene-FLV31_RS17175	FLV31_RS17175	Gene	protein_coding	FLV31_RS17175	gene-FLV31_RS17175	protein-disulfide reductase DsbD family protein	protein-disulfide reductase DsbD family protein	No_PHROG	protein_coding	None	None
24	NZ_VIQP01000010.1	RefSeq	gene	23715	24143	.	+	.	gene-FLV31_RS17180	FLV31_RS17180	Gene	protein_coding	FLV31_RS17180	gene-FLV31_RS17180	DUF1801 domain-containing protein	DUF1801 domain-containing protein	No_PHROG	protein_coding	None	None
25	NZ_VIQP01000010.1	RefSeq	gene	24213	25370	.	-	.	gene-FLV31_RS17185	FLV31_RS17185	Gene	protein_coding	FLV31_RS17185	gene-FLV31_RS17185	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
26	NZ_VIQP01000010.1	RefSeq	gene	25692	28085	.	+	.	gene-FLV31_RS17190	FLV31_RS17190	Gene	protein_coding	FLV31_RS17190	gene-FLV31_RS17190	penicillin acylase family protein	penicillin acylase family protein	No_PHROG	protein_coding	None	None
27	NZ_VIQP01000010.1	RefSeq	gene	28143	29678	.	+	.	gene-FLV31_RS17195	FLV31_RS17195	Gene	protein_coding	FLV31_RS17195	gene-FLV31_RS17195	YifB family Mg chelatase-like AAA ATPase	YifB family Mg chelatase-like AAA ATPase	No_PHROG	protein_coding	None	None
28	NZ_VIQP01000010.1	RefSeq	gene	29816	30538	.	+	.	gene-FLV31_RS17200	FLV31_RS17200	Gene	protein_coding	FLV31_RS17200	gene-FLV31_RS17200	DUF6503 family protein	DUF6503 family protein	No_PHROG	protein_coding	None	None
29	NZ_VIQP01000010.1	RefSeq	gene	30822	31265	.	-	.	gene-FLV31_RS17205	FLV31_RS17205	Gene	protein_coding	FLV31_RS17205	gene-FLV31_RS17205	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
30	NZ_VIQP01000010.1	RefSeq	gene	31483	32583	.	+	.	gene-FLV31_RS17210	FLV31_RS17210	Gene	protein_coding	FLV31_RS17210	gene-FLV31_RS17210	DUF2891 domain-containing protein	DUF2891 domain-containing protein	No_PHROG	protein_coding	None	None
31	NZ_VIQP01000010.1	RefSeq	gene	32586	33776	.	+	.	gene-FLV31_RS17215	FLV31_RS17215	Gene	protein_coding	FLV31_RS17215	gene-FLV31_RS17215	Nramp family divalent metal transporter	Nramp family divalent metal transporter	No_PHROG	protein_coding	None	None
32	NZ_VIQP01000010.1	RefSeq	gene	33787	34521	.	+	.	gene-FLV31_RS17220	pxpA	Gene	protein_coding	FLV31_RS17220	pxpA	5-oxoprolinase subunit PxpA	5-oxoprolinase subunit PxpA	No_PHROG	protein_coding	None	None
33	NZ_VIQP01000010.1	RefSeq	gene	34518	35255	.	+	.	gene-FLV31_RS17225	pxpB	Gene	protein_coding	FLV31_RS17225	pxpB	5-oxoprolinase subunit PxpB	5-oxoprolinase subunit PxpB	No_PHROG	protein_coding	None	None
34	NZ_VIQP01000010.1	RefSeq	gene	35248	36087	.	+	.	gene-FLV31_RS17230	FLV31_RS17230	Gene	protein_coding	FLV31_RS17230	gene-FLV31_RS17230	5-oxoprolinase subunit C family protein	5-oxoprolinase subunit C family protein	No_PHROG	protein_coding	None	None
35	NZ_VIQP01000010.1	RefSeq	gene	36088	37455	.	-	.	gene-FLV31_RS17235	FLV31_RS17235	Gene	protein_coding	FLV31_RS17235	gene-FLV31_RS17235	aldehyde dehydrogenase	aldehyde dehydrogenase	No_PHROG	protein_coding	None	None
36	NZ_VIQP01000010.1	RefSeq	gene	37849	39525	.	+	.	gene-FLV31_RS17240	ilvD	Gene	protein_coding	FLV31_RS17240	ilvD	dihydroxy-acid dehydratase	dihydroxy-acid dehydratase	No_PHROG	protein_coding	None	None
37	NZ_VIQP01000010.1	RefSeq	gene	39575	41314	.	+	.	gene-FLV31_RS17245	ilvB	Gene	protein_coding	FLV31_RS17245	ilvB	biosynthetic-type acetolactate synthase large subunit	biosynthetic-type acetolactate synthase large subunit	No_PHROG	protein_coding	None	None
38	NZ_VIQP01000010.1	RefSeq	gene	41316	41897	.	+	.	gene-FLV31_RS17250	FLV31_RS17250	Gene	protein_coding	FLV31_RS17250	gene-FLV31_RS17250	O-methyltransferase	O-methyltransferase	No_PHROG	protein_coding	None	None
39	NZ_VIQP01000010.1	RefSeq	gene	41945	42475	.	+	.	gene-FLV31_RS17255	ilvN	Gene	protein_coding	FLV31_RS17255	ilvN	acetolactate synthase small subunit	acetolactate synthase small subunit	No_PHROG	protein_coding	None	None
40	NZ_VIQP01000010.1	RefSeq	gene	42504	43979	.	+	.	gene-FLV31_RS17260	ilvC	Gene	protein_coding	FLV31_RS17260	ilvC	ketol-acid reductoisomerase	ketol-acid reductoisomerase	No_PHROG	protein_coding	None	None
41	NZ_VIQP01000010.1	RefSeq	gene	44049	45302	.	+	.	gene-FLV31_RS17265	ilvA	Gene	protein_coding	FLV31_RS17265	ilvA	threonine ammonia-lyase IlvA	threonine ammonia-lyase IlvA	No_PHROG	protein_coding	None	None
42	NZ_VIQP01000010.1	RefSeq	gene	45488	47071	.	+	.	gene-FLV31_RS17270	FLV31_RS17270	Gene	protein_coding	FLV31_RS17270	gene-FLV31_RS17270	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	NADP-dependent glyceraldehyde-3-phosphate dehydrogenase	No_PHROG	protein_coding	None	None
43	NZ_VIQP01000010.1	RefSeq	gene	47108	47746	.	-	.	gene-FLV31_RS17275	FLV31_RS17275	Gene	protein_coding	FLV31_RS17275	gene-FLV31_RS17275	tetratricopeptide repeat protein	tetratricopeptide repeat protein	No_PHROG	protein_coding	None	None
44	NZ_VIQP01000010.1	RefSeq	gene	47855	50011	.	-	.	gene-FLV31_RS17280	FLV31_RS17280	Gene	protein_coding	FLV31_RS17280	gene-FLV31_RS17280	TonB-dependent receptor	TonB-dependent receptor	No_PHROG	protein_coding	None	None
45	NZ_VIQP01000010.1	RefSeq	gene	50269	51471	.	+	.	gene-FLV31_RS17285	FLV31_RS17285	Gene	protein_coding	FLV31_RS17285	gene-FLV31_RS17285	MFS transporter	MFS transporter	No_PHROG	protein_coding	None	None
46	NZ_VIQP01000010.1	RefSeq	gene	51473	52069	.	-	.	gene-FLV31_RS17290	FLV31_RS17290	Gene	protein_coding	FLV31_RS17290	gene-FLV31_RS17290	TetR/AcrR family transcriptional regulator	TetR/AcrR family transcriptional regulator	No_PHROG	protein_coding	None	None
47	NZ_VIQP01000010.1	RefSeq	gene	52192	54789	.	-	.	gene-FLV31_RS17295	clpB	Gene	protein_coding	FLV31_RS17295	clpB	ATP-dependent chaperone ClpB	ATP-dependent chaperone ClpB	No_PHROG	protein_coding	None	None
48	NZ_VIQP01000010.1	RefSeq	gene	54955	55353	.	+	.	gene-FLV31_RS17300	ytxJ	Gene	protein_coding	FLV31_RS17300	ytxJ	bacillithiol system redox-active protein YtxJ	bacillithiol system redox-active protein YtxJ	No_PHROG	protein_coding	None	None
49	NZ_VIQP01000010.1	RefSeq	gene	55431	56615	.	-	.	gene-FLV31_RS17305	FLV31_RS17305	Gene	protein_coding	FLV31_RS17305	gene-FLV31_RS17305	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
50	NZ_VIQP01000010.1	RefSeq	gene	56729	58024	.	-	.	gene-FLV31_RS17310	fahA	Gene	protein_coding	FLV31_RS17310	fahA	fumarylacetoacetase	fumarylacetoacetase	No_PHROG	protein_coding	None	None
51	NZ_VIQP01000010.1	RefSeq	gene	58138	59415	.	+	.	gene-FLV31_RS17315	glyA	Gene	protein_coding	FLV31_RS17315	glyA	serine hydroxymethyltransferase	serine hydroxymethyltransferase	No_PHROG	protein_coding	None	None
52	NZ_VIQP01000010.1	RefSeq	gene	59568	60233	.	-	.	gene-FLV31_RS17320	FLV31_RS17320	Gene	protein_coding	FLV31_RS17320	gene-FLV31_RS17320	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
53	NZ_VIQP01000010.1	RefSeq	gene	60386	61057	.	-	.	gene-FLV31_RS17325	FLV31_RS17325	Gene	protein_coding	FLV31_RS17325	gene-FLV31_RS17325	response regulator	response regulator	No_PHROG	protein_coding	None	None
54	NZ_VIQP01000010.1	RefSeq	gene	61075	63168	.	-	.	gene-FLV31_RS17330	FLV31_RS17330	Gene	protein_coding	FLV31_RS17330	gene-FLV31_RS17330	tetratricopeptide repeat-containing sensor histidine kinase	tetratricopeptide repeat-containing sensor histidine kinase	No_PHROG	protein_coding	None	None
55	NZ_VIQP01000010.1	RefSeq	gene	63250	63402	.	-	.	gene-FLV31_RS17335	FLV31_RS17335	Gene	protein_coding	FLV31_RS17335	gene-FLV31_RS17335	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
56	NZ_VIQP01000010.1	RefSeq	gene	63540	64274	.	-	.	gene-FLV31_RS17340	FLV31_RS17340	Gene	protein_coding	FLV31_RS17340	gene-FLV31_RS17340	LytR/AlgR family response regulator transcription factor	LytR/AlgR family response regulator transcription factor	No_PHROG	protein_coding	None	None
57	NZ_VIQP01000010.1	RefSeq	gene	64402	65919	.	-	.	gene-FLV31_RS17345	FLV31_RS17345	Gene	protein_coding	FLV31_RS17345	gene-FLV31_RS17345	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
58	NZ_VIQP01000010.1	RefSeq	gene	65929	66321	.	-	.	gene-FLV31_RS17350	FLV31_RS17350	Gene	protein_coding	FLV31_RS17350	gene-FLV31_RS17350	acyl-CoA thioesterase	acyl-CoA thioesterase	No_PHROG	protein_coding	None	None
59	NZ_VIQP01000010.1	RefSeq	gene	66321	67364	.	-	.	gene-FLV31_RS17355	FLV31_RS17355	Gene	protein_coding	FLV31_RS17355	gene-FLV31_RS17355	glutaminyl-peptide cyclotransferase	glutaminyl-peptide cyclotransferase	No_PHROG	protein_coding	None	None
60	NZ_VIQP01000010.1	RefSeq	gene	67526	67624	.	+	.	gene-FLV31_RS17360	ffs	Gene	SRP_RNA	FLV31_RS17360	ffs	signal recognition particle sRNA small type	signal recognition particle sRNA small type	No_PHROG	SRP_RNA	None	None
61	NZ_VIQP01000010.1	RefSeq	gene	67701	68510	.	+	.	gene-FLV31_RS17365	FLV31_RS17365	Gene	protein_coding	FLV31_RS17365	gene-FLV31_RS17365	SDR family oxidoreductase	SDR family oxidoreductase	No_PHROG	protein_coding	None	None
62	NZ_VIQP01000010.1	RefSeq	gene	68557	69210	.	+	.	gene-FLV31_RS17370	fsa	Gene	protein_coding	FLV31_RS17370	fsa	fructose-6-phosphate aldolase	fructose-6-phosphate aldolase	No_PHROG	protein_coding	None	None
63	NZ_VIQP01000010.1	RefSeq	gene	69370	70749	.	-	.	gene-FLV31_RS17375	FLV31_RS17375	Gene	protein_coding	FLV31_RS17375	gene-FLV31_RS17375	transaldolase	transaldolase	No_PHROG	protein_coding	None	None
64	NZ_VIQP01000010.1	RefSeq	gene	70920	72548	.	+	.	gene-FLV31_RS17380	FLV31_RS17380	Gene	protein_coding	FLV31_RS17380	gene-FLV31_RS17380	ABC-F family ATP-binding cassette domain-containing protein	ABC-F family ATP-binding cassette domain-containing protein	No_PHROG	protein_coding	None	None
65	NZ_VIQP01000010.1	RefSeq	gene	72628	73683	.	-	.	gene-FLV31_RS17385	leuB	Gene	protein_coding	FLV31_RS17385	leuB	3-isopropylmalate dehydrogenase	3-isopropylmalate dehydrogenase	No_PHROG	protein_coding	None	None
66	NZ_VIQP01000010.1	RefSeq	gene	73816	75333	.	-	.	gene-FLV31_RS17390	FLV31_RS17390	Gene	protein_coding	FLV31_RS17390	gene-FLV31_RS17390	alpha-isopropylmalate synthase regulatory domain-containing protein	alpha-isopropylmalate synthase regulatory domain-containing protein	No_PHROG	protein_coding	None	None
67	NZ_VIQP01000010.1	RefSeq	gene	75388	75984	.	-	.	gene-FLV31_RS17395	leuD	Gene	protein_coding	FLV31_RS17395	leuD	3-isopropylmalate dehydratase small subunit	3-isopropylmalate dehydratase small subunit	No_PHROG	protein_coding	None	None
68	NZ_VIQP01000010.1	RefSeq	gene	76063	77478	.	-	.	gene-FLV31_RS17400	leuC	Gene	protein_coding	FLV31_RS17400	leuC	3-isopropylmalate dehydratase large subunit	3-isopropylmalate dehydratase large subunit	No_PHROG	protein_coding	None	None
69	NZ_VIQP01000010.1	RefSeq	gene	77819	78868	.	+	.	gene-FLV31_RS17405	FLV31_RS17405	Gene	protein_coding	FLV31_RS17405	gene-FLV31_RS17405	DUF4138 domain-containing protein	DUF4138 domain-containing protein	No_PHROG	protein_coding	None	None
70	NZ_VIQP01000010.1	RefSeq	gene	79131	79541	.	+	.	gene-FLV31_RS17410	FLV31_RS17410	Gene	protein_coding	FLV31_RS17410	gene-FLV31_RS17410	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
71	NZ_VIQP01000010.1	RefSeq	gene	79550	79708	.	+	.	gene-FLV31_RS17415	FLV31_RS17415	Gene	protein_coding	FLV31_RS17415	gene-FLV31_RS17415	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
72	NZ_VIQP01000010.1	RefSeq	gene	79715	80716	.	+	.	gene-FLV31_RS17420	FLV31_RS17420	Gene	protein_coding	FLV31_RS17420	gene-FLV31_RS17420	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
73	NZ_VIQP01000010.1	RefSeq	gene	80774	81760	.	+	.	gene-FLV31_RS17425	FLV31_RS17425	Gene	protein_coding	FLV31_RS17425	gene-FLV31_RS17425	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
74	NZ_VIQP01000010.1	RefSeq	gene	81818	82816	.	+	.	gene-FLV31_RS17430	FLV31_RS17430	Gene	protein_coding	FLV31_RS17430	gene-FLV31_RS17430	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
75	NZ_VIQP01000010.1	RefSeq	gene	82826	83509	.	+	.	gene-FLV31_RS17435	FLV31_RS17435	Gene	protein_coding	FLV31_RS17435	gene-FLV31_RS17435	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
76	NZ_VIQP01000010.1	RefSeq	gene	83534	84106	.	+	.	gene-FLV31_RS17440	FLV31_RS17440	Gene	protein_coding	FLV31_RS17440	gene-FLV31_RS17440	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
77	NZ_VIQP01000010.1	RefSeq	gene	84348	84665	.	-	.	gene-FLV31_RS17445	FLV31_RS17445	Gene	protein_coding	FLV31_RS17445	gene-FLV31_RS17445	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
78	NZ_VIQP01000010.1	RefSeq	gene	84742	85518	.	-	.	gene-FLV31_RS17450	FLV31_RS17450	Gene	protein_coding	FLV31_RS17450	gene-FLV31_RS17450	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
79	NZ_VIQP01000010.1	RefSeq	gene	85791	86753	.	-	.	gene-FLV31_RS17455	FLV31_RS17455	Gene	protein_coding	FLV31_RS17455	gene-FLV31_RS17455	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
80	NZ_VIQP01000010.1	RefSeq	gene	86795	87058	.	-	.	gene-FLV31_RS17460	FLV31_RS17460	Gene	protein_coding	FLV31_RS17460	gene-FLV31_RS17460	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
81	NZ_VIQP01000010.1	RefSeq	gene	87124	87882	.	-	.	gene-FLV31_RS17465	FLV31_RS17465	Gene	protein_coding	FLV31_RS17465	gene-FLV31_RS17465	TPM domain-containing protein	TPM domain-containing protein	No_PHROG	protein_coding	None	None
82	NZ_VIQP01000010.1	RefSeq	gene	88054	88971	.	-	.	gene-FLV31_RS17470	FLV31_RS17470	Gene	protein_coding	FLV31_RS17470	gene-FLV31_RS17470	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
83	NZ_VIQP01000010.1	RefSeq	gene	89034	89399	.	-	.	gene-FLV31_RS17475	FLV31_RS17475	Gene	protein_coding	FLV31_RS17475	gene-FLV31_RS17475	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
84	NZ_VIQP01000010.1	RefSeq	gene	89380	89940	.	-	.	gene-FLV31_RS17480	FLV31_RS17480	Gene	protein_coding	FLV31_RS17480	gene-FLV31_RS17480	LemA family protein	LemA family protein	No_PHROG	protein_coding	None	None
85	NZ_VIQP01000010.1	RefSeq	gene	89951	90841	.	-	.	gene-FLV31_RS17485	FLV31_RS17485	Gene	protein_coding	FLV31_RS17485	gene-FLV31_RS17485	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
86	NZ_VIQP01000010.1	RefSeq	gene	91041	92147	.	-	.	gene-FLV31_RS17490	FLV31_RS17490	Gene	protein_coding	FLV31_RS17490	gene-FLV31_RS17490	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
87	NZ_VIQP01000010.1	RefSeq	gene	92331	93377	.	-	.	gene-FLV31_RS17495	FLV31_RS17495	Gene	protein_coding	FLV31_RS17495	gene-FLV31_RS17495	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
88	NZ_VIQP01000010.1	RefSeq	gene	93779	94618	.	-	.	gene-FLV31_RS17500	FLV31_RS17500	Gene	protein_coding	FLV31_RS17500	gene-FLV31_RS17500	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
89	NZ_VIQP01000010.1	RefSeq	gene	94684	95832	.	-	.	gene-FLV31_RS17505	FLV31_RS17505	Gene	protein_coding	FLV31_RS17505	gene-FLV31_RS17505	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
90	NZ_VIQP01000010.1	RefSeq	gene	96057	96656	.	-	.	gene-FLV31_RS17510	FLV31_RS17510	Gene	protein_coding	FLV31_RS17510	gene-FLV31_RS17510	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
91	NZ_VIQP01000010.1	RefSeq	gene	96683	97276	.	-	.	gene-FLV31_RS17515	FLV31_RS17515	Gene	protein_coding	FLV31_RS17515	gene-FLV31_RS17515	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
92	NZ_VIQP01000010.1	RefSeq	gene	97676	98593	.	-	.	gene-FLV31_RS17520	FLV31_RS17520	Gene	protein_coding	FLV31_RS17520	gene-FLV31_RS17520	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
93	NZ_VIQP01000010.1	RefSeq	gene	98966	99148	.	-	.	gene-FLV31_RS17525	FLV31_RS17525	Gene	protein_coding	FLV31_RS17525	gene-FLV31_RS17525	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
94	NZ_VIQP01000010.1	RefSeq	gene	99345	100121	.	-	.	gene-FLV31_RS17530	FLV31_RS17530	Gene	protein_coding	FLV31_RS17530	gene-FLV31_RS17530	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
95	NZ_VIQP01000010.1	RefSeq	gene	100239	100940	.	-	.	gene-FLV31_RS17535	FLV31_RS17535	Gene	protein_coding	FLV31_RS17535	gene-FLV31_RS17535	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
96	NZ_VIQP01000010.1	RefSeq	gene	100953	103688	.	-	.	gene-FLV31_RS17540	FLV31_RS17540	Gene	protein_coding	FLV31_RS17540	gene-FLV31_RS17540	OmpA family protein	OmpA family protein	No_PHROG	protein_coding	None	None
97	NZ_VIQP01000010.1	RefSeq	gene	103700	104179	.	-	.	gene-FLV31_RS17545	FLV31_RS17545	Gene	protein_coding	FLV31_RS17545	gene-FLV31_RS17545	DUF4280 domain-containing protein	DUF4280 domain-containing protein	No_PHROG	protein_coding	None	None
98	NZ_VIQP01000010.1	RefSeq	gene	104186	105043	.	-	.	gene-FLV31_RS17550	FLV31_RS17550	Gene	protein_coding	FLV31_RS17550	gene-FLV31_RS17550	hypothetical protein	hypothetical protein	No_PHROG	protein_coding	None	None
