	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
2577	NC_041928.1	RefSeq	gene	1.0	3507.0	.	+	.	gene-FDH45_gp001	FDH45_gp001	Gene	protein_coding	FDH45_gp001	gene-FDH45_gp001	terminase large subunit	terminase large subunit	675	head and packaging	middle	late
2578	NC_041928.1	RefSeq	gene	472.0	1443.0	.	+	.	gene-FDH45_gp002	FDH45_gp002	Gene	protein_coding	FDH45_gp002	gene-FDH45_gp002	HNH endonuclease	HNH endonuclease	559	DNA, RNA and nucleotide metabolism	early	late
2579	NC_041928.1	RefSeq	gene	3521.0	4324.0	.	+	.	gene-FDH45_gp003	FDH45_gp003	Gene	protein_coding	FDH45_gp003	gene-FDH45_gp003	virion structural protein	virion structural protein	1917	head and packaging	middle	middle
2580	NC_041928.1	RefSeq	gene	4311.0	4472.0	.	+	.	gene-FDH45_gp004	FDH45_gp004	Gene	protein_coding	FDH45_gp004	gene-FDH45_gp004	hypothetical protein	hypothetical protein	38741	unknown function	middle	middle
2581	NC_041928.1	RefSeq	gene	4486.0	4977.0	.	+	.	gene-FDH45_gp005	FDH45_gp005	Gene	protein_coding	FDH45_gp005	gene-FDH45_gp005	hypothetical protein	hypothetical protein	1116	unknown function	middle	middle
2582	NC_041928.1	RefSeq	gene	5054.0	5440.0	.	+	.	gene-FDH45_gp006	FDH45_gp006	Gene	protein_coding	FDH45_gp006	gene-FDH45_gp006	hypothetical protein	hypothetical protein	3937	unknown function	middle	late
2583	NC_041928.1	RefSeq	gene	5421.0	5792.0	.	+	.	gene-FDH45_gp007	FDH45_gp007	Gene	protein_coding	FDH45_gp007	gene-FDH45_gp007	portal protein	portal protein	1108	head and packaging	middle	late
2584	NC_041928.1	RefSeq	gene	5794.0	7485.0	.	+	.	gene-FDH45_gp008	FDH45_gp008	Gene	protein_coding	FDH45_gp008	gene-FDH45_gp008	portal protein	portal protein	15361	head and packaging	middle	late
2585	NC_041928.1	RefSeq	gene	7627.0	8397.0	.	+	.	gene-FDH45_gp009	FDH45_gp009	Gene	protein_coding	FDH45_gp009	gene-FDH45_gp009	head maturation protease	head maturation protease	1028	head and packaging	late	late
2586	NC_041928.1	RefSeq	gene	8400.0	9413.0	.	+	.	gene-FDH45_gp010	FDH45_gp010	Gene	protein_coding	FDH45_gp010	gene-FDH45_gp010	hypothetical protein	hypothetical protein	1133	unknown function	late	late
2587	NC_041928.1	RefSeq	gene	9540.0	10931.0	.	+	.	gene-FDH45_gp011	FDH45_gp011	Gene	protein_coding	FDH45_gp011	gene-FDH45_gp011	major head protein	major head protein	752	head and packaging	late	late
2588	NC_041928.1	RefSeq	gene	11031.0	11297.0	.	+	.	gene-FDH45_gp012	FDH45_gp012	Gene	protein_coding	FDH45_gp012	gene-FDH45_gp012	hypothetical protein	hypothetical protein	1205	unknown function	late	late
2589	NC_041928.1	RefSeq	gene	11307.0	12215.0	.	+	.	gene-FDH45_gp013	FDH45_gp013	Gene	protein_coding	FDH45_gp013	gene-FDH45_gp013	tail fiber protein	tail fiber protein	772	tail	late	late
2590	NC_041928.1	RefSeq	gene	12229.0	13104.0	.	+	.	gene-FDH45_gp014	FDH45_gp014	Gene	protein_coding	FDH45_gp014	gene-FDH45_gp014	virion structural protein	virion structural protein	1004	head and packaging	late	late
2591	NC_041928.1	RefSeq	gene	13104.0	13739.0	.	+	.	gene-FDH45_gp015	FDH45_gp015	Gene	protein_coding	FDH45_gp015	gene-FDH45_gp015	hypothetical protein	hypothetical protein	1127	unknown function	late	late
2592	NC_041928.1	RefSeq	gene	13755.0	14612.0	.	+	.	gene-FDH45_gp016	FDH45_gp016	Gene	protein_coding	FDH45_gp016	gene-FDH45_gp016	hypothetical protein	hypothetical protein	1000	unknown function	late	late
2593	NC_041928.1	RefSeq	gene	14587.0	14808.0	.	+	.	gene-FDH45_gp017	FDH45_gp017	Gene	protein_coding	FDH45_gp017	gene-FDH45_gp017	hypothetical protein	hypothetical protein	1151	unknown function	late	late
2594	NC_041928.1	RefSeq	gene	14828.0	16612.0	.	+	.	gene-FDH45_gp018	FDH45_gp018	Gene	protein_coding	FDH45_gp018	gene-FDH45_gp018	tail sheath	tail sheath	279	tail	late	late
2595	NC_041928.1	RefSeq	gene	16672.0	17040.0	.	+	.	gene-FDH45_gp019	FDH45_gp019	Gene	protein_coding	FDH45_gp019	gene-FDH45_gp019	virion structural protein	virion structural protein	985	head and packaging	late	late
2596	NC_041928.1	RefSeq	gene	17532.0	18476.0	.	+	.	gene-FDH45_gp020	FDH45_gp020	Gene	protein_coding	FDH45_gp020	gene-FDH45_gp020	intron encoded nuclease	intron encoded nuclease	7140	DNA, RNA and nucleotide metabolism	early	middle
2597	NC_041928.1	RefSeq	gene	18517.0	18675.0	.	+	.	gene-FDH45_gp021	FDH45_gp021	Gene	protein_coding	FDH45_gp021	gene-FDH45_gp021	hypothetical protein	hypothetical protein	8192	unknown function	early	early
2598	NC_041928.1	RefSeq	gene	18665.0	18799.0	.	+	.	gene-FDH45_gp022	FDH45_gp022	Gene	protein_coding	FDH45_gp022	gene-FDH45_gp022	hypothetical protein	hypothetical protein	2701	unknown function	early	early
