	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
2740	MT338525.1	Genbank	gene	486.0	785.0	.	+	.	gene-SAM1_00001	SAM1_00001	Gene	protein_coding	SAM1_00001	gene-SAM1_00001	hypothetical protein	hypothetical protein	654.0	unknown function	early	late
2741	MT338525.1	Genbank	gene	801.0	986.0	.	+	.	gene-SAM1_00002	SAM1_00002	Gene	protein_coding	SAM1_00002	gene-SAM1_00002	hypothetical protein	hypothetical protein	3204.0	unknown function	early	late
2742	MT338525.1	Genbank	gene	1093.0	1383.0	.	+	.	gene-SAM1_00003	SAM1_00003	Gene	protein_coding	SAM1_00003	gene-SAM1_00003	hypothetical protein	hypothetical protein	654.0	unknown function	early	late
2743	MT338525.1	Genbank	gene	1383.0	1670.0	.	+	.	gene-SAM1_00004	SAM1_00004	Gene	protein_coding	SAM1_00004	gene-SAM1_00004	hypothetical protein	hypothetical protein	654.0	unknown function	early	late
2744	MT338525.1	Genbank	gene	1670.0	1963.0	.	+	.	gene-SAM1_00005	SAM1_00005	Gene	protein_coding	SAM1_00005	gene-SAM1_00005	hypothetical protein	hypothetical protein	654.0	unknown function	early	late
2745	MT338525.1	Genbank	gene	1967.0	2224.0	.	+	.	gene-SAM1_00006	SAM1_00006	Gene	protein_coding	SAM1_00006	gene-SAM1_00006	hypothetical protein	hypothetical protein	1099.0	unknown function	early	late
2746	MT338525.1	Genbank	gene	2302.0	2541.0	.	+	.	gene-SAM1_00007	SAM1_00007	Gene	protein_coding	SAM1_00007	gene-SAM1_00007	hypothetical protein	hypothetical protein	1099.0	unknown function	early	late
2747	MT338525.1	Genbank	gene	2552.0	2899.0	.	+	.	gene-SAM1_00008	SAM1_00008	Gene	protein_coding	SAM1_00008	gene-SAM1_00008	hypothetical protein	hypothetical protein	3522.0	unknown function	early	early
2748	MT338525.1	Genbank	gene	3108.0	3446.0	.	-	.	gene-SAM1_00009	SAM1_00009	Gene	protein_coding	SAM1_00009	gene-SAM1_00009	hypothetical protein	hypothetical protein	3077.0	unknown function	early	early
2749	MT338525.1	Genbank	gene	3757.0	4065.0	.	+	.	gene-SAM1_00010	SAM1_00010	Gene	protein_coding	SAM1_00010	gene-SAM1_00010	hypothetical protein	hypothetical protein	2601.0	unknown function	early	early
2750	MT338525.1	Genbank	gene	4271.0	4555.0	.	+	.	gene-SAM1_00011	SAM1_00011	Gene	protein_coding	SAM1_00011	gene-SAM1_00011	hypothetical protein	hypothetical protein	3164.0	unknown function	early	late
2751	MT338525.1	Genbank	gene	4630.0	4821.0	.	+	.	gene-SAM1_00012	SAM1_00012	Gene	protein_coding	SAM1_00012	gene-SAM1_00012	hypothetical protein	hypothetical protein	3388.0	unknown function	early	early
2752	MT338525.1	Genbank	gene	5138.0	5626.0	.	-	.	gene-SAM1_00013	SAM1_00013	Gene	protein_coding	SAM1_00013	gene-SAM1_00013	hypothetical protein	HNH endonuclease	59.0	DNA, RNA and nucleotide metabolism	early	early
2753	MT338525.1	Genbank	gene	5794.0	5952.0	.	+	.	gene-SAM1_00014	SAM1_00014	Gene	protein_coding	SAM1_00014	gene-SAM1_00014	hypothetical protein	TreN-like membrane protein	3325.0	other	early	early
2754	MT338525.1	Genbank	gene	6022.0	6153.0	.	+	.	gene-SAM1_00015	SAM1_00015	Gene	protein_coding	SAM1_00015	gene-SAM1_00015	hypothetical protein	hypothetical protein	3837.0	unknown function	early	early
2755	MT338525.1	Genbank	gene	6321.0	6644.0	.	+	.	gene-SAM1_00016	SAM1_00016	Gene	protein_coding	SAM1_00016	gene-SAM1_00016	hypothetical protein	hypothetical protein	3276.0	unknown function	early	late
