Geneid	0	10	30	50	70	Entity	Symbol	ClassThreshold	ClassMax	Variance
gene-HB27c_C1178	1.0	0.9348299936869415	0.5391513083925372	0.4670196073188143	0.3434730741969715	host	gene-HB27c_C1178	None	None	7.56581421903682
gene-HB27c_C0908	1.0	0.4018520251403567	0.5756723765236036	0.32551528470375896	0.31895106421830516	host	gene-HB27c_C0908	None	None	18.942339636093813
gene-HB27c_C1268	1.0	0.7505630319203848	0.7752867161715302	0.5323391545634355	0.3040849030620713	host	gene-HB27c_C1268	None	None	8.662126125278228
gene-HB27c_C1673	1.0	0.3945400175861054	0.701776968696198	0.555030516552015	0.6060219672964294	host	gene-HB27c_C1673	None	None	6.80814448863079
gene-HB27c_C1076	1.0	0.8257224417339953	0.9338804095025331	0.48252999357944	0.28737255751358975	host	gene-HB27c_C1076	None	None	8.209967658107447
gene-HB27c_C0117	1.0	0.6614338220656311	0.6387948852372458	0.30924123159128986	0.1769303993385175	host	gene-HB27c_C0117	None	None	12.073034190778202
gene-HB27c_C0669	1.0	0.3254822970468404	0.7327239975330452	0.37178753177647433	0.273434964256122	host	gene-HB27c_C0669	None	None	2.060878161853252
gene-HB27c_C0182	0.8801473730594515	0.47524655541736266	1.0	0.6427742345675713	0.5077760037281528	host	gene-HB27c_C0182	None	None	28.297089409715824
gene-HB27c_C1468	1.0	0.7470453993402969	0.674145838212224	0.47939364672316587	0.18440757682448652	host	gene-HB27c_C1468	None	None	5.519926713938824
gene-HB27c_P0199	1.0	0.656974768545448	0.49630126313931283	0.31515307281001537	0.1695343977121518	host	gene-HB27c_P0199	None	None	19.873027977409677
gene-HB27c_C1936	1.0	0.6606714081985071	0.8438742077793413	0.6610454487837655	0.6111493437822467	host	gene-HB27c_C1936	None	None	6.184937563953101
gene-HB27c_C1203	1.0	0.47053257620553535	0.5785315752684196	0.3310101114477723	0.28568112578831945	host	gene-HB27c_C1203	None	None	9.921927921334518
gene-HB27c_C1287	1.0	0.7249337973054918	0.809458810147116	0.48385248376983053	0.3045990571086554	host	gene-HB27c_C1287	None	None	24.98411579521675
gene-HB27c_C0944	1.0	0.7481417381937294	0.8904250033927681	0.5407851854002393	0.3024321544973614	host	gene-HB27c_C0944	None	None	7.17208991653012
gene-HB27c_C1327	1.0	0.6887128968676386	0.7513432035128975	0.41672118278947556	0.2586791707042451	host	gene-HB27c_C1327	None	None	30.85715318801553
gene-HB27c_C1732	1.0	0.8079756735150011	0.6852696636634624	0.585817903312691	0.40482116920296063	host	gene-HB27c_C1732	None	None	13.616185530791139
gene-HB27c_C0864	1.0	0.3956218967754027	0.7343141874770348	0.2745039694060644	0.17697878587075477	host	gene-HB27c_C0864	None	None	14.778790148855506
gene-HB27c_C1106	1.0	0.552199347563842	0.6497850369461294	0.41245685213267475	0.24549113608898393	host	gene-HB27c_C1106	None	None	17.17934847431388
gene-HB27c_C1670	1.0	0.44167136194696577	0.6967308774294741	0.3934109413761813	0.2940428500477656	host	gene-HB27c_C1670	None	None	12.044567168559634
gene-HB27c_P0099	1.0	0.5147245202642533	0.5572616868369649	0.5518630446120094	0.49805028139723023	host	gene-HB27c_P0099	None	None	1.1007103805560545
