	seq_id	source	type	start	end	phase	strand	score	ID	Name	gbkey	gene_biotype	locus_tag	gene	product	annot	PHROG	category	ClassThreshold	ClassMax
2812	MN047438.1	Genbank	gene	486.0	785.0	.	+	.	gene-phage515_00001	phage515_00001	Gene	protein_coding	phage515_00001	gene-phage515_00001	hypothetical protein	hypothetical protein	654.0	unknown function	early	middle
2813	MN047438.1	Genbank	gene	801.0	986.0	.	+	.	gene-phage515_00002	treB	Gene	protein_coding	phage515_00002	treB	putative membrane protein	hypothetical protein	3204.0	unknown function	early	middle
2814	MN047438.1	Genbank	gene	1093.0	1383.0	.	+	.	gene-phage515_00003	phage515_00003	Gene	protein_coding	phage515_00003	gene-phage515_00003	hypothetical protein	hypothetical protein	654.0	unknown function	early	middle
2815	MN047438.1	Genbank	gene	1383.0	1670.0	.	+	.	gene-phage515_00004	phage515_00004	Gene	protein_coding	phage515_00004	gene-phage515_00004	hypothetical protein	hypothetical protein	654.0	unknown function	early	middle
2816	MN047438.1	Genbank	gene	1670.0	1963.0	.	+	.	gene-phage515_00005	phage515_00005	Gene	protein_coding	phage515_00005	gene-phage515_00005	hypothetical protein	hypothetical protein	654.0	unknown function	early	middle
2817	MN047438.1	Genbank	gene	1967.0	2224.0	.	+	.	gene-phage515_00006	phage515_00006	Gene	protein_coding	phage515_00006	gene-phage515_00006	hypothetical protein	hypothetical protein	1099.0	unknown function	early	middle
2818	MN047438.1	Genbank	gene	2302.0	2541.0	.	+	.	gene-phage515_00007	phage515_00007	Gene	protein_coding	phage515_00007	gene-phage515_00007	hypothetical protein	hypothetical protein	1099.0	unknown function	early	middle
2819	MN047438.1	Genbank	gene	2552.0	2899.0	.	+	.	gene-phage515_00008	phage515_00008	Gene	protein_coding	phage515_00008	gene-phage515_00008	hypothetical protein	hypothetical protein	3522.0	unknown function	early	middle
2820	MN047438.1	Genbank	gene	3108.0	3446.0	.	-	.	gene-phage515_00009	phage515_00009	Gene	protein_coding	phage515_00009	gene-phage515_00009	hypothetical protein	hypothetical protein	3077.0	unknown function	early	early
2821	MN047438.1	Genbank	gene	3757.0	4065.0	.	+	.	gene-phage515_00010	phage515_00010	Gene	protein_coding	phage515_00010	gene-phage515_00010	hypothetical protein	hypothetical protein	2601.0	unknown function	early	early
